FeatureID,Name,Formula,Annotation_level,use_Sirius_class,kingdom,superclass,class,subclass,level 5,CID,Title_PubChem,ExactMass,MolecularFormula,InChI,InChIKey,ConnectivitySMILES
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,9852757,GlyTouCan:G80662SX,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2/t5-,6-,7-,8-,9-,10-,11-,12-,13+,14+,15+,16+,17-,18-,19-,20-,21+,22+,23+,24+/m1/s1",DFKPJBWUFOESDV-NGZVDTABSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,13938911,GlyTouCan:G58422AR,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2",DFKPJBWUFOESDV-UHFFFAOYSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,132274967,GlyTouCan:G08112OA,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2/t5?,6?,7?,8?,9-,10-,11-,12-,13?,14?,15?,16?,17+,18+,19+,20+,21-,22+,23+,24+/m1/s1",DFKPJBWUFOESDV-QFIHNAKXSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,13938912,GlyTouCan:G86640EE,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2/t5-,6-,7-,8-,9-,10-,11-,12-,13+,14+,15+,16+,17-,18-,19-,20-,21?,22+,23+,24+/m1/s1",DFKPJBWUFOESDV-KGUZVYKUSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,162344837,GlyTouCan:G00508XO,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2/t5?,6?,7?,8?,9-,10-,11-,12-,13+,14+,15+,16+,17?,18?,19?,20?,21?,22-,23-,24-/m1/s1",DFKPJBWUFOESDV-PKEQPBRCSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,9852757,GlyTouCan:G80662SX,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2/t5-,6-,7-,8-,9-,10-,11-,12-,13+,14+,15+,16+,17-,18-,19-,20-,21+,22+,23+,24+/m1/s1",DFKPJBWUFOESDV-NGZVDTABSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,13938911,GlyTouCan:G58422AR,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2",DFKPJBWUFOESDV-UHFFFAOYSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,132274967,GlyTouCan:G08112OA,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2/t5?,6?,7?,8?,9-,10-,11-,12-,13?,14?,15?,16?,17+,18+,19+,20+,21-,22+,23+,24+/m1/s1",DFKPJBWUFOESDV-QFIHNAKXSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,NA,NA,NA,NA,NA,13938912,GlyTouCan:G86640EE,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2/t5-,6-,7-,8-,9-,10-,11-,12-,13+,14+,15+,16+,17-,18-,19-,20-,21?,22+,23+,24+/m1/s1",DFKPJBWUFOESDV-KGUZVYKUSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,NA,NA,NA,NA,NA,162344837,GlyTouCan:G00508XO,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2/t5?,6?,7?,8?,9-,10-,11-,12-,13+,14+,15+,16+,17?,18?,19?,20?,21?,22-,23-,24-/m1/s1",DFKPJBWUFOESDV-PKEQPBRCSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,NA,NA,NA,NA,NA,9852757,GlyTouCan:G80662SX,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2/t5-,6-,7-,8-,9-,10-,11-,12-,13+,14+,15+,16+,17-,18-,19-,20-,21+,22+,23+,24+/m1/s1",DFKPJBWUFOESDV-NGZVDTABSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,NA,NA,NA,NA,NA,13938911,GlyTouCan:G58422AR,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2",DFKPJBWUFOESDV-UHFFFAOYSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.009_711.21976,Isomaltotetraose,C24H42O21,L2.3,no,NA,NA,NA,NA,NA,132274967,GlyTouCan:G08112OA,666.22185834,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(26)14(31)18(35)22(43-5)40-3-7-11(28)16(33)20(37)24(45-7)41-4-8-12(29)15(32)19(36)23(44-8)39-2-6-10(27)13(30)17(34)21(38)42-6/h5-38H,1-4H2/t5?,6?,7?,8?,9-,10-,11-,12-,13?,14?,15?,16?,17+,18+,19+,20+,21-,22+,23+,24+/m1/s1",DFKPJBWUFOESDV-QFIHNAKXSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O
FT_15.112_462.10202,"[3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] (3,4,5,6-tetrahydroxyoxan-2-yl)methyl hydrogen phosphate",C14H26NO14P,L2.3,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_16.041_873.27215,Laminaripentaose,C30H52O26,L2.3,no,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,74539953,GlyTouCan:G59360UC,828.27468176,C30H52O26,"InChI=1S/C30H52O26/c31-1-6-11(36)16(41)17(42)27(49-6)54-23-13(38)8(3-33)51-29(19(23)44)56-25-15(40)10(5-35)52-30(21(25)46)55-24-14(39)9(4-34)50-28(20(24)45)53-22-12(37)7(2-32)48-26(47)18(22)43/h6-47H,1-5H2/t6-,7-,8-,9-,10-,11-,12-,13-,14-,15-,16+,17-,18-,19-,20-,21-,22+,23+,24+,25+,26?,27+,28+,29+,30+/m1/s1",UUQINGLDFWYORW-IMLBFRLQSA-N,C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)O
FT_16.807_989.31879,Glc(b1-4)Glc(b1-3)Glc(b1-4)Glc(b1-4)Glc(b1-3)Glc,C36H62O31,L2.3,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_2.345_253.03532,(+/-)-strobide B,C11H10O7,L2.3,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_2.350_155.03503,2-methyl-muconate,C7H8O4,L2.3,no,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,25245002,"2-Methyl-cis,cis-muconate",154.02660867,C7H6O4-2,"InChI=1S/C7H8O4/c1-5(7(10)11)3-2-4-6(8)9/h2-4H,1H3,(H,8,9)(H,10,11)/p-2/b4-2-,5-3-",VCPQFDRBOZTBAO-JVLMNHKTSA-L,CC(=CC=CC(=O)[O-])C(=O)[O-]
FT_2.544_219.02978,7-Hydroxycoumarin-4-acetic acid,C11H8O5,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,7-hydroxycoumarins,5338490,7-Hydroxycoumarin-4-acetic acid,220.03717335,C11H8O5,"InChI=1S/C11H8O5/c12-7-1-2-8-6(3-10(13)14)4-11(15)16-9(8)5-7/h1-2,4-5,12H,3H2,(H,13,14)",BNHPMQBVNXMPDU-UHFFFAOYSA-N,C1=CC2=C(C=C1O)OC(=O)C=C2CC(=O)O
FT_2.626_183.02982,3-O-methylgallate,C8H8O5,L2.3,no,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,54707974,3-O-Methylgallate,183.02934832,C8H7O5-,"InChI=1S/C8H8O5/c1-13-6-3-4(8(11)12)2-5(9)7(6)10/h2-3,9-10H,1H3,(H,11,12)/p-1",KWCCUYSXAYTNKA-UHFFFAOYSA-M,COC1=CC(=CC(=C1[O-])O)C(=O)O
FT_2.713_219.02977,7-Hydroxycoumarin-4-acetic acid,C11H8O5,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,7-hydroxycoumarins,5338490,7-Hydroxycoumarin-4-acetic acid,220.03717335,C11H8O5,"InChI=1S/C11H8O5/c12-7-1-2-8-6(3-10(13)14)4-11(15)16-9(8)5-7/h1-2,4-5,12H,3H2,(H,13,14)",BNHPMQBVNXMPDU-UHFFFAOYSA-N,C1=CC2=C(C=C1O)OC(=O)C=C2CC(=O)O
FT_7.117_152.03873,2-(Dimethylamino)ethanesulfonic acid,C4H11NO3S,L2.3,no,Organic compounds,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,Organosulfonic acids,237042,2-(Dimethylamino)ethanesulfonic acid,153.04596439,C4H11NO3S,"InChI=1S/C4H11NO3S/c1-5(2)3-4-9(6,7)8/h3-4H2,1-2H3,(H,6,7,8)",CFAFEJHONLMPQY-UHFFFAOYSA-N,CN(C)CCS(=O)(=O)O
