Reaction,Pathways,n_reaction
RXN-11781,PWY-6654,4
RXN-11782,PWY-6654,4
RXN-11371,PWY-7546,3
RXN-11371,PWY-6482,3
RXN-16540,PWY-7656,11
RXN-16540,PWY-7654,7
RXN-16557,PWY-7656,11
RXN-11771,PWY-6650,2
RXN-11587,PWY-6575,3
RXN-15089,PWY-7420,2
RXN-7952,LIPAS-PWY,2
RXN-15088,PWY-7420,2
MALEYLACETOACETATE-ISOMERASE-RXN,TYRFUMCAT-PWY,5
RXN0-7318,PWY0-461,5
RXN0-7318,PWY-6328,6
RXN0-7318,PWY-5327,22
AMINOBUTDEHYDROG-RXN,PUTDEG-PWY,2
AMINOBUTDEHYDROG-RXN,PWY-2,2
AMINOBUTDEHYDROG-RXN,ARGDEG-PWY,9
AMINOBUTDEHYDROG-RXN,PWY-3,2
AMINOBUTDEHYDROG-RXN,ORNDEG-PWY,5
AMINOBUTDEHYDROG-RXN,ORNARGDEG-PWY,10
PROPANEDIOL-DEHYDRATASE-RXN,PWY-7013,3
GLYCEROL-DEHYDRATASE-RXN,PWY-7385,5
GLYCEROL-DEHYDRATASE-RXN,GOLPDLCAT-PWY,4
GLYCEROL-DEHYDRATASE-RXN,PWY-6130,2
RXNDQC-2,PWYDQC-4,1
RXNDQC-2,PWY-581,6
CYCLOHEXADIENYL-DEHYDROGENASE-RXN,PWY-6120,4
RXN-9989,PWY-6138,5
RXN-9989,PWY-6145,10
RXN-17852,PWY-7800,16
RXN-17851,PWY-7799,5
RXN-17851,PWY-7800,16
RXN-17850,PWY-7799,5
RXN-17850,PWY-7800,16
RXN-17853,PWY-7800,16
RXN-22587,PWY-8314,1
3.2.1.26-RXN,SUCUTIL-PWY,2
3.2.1.48-RXN,PWY-621,4
3.2.1.48-RXN,PWY66-373,5
RXN-12174,PWY-6771,3
RXN0-4022,PWY-6700,4
UREIDOGLYCOLATE-LYASE-RXN,PWY-5694,3
UREIDOGLYCOLATE-LYASE-RXN,PWY-5705,4
UREIDOGLYCOLATE-LYASE-RXN,P165-PWY,15
UREIDOGLYCOLATE-LYASE-RXN,ALLANTOINDEG-PWY,4
UREIDOGLYCOLATE-LYASE-RXN,URDEGR-PWY,6
RXN-5643,PHOSLIPSYN2-PWY,18
RXN-5643,PWY-3385,4
RXN-5643,PWY4FS-5,6
RXN-5643,PWY-4762,6
RXN-5643,PWY4FS-2,4
2.1.1.103-RXN,PHOSLIPSYN2-PWY,18
2.1.1.103-RXN,PWY-3385,4
2.1.1.103-RXN,PWY4FS-5,6
2.1.1.103-RXN,PWY4FS-4,3
2.1.1.103-RXN,PWY-4762,6
2.1.1.103-RXN,PWY4FS-3,3
2.1.1.103-RXN,PWY4FS-2,4
RXN-5642,PHOSLIPSYN2-PWY,18
RXN-5642,PWY-3385,4
RXN-5642,PWY4FS-5,6
RXN-5642,PWY4FS-4,3
RXN-5642,PWY-4762,6
RXN-5642,PWY4FS-2,4
RXN-8042,CAROTENOID-PWY,5
RXN-8042,PWY-6475,1
RXN-14178,PWY-7237,9
RXN-15988,PWY-7578,2
RXN0-3922,ARGDEG-PWY,9
RXN0-3922,ORNDEG-PWY,5
RXN0-3922,PWY0-1221,2
RXN0-3922,ORNARGDEG-PWY,10
1.14.11.2-RXN,PWY-7894,3
RXN-8102,PWY-5250,1
RXN-8102,PWY-6830,9
1.2.1.54-RXN,PWY-5742,4
1.2.1.54-RXN,ARGDEG-IV-PWY,3
R15-RXN,PWY-6854,2
R15-RXN,PWY-1186,1
R15-RXN,PWY-6053,1
RXN-15200,PWY-5317,2
RXN-15200,PWY-7432,2
RXN-15200,PWY-7341,4
RXN-17700,PWY-8351,2
RXN-17701,PWY-8351,2
RXNN-386,PWY-5427,4
RXNN-386,PWY-6954,33
RXNN-386,PWY-8111,2
RXNN-386,PWY-6956,10
MALTOSE-PHOSPHORYLASE-RXN,MALTOSECAT-PWY,2
RXN-11318,PWY-8085,4
RXN-11318,PWY-722,6
RXN-11318,PWY-6993,6
RXN-11318,PWY-5062,13
RXN-11318,PWY-7128,6
1.13.11.9-RXN,PWY-8085,4
1.13.11.9-RXN,PWY-722,6
1.13.11.9-RXN,PWY-6993,6
1.13.11.9-RXN,PWY-5062,13
1.13.11.9-RXN,PWY-7128,6
HOMSUCTRAN-RXN,PWY-5347,8
HOMSUCTRAN-RXN,PWY0-781,24
HOMSUCTRAN-RXN,MET-SAM-PWY,8
HOMSUCTRAN-RXN,P4-PWY,17
HOMSUCTRAN-RXN,HOMOSER-METSYN-PWY,4
RXN0-2301,LEU-DEG2-PWY,5
N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN,PWY-7644,3
N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN,PWY-7651,2
5.3.1.17-RXN,PWY-6507,4
5.3.1.17-RXN,PWY-6516,22
RXN-2841,PWY-1701,2
RXN-2841,PWY-6967,1
RXN-2841,PWY-1882,10
RXN-17610,PWY-7779,6
SEDOHEPTULOSE-BISPHOSPHATASE-RXN,PWY-7218,19
SEDOHEPTULOSE-BISPHOSPHATASE-RXN,PWY-7124,19
SEDOHEPTULOSE-BISPHOSPHATASE-RXN,PWY-6886,19
SEDOHEPTULOSE-BISPHOSPHATASE-RXN,CALVIN-PWY,12
SEDOHEPTULOSE-BISPHOSPHATASE-RXN,PHOTOALL-PWY,13
1.2.1.45-RXN,PWY-6338,8
1.2.1.45-RXN,P184-PWY,6
RXN-2462,GALLATE-DEGRADATION-I-PWY,4
RXN-2462,PWY-6338,8
RXN-2462,METHYLGALLATE-DEGRADATION-PWY,4
RXN-2462,PWY-6339,6
RXN-2462,P184-PWY,6
GALACTODEHYDROG-RXN,GALDEG-PWY,1
1.14.11.1-RXN,PWY-6100,1
1.14.11.1-RXN,PWY-3621,1
RXN-12241,PWY-6753,2
2.5.1.45-RXN,PWY-5907,1
2.5.1.44-RXN,PWY-8149,1
BENZOATE-12-DIOXYGENASE-RXN,PWY-5178,12
BENZOATE-12-DIOXYGENASE-RXN,PWY-5430,10
BENZOATE-12-DIOXYGENASE-RXN,PWY-6954,33
BENZOATE-12-DIOXYGENASE-RXN,PWY-2503,2
BENZOATE-12-DIOXYGENASE-RXN,PWY-5183,23
BENZOATE-12-DIOXYGENASE-RXN,PWY-2504,31
BENZOATE-12-DIOXYGENASE-RXN,PWY-6957,17
RXN-17826,PWY-7794,2
RXN-8772,PWY-5257,30
RXN-8772,PWY-5515,2
RXN-12078,PWY-6693,1
RXN-22816,PWY-8334,3
RXN0-4281,PWY-6786,2
RXN0-4281,PWY-5453,1
RXN0-4281,METHGLYUT-PWY,6
3.5.4.22-RXN,PWY-5159,3
4-HYDROXYPROLINE-EPIMERASE-RXN,PWY-5159,3
RXN-8775,PWY-5257,30
RXN-8775,PWY-7516,2
RXN-8775,PWY-5517,5
25-DIOXOVALERATE-DEHYDROGENASE-RXN,PWY-6760,3
25-DIOXOVALERATE-DEHYDROGENASE-RXN,PWY-5257,30
25-DIOXOVALERATE-DEHYDROGENASE-RXN,PWY-5519,3
25-DIOXOVALERATE-DEHYDROGENASE-RXN,PWY-5159,3
25-DIOXOVALERATE-DEHYDROGENASE-RXN,PWY-6501,4
25-DIOXOVALERATE-DEHYDROGENASE-RXN,PWY-6497,3
25-DIOXOVALERATE-DEHYDROGENASE-RXN,PWY-6486,4
25-DIOXOVALERATE-DEHYDROGENASE-RXN,PWY-8020,4
25-DIOXOVALERATE-DEHYDROGENASE-RXN,PWY-6516,22
25-DIOXOVALERATE-DEHYDROGENASE-RXN,PWY-6499,3
RXN-12571,PWY-6049,3
RXN-12571,PWY-6048,1
RXN-8956,PWY-5742,4
METHYLGUTAMATE-DEHYDROGENASE-RXN,PWY-6965,3
METHYLGUTAMATE-DEHYDROGENASE-RXN,PWY-6962,5
1.2.1.67-RXN,PWY-7097,2
1.2.1.67-RXN,PWY-6338,8
1.2.1.67-RXN,PWY-7982,2
1.2.1.67-RXN,PWY-7098,2
RXN-19745,PWY-8003,2
RXN-13394,PWY-7046,3
RXN-13394,PWY-8002,3
S-FORMYLGLUTATHIONE-HYDROLASE-RXN,PWY-1882,10
S-FORMYLGLUTATHIONE-HYDROLASE-RXN,PWY-1801,3
RXN-8580,PWY-5428,2
RXN-16953,PWY-7698,7
RXN-9909,PWY-6104,2
RXN-16954,PWY-7698,7
BENZYL-ALCOHOL-DEHYDROGENASE-RXN,M-CRESOL-DEGRADATION-PWY,3
RXN-8581,PWY-5429,2
BENZYL-ALC-DEHYDROGENASE-RXN,PWY-6766,2
BENZYL-ALC-DEHYDROGENASE-RXN,PWY-5178,12
BENZYL-ALC-DEHYDROGENASE-RXN,TOLUENE-DEG-CATECHOL-PWY,2
BENZYL-ALC-DEHYDROGENASE-RXN,PWY-6763,1
BENZYL-ALC-DEHYDROGENASE-RXN,PWY-5183,23
D-ALANINE-AMINOTRANSFERASE-RXN,PWY-8448,1
MANDELATE-DEHYDROGENASE-RXN,PWY-1501,4
MANDELATE-DEHYDROGENASE-RXN,PWY-6954,33
MANDELATE-DEHYDROGENASE-RXN,PWY-2504,31
MANDELATE-DEHYDROGENASE-RXN,PWY-6957,17
RXN-10891,PWY-7098,2
DEHYDDEOXGALACTKIN-RXN,GALACTCAT-PWY,3
DEHYDDEOXGALACTKIN-RXN,PWY-7130,2
DEHYDDEOXPHOSGALACT-ALDOL-RXN,GALACTCAT-PWY,3
DEHYDDEOXPHOSGALACT-ALDOL-RXN,PWY-7130,2
RXN-12072,PWY-6690,5
HCAMULTI-RXN,HCAMHPDEG-PWY,5
HCAMULTI-RXN,PWY0-1277,8
1.3.1.19-RXN,PWY-5450,2
TOLUENE-DIOL-DEHYDROGENASE-RXN,PWY-5179,6
TOLUENE-DIOL-DEHYDROGENASE-RXN,PWY-6954,33
TOLUENE-DIOL-DEHYDROGENASE-RXN,TOLUENE-DEG-DIOL-PWY,3
TOLUENE-DIOL-DEHYDROGENASE-RXN,PWY-5183,23
RXN-12071,PWY-6690,5
PHENPRODIOLDEHYDROG-RXN,HCAMHPDEG-PWY,5
PHENPRODIOLDEHYDROG-RXN,PWY0-1277,8
RXN-10445,PWY-7044,2
RXN-10445,P281-PWY,6
RXN-10445,PWY-6223,3
SUCCORNTRANSAM-RXN,AST-PWY,5
FORMIMINOGLUTAMASE-RXN,HISDEG-PWY,4
RXN-23448,PWY-8396,8
RXN-23481,PWY-8399,10
PROSTAGLANDIN-D-SYNTHASE-RXN,PWY-8397,16
PROSTAGLANDIN-D-SYNTHASE-RXN,PWY66-374,8
NITRATE-REDUCTASE-NADH-RXN,PWY-381,2
NITRATE-REDUCTASE-NADPH-RXN,PWY-5675,1
RXN-1301,PWY-481,3
RXN-9763,PWY-6057,1
RXN-15305,PWY-7671,1
RXN-17441,PWY-7760,4
RXN-17441,PWY-7759,4
RXN-17443,PWY-7760,4
RXN-17443,PWY-7759,4
RXN-17444,PWY-7760,4
RXN-17444,PWY-7759,4
RXN-17445,PWY-7760,4
RXN-17445,PWY-7759,4
RXN1G-674,PWY-6113,82
RXN1G-674,PWYG-321,51
RXN-16614,PWY-7664,14
RXN1G-53,PWY-6113,82
RXN1G-53,PWYG-321,51
RXN1G-30,PWY-6113,82
RXN1G-30,PWYG-321,51
5.3.3.14-RXN,PWY-7858,6
5.3.3.14-RXN,PWY-6285,50
5.3.3.14-RXN,PWY-6284,18
5.3.3.14-RXN,PWY0-862,6
RXN-17128,PWY-7072,5
ATP-CITRATE-PRO-S--LYASE-RXN,P23-PWY,9
ATP-CITRATE-PRO-S--LYASE-RXN,PWY-5172,1
RXN-17813,PWY-7793,2
RXN-17825,PWY-7794,2
OXALATE-DECARBOXYLASE-RXN,PWY-6698,1
RXN-18080,PWY-6902,5
RXN-18080,PWY-7822,3
RXN-9349,PWY-5887,1
RXN-8422,PWY-5725,1
RXN-17523,PWY-7170,1
RXN-17523,PWY-7579,1
RXN-17523,PWY-7578,2
RXN-17523,PWY-7845,1
RXN-17523,PWY-5915,1
RXN-17523,PWY-5917,1
RXN-17523,PWY-7580,1
L-LYSINE-AMINOTRANSFERASE-RXN,PWY-5327,22
L-LYSINE-AMINOTRANSFERASE-RXN,PWY-5298,1
PENTALENENE-SYNTHASE-RXN,PWY-6915,4
PENTALENENE-SYNTHASE-RXN,PWY-6919,4
TRYPTOPHAN-2-MONOOXYGENASE-RXN,PWY-3161,2
RXN-16296,PWY-7626,6
RXN66-350,PWY-8200,10
RXN66-342,PWY-8202,10
RXN66-342,PWY-7305,9
RXN66-342,PWY66-378,5
RXN66-353,PWY-8200,10
RXN66-353,PWY-7299,2
RXN66-353,PWY-7305,9
RXN-12747,PWY-6937,15
RXN-12747,PWY-6944,13
RXN-12747,PWY-6928,19
RXN-12747,PWY-8152,9
RXN-12747,PWY-6947,21
RXN-12747,PWY-8154,13
RXN-12789,PWY-6948,4
RXN-21988,PWY-8202,10
RXN-12693,PWY-8151,4
RXN-12693,PWY-6947,21
RXN-12693,PWY-6946,8
RXN-12693,PWY-8154,13
RXN66-351,PWY-8200,10
RXN-12694,PWY-8151,4
RXN-12694,PWY-6928,19
RXN-12694,PWY-6947,21
RXN-12694,PWY-6946,8
RXN-12694,PWY-8154,13
RXN-12694,PWY-6945,6
RXN66-354,PWY-8200,10
RXN66-354,PWY-7299,2
RXN66-354,PWY-7305,9
RXN-709,PWY-2582,4
RXN-709,PWY-699,2
RXN-709,PWY-6544,4
RXN66-362,PWY-8202,10
RXN66-362,PWY-7305,9
RXN66-362,PWY66-378,5
RXN-12790,PWY-6948,4
RXN-21989,PWY-8202,10
RXN0-6444,PWY0-1471,1
RXN-13568,PWY-8531,1
RXN-11740,PWY-6640,2
ALLOPHANATE-HYDROLASE-RXN,PWY-8593,1
RXN-12900,PWY-8292,1
RXN-12900,PWY-6968,2
RXN-12900,PWY-6962,5
R322-RXN,P381-PWY,26
R322-RXN,PWY-7376,9
HYALURONATE-LYASE-RXN,PWY-7645,2
RXN-17067,PWY-7718,2
RXN-11078,PWY-6404,24
RXN-11078,PWY185E-8,3
RXN-11081,PWY-6404,24
RXN-11081,PWY185E-8,3
TAGAKIN-RXN,HEXITOLDEGSUPER-PWY,16
TAGAKIN-RXN,LACTOSECAT-PWY,3
TAGAKIN-RXN,PWY-7395,3
TAGAKIN-RXN,GALACTITOLCAT-PWY,3
TAGAKIN-RXN,PWY-7077,3
RXN-12768,PWY-7110,8
RXN-12768,PWY-6942,6
RXN-12768,PWY-6977,11
3.4.13.22-RXN,PWY-6454,3
3.4.13.22-RXN,PWY-6455,3
TAGAALDOL-RXN,PWY-8324,1
TAGAALDOL-RXN,HEXITOLDEGSUPER-PWY,16
TAGAALDOL-RXN,LACTOSECAT-PWY,3
TAGAALDOL-RXN,PWY-7395,3
TAGAALDOL-RXN,GALACTITOLCAT-PWY,3
TAGAALDOL-RXN,PWY-7077,3
TRIOKINASE-RXN,PWY-8404,10
TRIOKINASE-RXN,PWY66-373,5
GLYCERONE-KINASE-RXN,PWY-7003,12
GLYCERONE-KINASE-RXN,PWY-6131,2
GLYCERONE-KINASE-RXN,GOLPDLCAT-PWY,4
GLYCERONE-KINASE-RXN,P185-PWY,11
RXN-17860,PWY-7800,16
RXN-17862,PWY-7800,16
RXN-17864,PWY-7800,16
RXN-17863,PWY-7800,16
RXN-17861,PWY-7800,16
RXN-17859,PWY-7800,16
2-FUROYL-COA-DEHYDROGENASE-RXN,PWY-6997,2
2-FUROYL-COA-DEHYDROGENASE-RXN,PWY-6995,2
D-XYLULOSE-REDUCTASE-RXN,PWY-5257,30
D-XYLULOSE-REDUCTASE-RXN,LARABITOLUTIL-PWY,2
RXN-18998,PWY-8512,1
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN,PWY-5022,5
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN,PWY-5677,4
PROSTAGLANDIN-E2-9-REDUCTASE-RXN,PWY66-374,8
1.1.1.197-RXN,PWY-8396,8
TROPINE-DEHYDROGENASE-RXN,PWY-5317,2
TROPINE-DEHYDROGENASE-RXN,PWY-7341,4
RXN-20397,SPHINGOLIPID-SYN-PWY,6
RXN3O-1380,SPHINGOLIPID-SYN-PWY,6
RXN3O-1380,PWY-5129,8
RXN-14250,PWY-5129,8
RXN-11341,PWY-5129,8
RXN-16332,PWY-7277,4
RXN-16332,PWY3DJ-12,3
D-XYLOSE-1-DEHYDROGENASE-RXN,PWY-8020,4
R309-RXN,PWY-7309,1
R309-RXN,P344-PWY,3
R321-RXN,P381-PWY,26
R321-RXN,PWY-7376,9
4.2.1.99-RXN,PWY-5747,5
4.2.1.99-RXN,PWY0-42,5
DOPAMINE-BETA-MONOOXYGENASE-RXN,PWY66-301,2
ARGININE-N-SUCCINYLTRANSFERASE-RXN,AST-PWY,5
RXN0-1861,PWY0-1338,5
RXN0-1862,PWY0-1338,5
1.1.99.28-RXN,PWY-5530,3
SUCCGLUALDDEHYD-RXN,AST-PWY,5
1.14.18.2-RXN,PWY-6145,10
1.14.18.2-RXN,PWY-6144,1
RXN-18605,PWY0-1585,1
1.7.2.2-RXN,PWY-5674,1
RXN-11456,PWY-6511,1
RXN-15344,PWY-7456,6
RXN-16553,PWY-7656,11
RXN-16405,PWY-6733,12
RXN-16404,PWY-6733,12
RXN-16403,PWY-6733,12
RXN-15114,PWY-7423,1
RXN-16555,PWY-7656,11
RXN-16408,PWY-6733,12
RXN-16551,PWY-7656,11
RXN-16562,PWY-7656,11
RXN-16550,PWY-7656,11
RXN-9344,PWY-7782,8
RXN-9344,PWY-5884,1
RXN-14707,PWY-7413,4
2.5.1.66-RXN,PWY-5679,2
RXN-18595,PWY-7874,4
RXN-18594,PWY-7873,4
RXN-18588,PWY-7874,4
RXN-18588,PWY-7871,2
RXN-18589,PWY-7872,2
RXN-18589,PWY-7873,4
QUERCETIN-23-DIOXYGENASE-RXN,PWY-6848,1
ACONITATE-DECARBOXYLASE-RXN,PWY-5750,1
RXN0-7020,PWY-7165,4
RXN0-7020,KETOGLUCONMET-PWY,5
RXN-17770,PWY-7789,5
RXN-17955,PWY-7805,7
RXN-17958,PWY-7807,7
RXN0-6733,PWY0-1533,5
RXN0-6733,PWY-7399,5
RXN-17959,PWY-7807,7
RXN-17956,PWY-7805,7
RXN0-6734,PWY0-1533,5
RXN0-6734,PWY-7399,5
RXN0-6732,PWY0-1533,5
RXN0-6732,PWY-7399,5
RXN-17954,PWY-7805,7
RXN-17957,PWY-7807,7
RXN-12422,PWY-6815,3
RXN-13779,PWY-7237,9
RXN-16570,PWY-7658,1
1.14.13.10-RXN,P181-PWY,11
RXN-12581,PWY-6872,1
R231-RXN,PWY-6643,3
R231-RXN,P261-PWY,4
R231-RXN,PWY-6641,5
R231-RXN,PWY-6637,3
R161-RXN,P181-PWY,11
NICOTINE-DEHYDROGENASE-RXN,P181-PWY,11
NICOTINE-DEHYDROGENASE-RXN,PWY-7128,6
UDP-GLUCOSE-46-DEHYDRATASE-RXN,PWY-3261,1
UDP-GLUCOSE-46-DEHYDRATASE-RXN,PWY-5114,6
3-HYDROXYASPARTATE-ALDOLASE-RXN,PWY-8576,1
RXN-12926,PWY-7108,4
RXN-12926,PWY-6975,5
RXN-12926,PWY-6977,11
RXN-12925,PWY-7108,4
RXN-12925,PWY-7110,8
RXN-12925,PWY-7109,1
RXN-12925,PWY-6975,5
RXN-12925,PWY-6977,11
RXN-12706,PWY-6948,4
RXN-12706,PWY-6928,19
RXN-12706,PWY-6947,21
RXN-12706,PWY-6946,8
RXN-12706,PWY-6945,6
2.3.1.176-RXN,PWY-6061,11
RXN-9850,PWY-6061,11
RXN-8930,PWY-5724,2
RXN-8930,PWY-5169,2
4OH2OXOGLUTARALDOL-RXN,HYDROXYPRODEG-PWY,1
RXN-12651,PWY-6915,4
RXN-12651,PWY-6919,4
4.2.2.3-RXN,PWY-6986,4
RXN-17104,PWY-8176,1
RXN-11776,PWY-6575,3
R10-RXN,PWY-1861,9
R10-RXN,PWY-7796,2
R10-RXN,RUMP-PWY,6
R12-RXN,PWY-1861,9
R12-RXN,PWY-7796,2
R12-RXN,RUMP-PWY,6
RXN-17899,PWY-7802,2
RXN-17898,PWY-7802,2
MYO-INOSITOL-OXYGENASE-RXN,PWY-8142,2
MYO-INOSITOL-OXYGENASE-RXN,PWY-4841,2
MANNPDEHYDROG-RXN,PWY-6531,3
MANNPDEHYDROG-RXN,MANNIDEG-PWY,1
MANNPDEHYDROG-RXN,HEXITOLDEGSUPER-PWY,16
MANNPDEHYDROG-RXN,P461-PWY,19
ALTRO-OXIDOREDUCT-RXN,GALACT-GLUCUROCAT-PWY,9
ALTRO-OXIDOREDUCT-RXN,GALACTUROCAT-PWY,5
ALTRO-OXIDOREDUCT-RXN,PWY-6516,22
R181-RXN,P181-PWY,11
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN,PWY-6046,1
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN,PWY-6049,3
RXN-16264,PWY-7626,6
RXN-16300,PWY-7626,6
RXN-9770,PWY-6044,1
RXN-11483,BIOTIN-BIOSYNTHESIS-PWY,13
RXN-11483,PWY-6519,11
RXN-15681,PWY-7533,3
GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN,PWY-4041,5
RXN-1241,PWY-5168,1
GDP-6-DEOXY-D-TALOSE-4-DEHYDROGENASE-RXN,PWY-5738,2
GDP-6-DEOXY-D-TALOSE-4-DEHYDROGENASE-RXN,PWY-7323,8
3.7.1.9-RXN,PWY-5178,12
3.7.1.9-RXN,PWY-5415,5
3.7.1.9-RXN,PWY-5430,10
3.7.1.9-RXN,PWY-6954,33
3.7.1.9-RXN,P183-PWY,2
3.7.1.9-RXN,PWY-6956,10
3.7.1.9-RXN,PWY-5183,23
3.7.1.9-RXN,PWY-2504,31
3.7.1.9-RXN,PWY-6957,17
1.2.1.9-RXN,PWY-1042,7
1.2.1.9-RXN,PWY-5464,16
RXNQT-4142,PWY-882,1
RXN-624,PWY-681,1
RXN8J2-136,PWY8J2-22,3
RXN-17424,PWY-5529,15
RXN-17424,PWY-5526,6
RXN-8787,PWY-5529,15
RXN-8787,PWY-5526,6
RXN-17479,PWY-7762,3
3.1.3.70-RXN,PWY-5656,2
RXN-11620,PWY-6573,1
DHSHIKIMATE-DEHYDRO-RXN,PWY-6416,2
DHSHIKIMATE-DEHYDRO-RXN,SHIKIMATEDEG-PWY,2
DHSHIKIMATE-DEHYDRO-RXN,PWY-6419,1
DHSHIKIMATE-DEHYDRO-RXN,PWY-6289,1
DHSHIKIMATE-DEHYDRO-RXN,PWY-6954,33
DHSHIKIMATE-DEHYDRO-RXN,PWY-2504,31
DHSHIKIMATE-DEHYDRO-RXN,QUINATEDEG-PWY,3
RXN-10032,PWY-6160,4
RXN-10032,PWY-6165,9
CHORPYRLY-RXN,ALL-CHORISMATE-PWY,48
CHORPYRLY-RXN,UBISYN-PWY,9
CHORPYRLY-RXN,PWY-5870,5
CHORPYRLY-RXN,PWY-7934,2
CHORPYRLY-RXN,PWY-6148,5
CHORPYRLY-RXN,PWY-5755,1
CHORPYRLY-RXN,PWY-7742,1
CHORPYRLY-RXN,PWY-7929,1
CHORPYRLY-RXN,PWY-7745,1
CHORPYRLY-RXN,PWY-7935,2
CHORPYRLY-RXN,PWY-7933,2
RXN-11319,THISYN-PWY,9
RXN-11319,PWY-6892,5
RXN-8964,PWY-5743,9
RXN-8964,PWY-7024,14
RXN-16395,PWY-7723,6
RXN-9666,PWY-1121,8
RXN-9666,PWY-6733,12
RXN-9666,PWY-5996,2
RXN-9666,PWY-321,3
RXN-9624,PWY3O-355,6
RXN-9624,PWY-6733,12
RXN-9624,PWY-5972,3
PALMITOYL-COA-HYDROLASE-RXN,PWY-1121,8
PALMITOYL-COA-HYDROLASE-RXN,PWY-6733,12
PALMITOYL-COA-HYDROLASE-RXN,PWY-321,3
RXN-9627,PWY-6733,12
RXN-12223,PWY-6767,3
RXN-15723,PWY-7541,2
RXN-15724,PWY-7541,2
PROPIONATE-COA-TRANSFERASE-RXN,PWY-5109,3
PROPIONATE-COA-TRANSFERASE-RXN,PWY-5494,2
PROPIONATE-COA-TRANSFERASE-RXN,PWY-8188,4
PROPIONATE-COA-TRANSFERASE-RXN,PROPFERM-PWY,7
LACCOA-RXN,PWY-5494,2
LACCOA-RXN,PWY-8188,4
LACCOA-RXN,PROPFERM-PWY,7
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN,PWY-6368,1
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN,PWY-6580,2
RXN-23127,PWY-8365,5
RXN-12089,PWY-6441,2
RXN-9015,PWY-5760,2
RXN-9015,PWY-6117,5
RXN-9015,PWY-6441,2
RXN-12091,PWY-6117,5
RXN-15297,PWY-8350,2
RXN-15297,PWY-7446,2
1.12.1.3-RXN,PWY-6765,1
1.12.1.3-RXN,PWY-6512,1
2.3.2.10-RXN,PWY-6463,1
RXN-11310,PWY-6462,1
RXN-11295,PWY-6459,3
RXN-11295,PWY-5265,13
RXN-11296,PWY-6459,3
RXN-11296,PWY-5265,13
RXN-11297,PWY-6459,3
RXN-11297,PWY-5265,13
RXN8J2-137,PWY8J2-22,3
1.8.1.15-RXN,PWY1G-126,1
34-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN,PWY5F9-3233,1
RXN-5682,PWY-3461,4
RXN-5682,PWY-3481,5
RXN-18007,PWY-7816,5
RXN-18008,PWY-7816,5
RXN-18015,PWY-7815,5
RXN-18016,PWY-7815,5
KDGALDOL-RXN,GALACTARDEG-PWY,4
KDGALDOL-RXN,GLUCARDEG-PWY,4
KDGALDOL-RXN,GLUCARGALACTSUPER-PWY,5
KDGALDOL-RXN,PWY-6516,22
RXN1G-874,PWY-6113,82
RXN1G-874,PWYG-321,51
RXN-9397,PWY-5927,3
RXN-9397,PWY-7443,1
RXN-13129,PWY-7002,2
RXN-10916,PWY-6342,12
RXN6666-6,PWY6666-2,5
RXN-10870,PWY-6334,1
RXN6666-7,PWY-5426,2
RXN6666-7,PWY6666-2,5
RXN6666-7,PWY-5405,2
RXN-10909,PWY-6342,12
RXN-10906,PWY-6342,12
RXN-10914,PWY-6342,12
RXN18C3-60,PWY18C3-23,1
RXN-9017,PWY-7076,1
ALKANE-1-MONOOXYGENASE-RXN,P221-PWY,4
RXN-18591,PWY-7873,4
RXN-12124,PWY-6937,15
RXN-12124,PWY-6943,2
RXN-21463,PWY-8152,9
RXN-21463,PWY-8154,13
RXN-17761,PWY-7788,2
RXN-17761,PWY-7786,3
OXALYL-COA-DECARBOXYLASE-RXN,PWY-6696,2
OXALYL-COA-DECARBOXYLASE-RXN,PWY-6695,2
OXALYL-COA-DECARBOXYLASE-RXN,PWY-7985,3
RXN-18052,PWY-7743,1
RXN-18052,PWY-7744,1
RXN-17254,PWY-7738,1
RXN-15367,PWY-7898,1
2.3.1.165-RXN,PWY-7490,2
ERYTHRULOSE-REDUCTASE-RXN,PWY-7786,3
RXN-11091,PWY-6397,7
RXN-11091,PWY-6404,24
RXN-11077,PWY-6397,7
RXN-11077,PWY-6404,24
RXN-11674,PWY-6593,1
RXN-1761,PWY-743,1
GLYCINE-AMIDINOTRANSFERASE-RXN,PWY-8045,1
GLYCINE-AMIDINOTRANSFERASE-RXN,GLYCGREAT-PWY,1
GLYCINE-AMIDINOTRANSFERASE-RXN,PWY-7693,1
GLYCINE-AMIDINOTRANSFERASE-RXN,PWY-8506,1
RXN-7573,PWY-722,6
RXN-7573,PWY-5062,13
RXN0-5298,PWY-8318,2
RXN0-5298,FUC-RHAMCAT-PWY,10
RXN0-5298,PWY-8444,2
RXN0-5298,FUCCAT-PWY,4
RXN-7241,PWY-4702,4
RXN0-5433,PWY-6713,5
RXN-8156,PWY-5274,1
