module_id,name,definition,orthology,class,pathway,reaction,compound
M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea","K00626 K01641 (K00021,K00054) ((K00869 (K17942,(K25517+K09128 K25518+K03186))),(K18689 K18690 K22813)) K06981 K01823",acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238];hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10] [RN:R01978];hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34] [RN:R02082];hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88] [RN:R02081];mevalonate kinase [EC:2.7.1.36] [RN:R02245];phosphomevalonate decarboxylase [EC:4.1.1.99] [RN:R10561];mevalonate 5-phosphate dehydratase [EC:4.2.1.182] [RN:R12894];trans-anhydromevalonate 5-phosphate decarboxylase [EC:4.1.1.126] [RN:R12895];mevalonate-3-kinase [EC:2.7.1.185] [RN:R10779];mevalonate-3-phosphate-5-kinase [EC:2.7.1.186] [RN:R10780];bisphosphomevalonate decarboxylase [EC:4.1.1.110] [RN:R10781];isopentenyl phosphate kinase [EC:2.7.4.26] [RN:R10093];isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2] [RN:R01123],Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis,Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,C00024 -> C00332;C00332 + C00024 -> C00356;C00356 -> C00418;C00418 -> C01107;C01107 -> C20345;C01107 -> C22453;C22453 -> C20345;C00418 -> C20847;C20847 -> C20848;C20848 -> C20345;C20345 -> C00129;C00129 -> C00235,"Acetyl-CoA;Acetoacetyl-CoA;(S)-3-Hydroxy-3-methylglutaryl-CoA;(R)-Mevalonate;(R)-5-Phosphomevalonate;Isopentenyl phosphate;trans-Anhydromevalonate phosphate;(R)-Mevalonate 3-phosphate;(R)-Mevalonate 3,5-bisphosphate;Isopentenyl diphosphate;Dimethylallyl diphosphate"
M00850,"Vibrio cholerae pathogenicity signature, cholera toxins",(K10928+K10929) K10954 K10952 K10953 K10948 K11018,ctxA; cholera enterotoxin subunit A [EC:2.4.2.36];ctxB; cholera enterotoxin subunit B;zot; zona occludens toxin;ace; accessory cholera enterotoxin;rtxA; RTX toxin RtxA;hlyA; hemolysin;tlh; thermolabile hemolysin,Signature modules; Gene set; Pathogenicity,Vibrio cholerae infection,NA,NA
M00851,Carbapenem resistance,"(K18768,K18970,K19316,K22346,K18794,K19318,K18971,K18793,K19319,K19320,K19321,K19322,K18972,K19211,K18976,K21277,K18782,K18781,K18780,K19099,K19216)",blaKPC; beta-lactamase class A KPC [EC:3.5.2.6];blaGES; beta-lactamase class A GES [EC:3.5.2.6];blaIMI; beta-lactamase class A IMI [EC:3.5.2.6];blaSME; beta-lactamase class A SME [EC:3.5.2.6];blaOXA-51; beta-lactamase class D OXA-51 [EC:3.5.2.6];blaOXA-213; beta-lactamase class D OXA-213 [EC:3.5.2.6];blaOXA-24; beta-lactamase class D OXA-24 [EC:3.5.2.6];blaOXA-23; beta-lactamase class D OXA-23 [EC:3.5.2.6];blaOXA-134; beta-lactamase class D OXA-134 [EC:3.5.2.6];blaOXA-211; beta-lactamase class D OXA-211 [EC:3.5.2.6];blaOXA-214; beta-lactamase class D OXA-214 [EC:3.5.2.6];blaOXA-229; beta-lactamase class D OXA-229 [EC:3.5.2.6];blaOXA-58; beta-lactamase class D OXA-58 [EC:3.5.2.6];blaOXA-62; beta-lactamase class D OXA-62 [EC:3.5.2.6];blaOXA-48; beta-lactamase class D OXA-48 [EC:3.5.2.6];blaOXA-60; beta-lactamase class D OXA-60 [EC:3.5.2.6];blaIMP; metallo-beta-lactamase class B IMP [EC:3.5.2.6];blaVIM; metallo-beta-lactamase class B VIM [EC:3.5.2.6];blaNDM; metallo-beta-lactamase class B NDM [EC:3.5.2.6];blaGIM; metallo-beta-lactamase class B GIM [EC:3.5.2.6];blaIND; metallo-beta-lactamase class B IND [EC:3.5.2.6],Signature modules; Gene set; Drug resistance,beta-Lactam resistance,NA,NA
M00852,"Vibrio cholerae pathogenicity signature, toxin coregulated pilus",K10961 K10920 K10919 K10930 K10931 K10962 K10932 K10963 K10933 K10964 K10965 K10934 K10935 K10966,tcpI; toxin coregulated pilus biosynthesis protein I;tcpP; toxin coregulated pilus biosynthesis protein P;tcpH; toxin coregulated pilus biosynthesis protein H;tcpA; toxin coregulated pilin;tcpB; toxin coregulated pilus biosynthesis protein B;tcpQ; toxin coregulated pilus biosynthesis protein Q;tcpC; toxin coregulated pilus biosynthesis outer membrane protein C;tcpR; toxin coregulated pilus biosynthesis protein R;tcpD; toxin coregulated pilus biosynthesis protein D;tcpS; toxin coregulated pilus biosynthesis protein S;tcpT; toxin coregulated pilus biosynthesis protein T;tcpE; toxin coregulated pilus biosynthesis protein E;tcpF; toxin coregulated pilus biosynthesis protein F;tcpJ; toxin coregulated pilus biosynthesis protein J [EC:3.4.23.43 2.1.1.-],Signature modules; Gene set; Pathogenicity,Vibrio cholerae infection;Biofilm formation - Vibrio cholerae,NA,NA
M00853,"ETEC pathogenicity signature, colonization factors",K22850 -K22851 K22852 K22853 K22854,cfaA; CFA/I fimbrial subunit A;cfaB; CFA/I fimbrial subunit B;cfaC; CFA/I fimbrial subunit C;cfaE; CFA/I fimbrial subunit E;cfaD; CFA/I fimbrial subunit D,Signature modules; Gene set; Pathogenicity,NA,NA,NA
M00854,"Glycogen biosynthesis, glucose-1P => glycogen/starch","(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812)) (K00700,K16149)","UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] [RN:R00289];glycogen synthase [EC:2.4.1.11] [RN:R00292];granule-bound starch synthase [EC:2.4.1.242] [RN:R00292];glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] [RN:R00948];starch synthase [EC:2.4.1.21] [RN:R02421];granule-bound starch synthase [EC:2.4.1.242] [RN:R02421];1,4-alpha-glucan branching enzyme [EC:2.4.1.18] [RN:R02110]",Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,Starch and sucrose metabolism;Metabolic pathways,C00103 -> C00029;C00029 -> C00718;C00103 -> C00498;C00498 -> C00718;C00718 -> C00369,D-Glucose 1-phosphate;UDP-glucose;Amylose;ADP-glucose;Starch
M00855,"Glycogen degradation, glycogen => glucose-6P","(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)",glycogen phosphorylase [EC:2.4.1.1] [RN:R02111];glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33] [RN:R02111];4-alpha-glucanotransferase [EC:2.4.1.25] [RN:R02111];glycogen debranching enzyme [EC:3.2.1.196] [RN:R02111];pullulanase [EC:3.2.1.41] [COG:COG1523] [RN:R02111];phosphoglucomutase [EC:5.4.2.2] [RN:R08639],Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,Starch and sucrose metabolism;Metabolic pathways,C00369 -> C00103;C00103 -> C00092,Starch;D-Glucose 1-phosphate;D-Glucose 6-phosphate
M00856,"Salmonella enterica pathogenicity signature, typhoid toxin",K11014 K11023 K19298 K22918,"cdtB; cytolethal distending toxin subunit B;ptxA; pertussis toxin subunit 1 [EC:2.4.2.-];subB; subtilase cytotoxin, subunit B;ttsA; typhoid toxin secretion A",Signature modules; Gene set; Pathogenicity,NA,NA,NA
M00857,"Salmonella enterica pathogenicity signature, Vi antigen",K22914 K22926 K22925 K22915 K22916 K22917 (K22924+K22921+K22923+K22922),tviA; Vi polysaccharide biosynthesis protein TviA;tviB; UDP-N-acetylglucosamine 6-dehydrogenase [EC:1.1.1.136];tviC; UDP-N-acetylglucosaminuronic acid 4-epimerase [EC:5.1.3.-];tviD; Vi polysaccharide biosynthesis protein TviD;tviE; Vi polysaccharide biosynthesis protein TviE;vexE; Vi polysaccharide export protein VexE;vexA; Vi polysaccharide export protein VexA;vexB; Vi polysaccharide transport system permease protein;vexC; Vi polysaccharide transport system ATP-binding protein [EC:3.6.3.38];vexD; Vi polysaccharide transport system permease protein,Signature modules; Gene set; Pathogenicity,NA,NA,NA
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",K11030 K08645 K11029,pagA; protective antigen;lef; anthrax lethal toxin endopeptidase [EC:3.4.24.83];cyaA; anthrax edema toxin adenylate cyclase [EC:4.6.1.1],Signature modules; Gene set; Pathogenicity,NA,NA,NA
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",K22976 K22977 K22980 K07282 K22116 K01932 K22981,atxA; anthrax toxin expression trans-acting positive regulator;acpA; capsule synthesis positive regulator AcpA;acpB; capsule synthesis positive regulator AcpB;capA; gamma-polyglutamate biosynthesis protein CapA;capC; gamma-polyglutamate biosynthesis protein CapC;capB; gamma-polyglutamate synthase [EC:6.3.2.-];capE; gamma-polyglutamate biosynthesis protein CapE,Signature modules; Gene set; Pathogenicity,NA,NA,NA
M00861,"beta-Oxidation, peroxisome, VLCFA","K00232 K12405 (K07513,K08764)",acyl-CoA oxidase [EC:1.3.3.6] [RN:R07934 R07950];(3R)-3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase 2 [EC:1.1.1.- 4.2.1.119] [RN:R07935 R07936 R07951 R07952];acetyl-CoA acyltransferase 1 [EC:2.3.1.16] [RN:R07937 R07953];sterol carrier protein 2 [EC:2.3.1.176] [RN:R07937 R07953],Pathway modules; Lipid metabolism; Fatty acid metabolism,Biosynthesis of unsaturated fatty acids;Fatty acid metabolism;Metabolic pathways,C16168 -> C16374;C16374 -> C16375;C16375 -> C16376;C16376 -> C16169;C16172 -> C16387;C16387 -> C16388;C16388 -> C16389;C16389 -> C16173,"(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA;(2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosaheptaenoyl-CoA;(3R,6Z,9Z,12Z,15Z,18Z,21Z)-3-Hydroxytetracosahexaenoyl-CoA;(6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexaenoyl-CoA;(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA;(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA;(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexaenoyl-CoA;(3R,6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapentaenoyl-CoA;(6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapentaenoyl-CoA;(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA"
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",K10214 K12405 K08764,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase [EC:1.17.99.3] [RN:R08735 R08740];(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase [EC:1.1.1.- 4.2.1.107] [RN:R04813 R04812 R04809 R04810];sterol carrier protein 2 [EC:2.3.1.176] [RN:R03719 R04811]",Pathway modules; Lipid metabolism; Sterol biosynthesis,Primary bile acid biosynthesis;Metabolic pathways,C17343 -> C05460;C05460 -> C15614;C15614 -> C05467;C05467 -> C01794;C17346 -> C05447;C05447 -> C05448;C05448 -> C05449;C05449 -> C05337,"(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA;(24E)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA;(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA;3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA;Choloyl-CoA;(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA;(24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA;(24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA;3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA;Chenodeoxycholoyl-CoA"
M00866,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type","K00677 (K02535,K16363) K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K09778","lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129];lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108];lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59];lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191];lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54];lpxI; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54] [RN:R04549];lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182];lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130];kdtA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15];lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-];lpxJ; Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]",Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism,Lipopolysaccharide biosynthesis;Metabolic pathways,NA,NA
M00867,KDO2-lipid A modification pathway,K12977 K03760 K23082+K23083 K23159 K09953,lpxE; lipid A 1-phosphatase [EC:3.1.3.-] [RN:R12201];eptA; lipid A ethanolaminephosphotransferase [EC:2.7.8.43] [RN:R12202];kdoH1; 3-deoxy-D-manno-octulosonic acid-hydrolase [EC:3.2.1.144] [RN:R12219];kdoH2; 3-deoxy-D-manno-octulosonic acid-hydrolase [RN:R12219];lpxF; lipid A 4'-phosphatase [EC:3.1.3.-] [RN:R12203];lpxR; lipid A 3-O-deacylase [EC:3.1.1.-] [RN:R12204],Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism,Lipopolysaccharide biosynthesis;Metabolic pathways,C21988 -> C21994;C21994 -> C21995;C21995 -> C21996;C21996 -> C21997;C21997 -> C21998,H. pylori KDO2-lipid A;1-Dephospho-KDO2-lipid A;1-PEtN-KDO2-lipid A;1-PEtN-KDO-lipid A;4'-Dephosphorylated 1-PEtN-KDO-lipid A;H. pylori KDO-lipid A
M00868,"Heme biosynthesis, animals and fungi, glycine => heme",K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772,5-aminolevulinate synthase [EC:2.3.1.37] [RN:R00830];porphobilinogen synthase [EC:4.2.1.24] [RN:R00036];hydroxymethylbilane synthase [EC:2.5.1.61] [RN:R00084];uroporphyrinogen-III synthase [EC:4.2.1.75] [RN:R03165];uroporphyrinogen decarboxylase [EC:4.1.1.37] [RN:R03197];coproporphyrinogen III oxidase [EC:1.3.3.3] [RN:R03220];protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4] [RN:R03222];protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1] [RN:R00310],Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Porphyrin metabolism;Biosynthesis of cofactors;Metabolic pathways;Biosynthesis of secondary metabolites,C00037 -> C00430;C00430 -> C00931;C00931 -> C01024;C01024 -> C01051;C01051 -> C03263;C03263 -> C01079;C01079 -> C02191;C02191 -> C00032,Glycine;5-Aminolevulinate;Porphobilinogen;Hydroxymethylbilane;Uroporphyrinogen III;Coproporphyrinogen III;Protoporphyrinogen IX;Protoporphyrin;Heme
M00872,"O-glycan biosynthesis, mannose type (core M3)",K00728 K18207 K09654 K17547;K21031;K19872 K19873 K21052 K21032 K09668,"POMT; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109] [RN:R07620];POMGNT2; protein O-mannose beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.312] [RN:R11407];B3GALNT2; beta-1,3-N-acetylgalactosaminyltransferase 2 [EC:2.4.1.313] [RN:R12292];POMK; glycoprotein-mannosyl O6-kinase [EC:2.7.1.183] [RN:R12293];ISPD; D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40] [RN:R02921];FKTN; fukutin [EC:2.7.8.-] [RN:R12294];FKRP; fukutin-related protein [EC:2.7.8.-] [RN:R12295];TMEM5; alpha-dystroglycan beta1,4-xylosyltransferase [EC:2.4.2.61] [RN:R12244];B4GAT1; beta-1,4-glucuronyltransferase 1 [EC:2.4.1.-] [RN:R12296];LARGE; glycosyltransferase-like protein LARGE [EC:2.4.2.- 2.4.1.-] [RN:R12297 R12298]",Pathway modules; Glycan metabolism; Glycan biosynthesis,Mannose type O-glycan biosynthesis;Metabolic pathways,G10617 + C02189 -> G13027;G13027 -> G13087;G13087 -> G13091;G13091 -> G13092;C00063 + C01068 -> C00789;C00789 + G13092 -> G13093;G13093 -> G13094;G13094 -> G13095;G13095 -> G13096;G13096 -> G13097;G13097 -> G13098,Dolichyl phosphate D-mannose;[Protein]-L-serine;NA  G13027;NA  G13087;O-mannose core M3;Phospho-core M3;CTP;D-Ribitol 5-phosphate;CDP-ribitol;NA  G13093;NA  G13094;NA  G13095;NA  G13096;NA  G13097;NA  G13098
M00873,"Fatty acid biosynthesis in mitochondria, animals",K18660 K03955+K00645 K09458 K11539+K13370 K22540 K07512,"malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-];NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein;[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39];3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.-];3-hydroxyacyl-thioester dehydratase, animal type [EC:4.2.1.-];mitochondrial enoyl-[acyl-carrier protein] reductase [EC:1.3.1.-]",Pathway modules; Lipid metabolism; Fatty acid metabolism,Fatty acid biosynthesis;Fatty acid metabolism;Metabolic pathways,NA,NA
M00874,"Fatty acid biosynthesis in mitochondria, fungi",K11262 K03955+K00645 K09458 K00059 K22541 K07512,"acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2];NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein;[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39];3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];3-hydroxyacyl-thioester dehydratase, fungi type [EC:4.2.1.-];mitochondrial enoyl-[acyl-carrier protein] reductase [EC:1.3.1.-]",Pathway modules; Lipid metabolism; Fatty acid metabolism,Fatty acid biosynthesis;Fatty acid metabolism;Metabolic pathways,NA,NA
M00875,"Staphyloferrin B biosynthesis, L-serine => staphyloferrin B",K23371 K21949 K21721 K23372 K23373 K23374 K23375,"sbnI; L-serine kinase (ATP) / ParB family transcriptional regulator, heme-responsive regulator [EC:2.7.1.225] [RN:R12344];sbnA; N-(2-amino-2-carboxyethyl)-L-glutamate synthase [EC:2.5.1.140] [RN:R11705];sbnB; N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase [EC:1.5.1.51] [RN:11655];sbnE; L-2,3-diaminopropanoate---citrate ligase [EC:6.3.2.54] [RN:R12308];sbnH; 2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase [EC:4.1.1.117] [RN:R12309];sbnF; 2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase [EC:6.3.2.55] [RN:R12311];sbnC; staphyloferrin B synthase [EC:6.3.2.56] [RN:R12312]",Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds,Biosynthesis of various other secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites,C00065 -> C01005;C01005 -> C21559;C21559 -> C03401;C03401 -> C22072;C22072 -> C22073;C22073 -> C22074;C22074 -> C22075,"L-Serine;O-Phospho-L-serine;N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate;L-2,3-Diaminopropanoate;2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate;2-[(2-Aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate;2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate;Staphyloferrin B"
M00876,"Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A",K21898 K23446 K23447,orr; ornithine racemase [EC:5.1.1.12] [RN:R00672];sfnaD; D-ornithine--citrate ligase [EC:6.3.2.58] [RN:R12353];sfnaB; staphyloferrin A synthetase [EC:6.3.2.57] [RN:R12354],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds,Biosynthesis of various other secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites,C00077 -> C00515;C00515 -> C22101;C22101 -> C22102,L-Ornithine;D-Ornithine;N5-citryl-D-ornithine;Staphyloferrin A
M00877,"Kanosamine biosynthesis, glucose 6-phosphate => kanosamine",K18652 K18653 K18654,ntdC; glucose-6-phosphate 3-dehydrogenase [EC:1.1.1.361] [RN:R10519];ntdA; 3-dehydro-glucose-6-phosphate---glutamate transaminase [EC:2.6.1.104] [RN:R10698];ntdB; kanosamine-6-phosphate phosphatase [EC:3.1.3.92] [RN:R10547],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics,Biosynthesis of various antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites,C00092 -> C20668;C20668 -> C12213;C12213 -> C12212,D-Glucose 6-phosphate;3-Dehydro-D-glucose 6-phosphate;Kanosamine 6-phosphate;Kanosamine
M00878,"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA",K01912 K02609+K02610+K02611+K02612+K02613 K15866 K02618 K02615 K01692 K00074,"paaK; phenylacetate-CoA ligase [EC:6.2.1.30] [RN:R02539];paaABCDE; ring-1,2-phenylacetyl-CoA epoxidase [EC:1.14.13.149][RN:R09838];paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18] [RN:R09837 R09839];paaZ; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91] [RN:R09836 R09820];paaJ; 3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase [EC:2.3.1.223 2.3.1.174] [RN:R09839 R00829];paaF; enoyl-CoA hydratase [EC:4.2.1.17] [RN:R06942];paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157] [RN:R06941]",Pathway modules; Xenobiotics biodegradation; Aromatics degradation,Phenylalanine metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C07086 -> C00582;C00582 -> C20062;C20062 -> C19975;C19975 -> C19946;C19946 -> C19945;C19945 -> C14144+C00024;C14144 -> C14145;C14145 -> C02232;C02232 -> C00091+C00024,"Phenylacetic acid;Phenylacetyl-CoA;2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA;2-Oxepin-2(3H)-ylideneacetyl-CoA;3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde;3-Oxo-5,6-dehydrosuberyl-CoA;5-Carboxy-2-pentenoyl-CoA;Acetyl-CoA;(3S)-3-Hydroxyadipyl-CoA;3-Oxoadipyl-CoA;Succinyl-CoA"
M00879,"Arginine succinyltransferase pathway, arginine => glutamate",K00673 K01484 K00840 K06447 K05526,astA; arginine N-succinyltransferase [EC:2.3.1.109] [RN:R00832];astB; succinylarginine dihydrolase [EC:3.5.3.23] [RN:R04189];astC; succinylornithine aminotransferase [EC:2.6.1.81] [RN:R04217];astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71] [RN:R05049];astE; succinylglutamate desuccinylase [EC:3.5.1.96] [RN:R00411],Pathway modules; Amino acid metabolism; Arginine and proline metabolism,Arginine and proline metabolism;Metabolic pathways,C00062 -> C03296;C03296 -> C03415;C03415 -> C05932;C05932 -> C05931;C05931 -> C00025,L-Arginine;N2-Succinyl-L-arginine;N2-Succinyl-L-ornithine;N-Succinyl-L-glutamate 5-semialdehyde;N-Succinyl-L-glutamate;L-Glutamate
M00880,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor","((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)","GTP 3',8-cyclase [EC:4.1.99.22] [RN:R09394];cyclic pyranopterin monophosphate synthase [EC:4.6.1.17] [RN:R11372];GTP 3',8-cyclase / cyclic pyranopterin monophosphate synthase [EC:4.1.99.22 4.6.1.17] [RN:R09394 R11372];molybdopterin synthase catalytic subunit [EC:2.8.1.12] [RN:R09395];MoaE-MoaD fusion protein [EC:2.8.1.12] [RN:R09395];molybdopterin adenylyltransferase [EC:2.7.7.75] [RN:R09726];molybdopterin adenylyltransferase [EC:2.7.7.75] [RN:R09726];molybdopterin molybdotransferase [EC:2.10.1.1] [RN:R09735];gephyrin [EC:2.10.1.1 2.7.7.75] [RN:R09726 R09735]",Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Folate biosynthesis;Biosynthesis of cofactors;Metabolic pathways,C00044 -> C21310;C21310 -> C18239;C18239 -> C05924;C05924 -> C19848;C19848 -> C18237,"GTP;(8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate;Precursor Z;Molybdopterin;Adenylated molybdopterin;Molybdoenzyme molybdenum cofactor"
M00881,"Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H",K03801 K03644,lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181] [RN:R12427 R12428];lipA; lipoyl synthase [EC:2.8.1.8] [RN:R12423 R12424],Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Lipoic acid metabolism;Biosynthesis of cofactors;Metabolic pathways,C05752 -> C22160;C22160 -> C15973;C05752 -> C22159;C22159 -> C02972,Octanoyl-[acp];[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine;[Lipoyl-carrier protein E2]-N6-[(R)-dihydrolipoyl]-L-lysine;[Glycine cleavage system H]-N6-octanoyl-L-lysine;[Glycine cleavage system H]-N6-[(R)-dihydrolipoyl]-L-lysine
M00882,"Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H",K23735 K03644,LIP2; lipoyl(octanoyl) transferase 2 [EC:2.3.1.181] [RN:R12428];LIP5; lipoyl synthase [EC:2.8.1.8] [RN:R12424],Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Lipoic acid metabolism;Biosynthesis of cofactors;Metabolic pathways,C05752 -> C22159;C22159 -> C02972,Octanoyl-[acp];[Glycine cleavage system H]-N6-octanoyl-L-lysine;[Glycine cleavage system H]-N6-[(R)-dihydrolipoyl]-L-lysine
