module_id,name,definition,orthology,class,pathway,reaction,compound
M00641,"Multidrug resistance, efflux pump MexEF-OprN",K18297 K18298+K18299-K18300,"mexT; LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator;mexE; membrane fusion protein;mexF; multidrug efflux pump;oprN; outer membrane protein",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00642,"Multidrug resistance, efflux pump MexJK-OprM",K18301 K18302+K18303-K18139,"mexL; TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor;mexJ; membrane fusion protein;mexK; multidrug efflux pump;oprM; outer membrane protein",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00643,"Multidrug resistance, efflux pump MexXY-OprM",K18129 K18094+K18095+K18139,"mexZ; TetR/AcrR family transcriptional regulator, mexXY operon repressor;mexX; membrane fusion protein;mexY; multidrug efflux pump;oprM; outer membrane protein",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00649,"Multidrug resistance, efflux pump AdeABC",K18143 K18144 K18145+K18146-K18147,"adeS; two-component system, OmpR family, sensor histidine kinase AdeS [EC:2.7.13.3];adeR; two-component system, OmpR family, response regulator AdeR;adeA; membrane fusion protein;adeB; multidrug efflux pump;adeC; outer membrane protein",Signature modules; Gene set; Drug resistance,beta-Lactam resistance,NA,NA
M00651,"Vancomycin resistance, D-Ala-D-Lac type","(K18345 K18344 K07260 K18346),(K18351 K18352 K18354 K18353) (K18347 K15739 K08641)","vanSB; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3];vanRB; two-component system, OmpR family, response regulator VanR;vanY; D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4];vanW; vancomycin resistance protein VanW;vanSAc; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3];vanRAc; two-component system, OmpR family, response regulator VanR;vanK; vancomycin resistance protein VanK;vanJ; vancomycin resistance protein VanJ;vanH; D-specific alpha-keto acid dehydrogenase [EC:1.1.1.-];vanB; D-alanine---(R)-lactate ligase [EC:6.1.2.1];vanX; D-alanyl-D-alanine dipeptidase [EC:3.4.13.22]",Signature modules; Gene set; Drug resistance,Vancomycin resistance;Two-component system,NA,NA
M00652,"Vancomycin resistance, D-Ala-D-Ser type",K18350 K18349 K18348 K18856 K18866,"vanSE; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3];vanRE; two-component system, OmpR family, response regulator VanR;vanT; serine/alanine racemase [EC:5.1.1.18 5.1.1.1];vanC; D-alanine---D-serine ligase [EC:6.3.2.35];vanXY; D-alanyl-D-alanine dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.16.4]",Signature modules; Gene set; Drug resistance,Vancomycin resistance;Two-component system,NA,NA
M00660,"Xanthomonas spp. pathogenicity signature, T3SS and effectors",K03222+K03226+K03227+K03228+K03229+K03230+K03224+K03225+K03223+K18374+K18376 K18373 K18375 K18377 K18378 K18379 K18380 K18381,yscJ; type III secretion protein SctJ;yscR; type III secretion protein SctR;yscS; type III secretion protein SctS;yscT; type III secretion protein SctT;yscU; type III secretion protein SctU;yscV; type III secretion protein SctV;yscN; ATP synthase in type III secretion protein SctN [EC:3.6.3.14];yscQ; type III secretion protein SctQ;yscL; type III secretion protein SctL;hrpB2; type III secretion inner rod protein HrpB2;hrpF; type III secretion translocon protein HrpF;hrpB1; type III secretion protein HrpB1;hrpE; type III secretion hrp pilus HrpE;hpa2; lysozyme-related protein Hpa2;hpa1; type III secretion harpin protein Hpa1;K18379; type III secretion regulatory protein HpaA;K18380; type III secretion control protein HpaB;K18381; type III secretion control protein HpaP,Signature modules; Gene set; Plant pathogenicity,NA,NA,NA
M00661,"Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline",K18385 K18386 K18387,geranylgeranyldiphosphate transferase [RN:R10349];FAD dependent monooxygenase [EC:1.14.13.-] [RN:R10350 R10351];paspaline synthase [RN:R10352 R10353],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other fungal compounds,Indole diterpene alkaloid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,C00353 + C03506 -> C20525;C20525 -> C20526;C20526 -> C20527;C20527 -> C20529;C20529 -> C20530,"Geranylgeranyl diphosphate;Indoleglycerol phosphate;3-Geranylgeranylindole;10,11-Epoxy-3-geranylgeranylindole;Emindole SB;14,15-Epoxyemindole SB;Paspaline"
M00664,Nodulation,K14658 K14659 K14666 K14657,"nodA; nodulation protein A [EC:2.3.1.-];nodB; chitooligosaccharide deacetylase [EC:3.5.1.-];nodC; N-acetylglucosaminyltransferase [EC:2.4.1.-];nodD; LysR family transcriptional regulator, nod-box dependent transcriptional activator",Signature modules; Gene set; Symbiosis,NA,NA,NA
M00672,"Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin",K12743 K04126 K10852,N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase [EC:6.3.2.26] [RN:R04870];isopenicillin-N synthase [EC:1.21.3.1] [RN:R04872];isopenicillin-N N-acyltransferase [EC:2.3.1.164] [RN:R06361],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of beta-lactams,Penicillin and cephalosporin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,C00956 + C00183 + C00097 -> C05556;C05556 -> C05557;C05557 -> C00395,L-2-Aminoadipate;L-Valine;L-Cysteine;delta-(L-2-Aminoadipyl)-L-cysteinyl-D-valine;Isopenicillin N;Penicillin
M00673,"Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C",K12743 K04126 K04127 K12744 K12745 K04128 K18062 K18063,N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase [EC:6.3.2.26] [RN:R04870];isopenicillin-N synthase [EC:1.21.3.1] [RN:R04872];isopenicillin-N epimerase [EC:5.1.1.17] [RN:R04147];deacetoxycephalosporin-C synthase [EC:1.14.20.1] [RN:R05301];deacetoxycephalosporin-C hydroxylase [EC:1.14.11.26] [RN:R05229];hydroxymethyl cephem carbamoyltransferase [EC:2.1.3.7] [RN:R05230];cephamycin C biosynthesis protein [RN:R05302];cephamycin C biosynthesis protein [RN:R05303],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of beta-lactams,Penicillin and cephalosporin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,C00956 + C00183 + C00097 -> C05556;C05556 -> C05557;C05557 -> C06564;C06564 -> C06565;C06565 -> C03112;C03112 -> C06568;C06568 -> C06569;C06569 -> C06566,L-2-Aminoadipate;L-Valine;L-Cysteine;delta-(L-2-Aminoadipyl)-L-cysteinyl-D-valine;Isopenicillin N;Penicillin N;Deacetoxycephalosporin C;Deacetylcephalosporin C;O-Carbamoyl-deacetylcephalosporin C;7a-Hydroxy-O-carbamoyl-deacetylcephalosporin C;Cephamycin C
M00674,"Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate",K12673 K12674 K12675 K12676,N2-(2-carboxyethyl)arginine synthase [EC:2.5.1.66] [RN:R05465];(carboxyethyl)arginine beta-lactam-synthase [EC:6.3.3.4] [RN:R05467];clavaminate synthase [EC:1.14.11.21] [RN:R05466 R05468 R05469];proclavaminate amidinohydrolase [EC:3.5.3.22] [RN:R05357],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of beta-lactams,Clavulanic acid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,C00062 + C00118 -> C06655;C06655 -> C06656;C06656 -> C06657;C06657 -> C06658;C06658 -> C06659;C06659 -> C06660,L-Arginine;D-Glyceraldehyde 3-phosphate;L-N2-(2-Carboxyethyl)arginine;Deoxyguanidinoproclavaminic acid;Guanidinoproclavaminic acid;Proclavaminic acid;Dihydroclavaminic acid;Clavaminic acid
M00675,"Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate",K18317 K18316 K18315,carboxymethylproline synthase [EC:2.3.1.226] [RN:R10485];carbapenam-3-carboxylate synthase [EC:6.3.3.6] [RN:R10556];(5R)-carbapenem-3-carboxylate synthase [EC:1.14.20.3] [RN:R10415],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of beta-lactams,Carbapenem biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,C03912 + C00083 -> C17366;C17366 -> C17367;C17367 -> C06669,"(S)-1-Pyrroline-5-carboxylate;Malonyl-CoA;(2S,5S)-trans-Carboxymethylproline;(3S,5S)-Carbapenam-3-carboxylic acid;(5R)-Carbapen-2-em-3-carboxylate"
M00696,"Multidrug resistance, efflux pump AcrEF-TolC",K18140 K18141+K18142+K12340,"envR, acrS; TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor [COG:COG1309];acrE; membrane fusion protein [COG:COG0845] [TC:2.A.6.2];acrF; multidrug efflux pump [COG:COG0841] [TC:2.A.6.2];tolC; outer membrane channel protein [COG:COG1538] [TC:1.B.17 2.A.6.2]",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00697,"Multidrug resistance, efflux pump MdtEF-TolC",K07690 K18898+K18899+K12340,"evgA, bvgA; two-component system, NarL family, response regulator EvgA [COG:COG2197] [GO:0000156];mdtE; membrane fusion protein [COG:COG0845] [TC:8.A.1.6.3 2.A.6.2];mdtF; multidrug efflux pump [COG:COG0841] [TC:2.A.6.2.13];tolC; outer membrane channel protein [COG:COG1538] [TC:1.B.17 2.A.6.2]",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00698,"Multidrug resistance, efflux pump BpeEF-OprC",K18900 K18901+K18902+K18903,"bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC [COG:COG0583];bpeE; membrane fusion protein [COG:COG0845] [TC:8.A.1 2.A.6.2];bpeF; multidrug efflux pump [COG:COG0841] [TC:2.A.6.2];oprC, opcM; outer membrane protein [COG:COG1538] [TC:1.B.17.3.3]",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00700,"Multidrug resistance, efflux pump AbcA","(K18906,K18907) K18104","mgrA; MarR family transcriptional regulator, multiple gene regulator MgrA [COG:COG1846];norG; GntR family transcriptional regulator, regulator for abcA and norABC [COG:COG1167];abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:3.6.3.44] [COG:COG1132] [GO:0008559] [TC:3.A.1.117 3.A.1.123]",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00702,"Multidrug resistance, efflux pump NorB","(K18906,K18907) K08170","mgrA; MarR family transcriptional regulator, multiple gene regulator MgrA [COG:COG1846];norG; GntR family transcriptional regulator, regulator for abcA and norABC [COG:COG1167];BLTL; MFS transporter, DHA2 family, multidrug resistance protein [COG:COG0477] [TC:2.A.1.3]",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00704,"Tetracycline resistance, efflux pump Tet38",K18906 K08168,"mgrA; MarR family transcriptional regulator, multiple gene regulator MgrA [COG:COG1846];tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter [COG:COG0477] [TC:2.A.1.3]",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00705,"Multidrug resistance, efflux pump MepA",K18909 K18908,"mepR; MarR family transcriptional regulator, repressor for mepA [COG:COG1846];mepA; multidrug efflux pump [COG:COG0534] [TC:2.A.66.1.13]",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00714,"Multidrug resistance, efflux pump QacA",K18938 K08167,"qacR; TetR/AcrR family transcriptional regulator, repressor for qacA;smvA; MFS transporter, DHA2 family, multidrug resistance protein",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00718,"Multidrug resistance, efflux pump MexAB-OprM",K18131 K03585+K18138+K18139,"mexR; MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon;acrA; membrane fusion protein, multidrug efflux system;acrB; multidrug efflux pump;oprM; outer membrane protein, multidrug efflux system",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00725,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon",K19077 K19078 K03367+K03739+K14188+K03740,"graS; two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3] [COG:COG0642] [GO:0000155];graR; two-component system, OmpR family, response regulator protein GraR [COG:COG0745] [GO:0000156];dltA; D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13] [COG:COG1020] [GO:0047473];dltB; membrane protein involved in D-alanine export [COG:COG1696];dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13] [COG:COG0236] [GO:0047473];dltD; D-alanine transfer protein [COG:COG3966]",Signature modules; Gene set; Drug resistance,Cationic antimicrobial peptide (CAMP) resistance,NA,NA
M00726,"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF",K19077 K19078 K14205,"graS; two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3] [COG:COG0642] [GO:0000155];graR; two-component system, OmpR family, response regulator protein GraR [COG:COG0745] [GO:0000156];mprF, fmtC; phosphatidylglycerol lysyltransferase [EC:2.3.2.3] [COG:COG0392 COG2898] [GO:0050071] [TC:2",Signature modules; Gene set; Drug resistance,Cationic antimicrobial peptide (CAMP) resistance,NA,NA
M00730,"Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter",K19077 K19078 K19079+K19080,"graS; two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3] [COG:COG0642] [GO:0000155];graR; two-component system, OmpR family, response regulator protein GraR [COG:COG0745] [GO:0000156];vraF; cationic antimicrobial peptide transport system ATP-binding protein [COG:COG1136] [TC:3.A.1.134.7];vraG; cationic antimicrobial peptide transport system permease protein [COG:COG0577] [TC:3.A.1.134.7]",Signature modules; Gene set; Drug resistance,Cationic antimicrobial peptide (CAMP) resistance,NA,NA
M00736,"Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A",K19102+K19103+K05375 K19104 K19105 K19106,nocardicin nonribosomal peptide synthetase [RN:R10880];MbtH protein [RN:R10880];isonocardicin synthase [EC:2.5.1.38] [RN:R10881 R03072];nocardicin-A epimerase [EC:5.1.1.14] [RN:R10883 R03073];nocardicin N-oxygenase [EC:1.14.13.-] [RN:R10882],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of beta-lactams,Monobactam biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,C12323 + C00062 + C00065 -> C17355;C17355 -> C17352;C17352 -> C17351;C17351 -> C01941;C17355 -> C01739;C01739 -> C00927;C00927 -> C01941,L-4-Hydroxyphenylglycine;L-Arginine;L-Serine;Nocardicin G;Isonocardicin C;Nocardicin C;Nocardicin A;Nocardicin E;Isonocardicin A
M00740,Methylaspartate cycle,K01647 K01681 K00031 K00261 K19268+K01846 K04835 K19280 K14449 K19281 K19282 K00024,citrate synthase [EC:2.3.3.1] [RN:R00351];aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900];isocitrate dehydrogenase [EC:1.1.1.42] [RN:R01899 R00268];glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3] [RN:R00248];methylaspartate mutase epsilon subunit [EC:5.4.99.1] [RN:R00262];methylaspartate ammonia-lyase [EC:4.3.1.2] [RN:R03696];succinyl-CoA:mesaconate CoA transferase [EC:2.8.3.26] [RN:R10904];2-methylfumaryl-CoA hydratase [EC:4.2.1.148] [RN:R05076];beta-methylmalyl-CoA/(S)-malyl-CoA lyase [EC:4.1.3.24] [RN:R00934];bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30] [RN:R00473 R10612];malate dehydrogenase [EC:1.1.1.37] [RN:R00342],Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,"Citrate cycle (TCA cycle);Alanine, aspartate and glutamate metabolism;Glyoxylate and dicarboxylate metabolism;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments",C00036 + C00024 -> C00158;C00158 -> C00417;C00417 -> C00311;C00311 -> C05379;C05379 -> C00026;C00026 -> C00025;C00025 -> C03618;C03618 -> C01732;C01732 -> C06028;C06028 -> C06027;C06027 -> C00048;C00048 + C00024 -> C04348;C04348 -> C00149;C00149 -> C00036,Oxaloacetate;Acetyl-CoA;Citrate;cis-Aconitate;Isocitrate;Oxalosuccinate;2-Oxoglutarate;L-Glutamate;L-threo-3-Methylaspartate;Mesaconate;2-Methylfumaryl-CoA;L-erythro-3-Methylmalyl-CoA;Glyoxylate;L-Malyl-CoA;(S)-Malate
M00741,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","(K01965+K01966,K11263+(K18472,K27094+K27095,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)",propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859];methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1] [RN:R02765];methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833],Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,"Valine, leucine and isoleucine degradation;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Carbon metabolism;Metabolic pathways",C00100 -> C00683;C00683 -> C01213;C01213 -> C00091,Propanoyl-CoA;(S)-Methylmalonyl-CoA;(R)-Methylmalonyl-CoA;Succinyl-CoA
M00744,"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE",K07637 K07660 K08477,"phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3] [COG:COG0642] [GO:0000155];phoP; two-component system, OmpR family, response regulator PhoP [COG:COG0745] [GO:0000156];pgtE; outer membrane protease E [EC:3.4.21.-] [COG:COG4571]",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00745,"Imipenem resistance, repression of porin OprD","(K18072 K18073),(K07644 K07665),K18297 K18093","parS; two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3] [COG:COG0642] [GO:0000155];parR; two-component system, OmpR family, response regulator ParR [COG:COG0745] [GO:0000156];cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3] [COG:COG0642] [GO:0000155];cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR [COG:COG0745] [GO:0000156];mexT; LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator [COG:COG0583];oprD; imipenem/basic amino acid-specific outer membrane pore [EC:3.4.21.-] [TC:1.B.25.1.1]",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00746,"Multidrug resistance, repression of porin OmpF",K13632 K18513 K09476,"marA; AraC family transcriptional regulator, mar-sox-rob regulon activator [COG:COG2207];micF; small regulatory RNA MicF;ompF; outer membrane pore protein F [COG:COG3203] [TC:1.B.1.1.1]",Signature modules; Gene set; Drug resistance,NA,NA,NA
M00761,"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N",K10011 K07806 K10012 K13014,UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305] [RN:R07658 R07660];UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87] [RN:R07659];undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53] [RN:R07661];undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.-.-] [RN:R07662],Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,C00167 -> C16155;C16155 -> C16153;C16153 -> C16154;C16154 -> C16156;C16156 -> C16157,UDP-glucuronate;UDP-L-Ara4O;UDP-L-Ara4N;UDP-L-Ara4FN;Undecaprenyl phosphate alpha-L-Ara4FN;Undecaprenyl phosphate alpha-L-Ara4N
M00763,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine",K05826;K19412 K05828 K05829 K05830 K05831,glutamate carrier protein LysW;glutamate--LysW ligase ArgX [EC:6.3.2.-] [RN:R10929];LysW-L-glutamate kinase [EC:2.7.2.19] [RN:R10930];LysW-L-glutamyl-5-phosphate reductase [EC:1.2.1.-] [RN:R10931];LysW-L-ornithine aminotransferase [EC:2.6.1.124] [RN:R10932];LysW-L-ornithine hydrolase [EC:3.5.1.132] [RN:R10933],Pathway modules; Amino acid metabolism; Arginine and proline metabolism,Arginine biosynthesis;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Metabolic pathways,C00025 -> C20948;C20948 -> C20949;C20949 -> C20950;C20950 -> C20951;C20951 -> C00077,L-Glutamate;LysW-L-glutamate;LysW-L-glutamyl 5-phosphate;LysW-L-glutamate 5-semialdehyde;LysW-L-ornithine;L-Ornithine
