FeatureID,Formula_CD,Potential_fragment,Formula_sirius,Formula_cmmrt,zscore_cmmrt,name_cmmrt,cd_vs_sirius,cd_vs_cmmrt,cmmrt_vs_sirius,Notes_name,Sirius_structure_percentage,use_Sirius_class,Final_name,Keep_formula,Final_annotation_comment
FT_12.343_165.05466,C9 H8 O3,NA,C9 H8 O3,C9 H8 O3,1.7876666,3-(4-Hydroxyphenyl)oxirane-2-carbaldehyde,TRUE,TRUE,TRUE,keeping sirius,58.64,na,"3-(2,5-Dihydroxyphenyl)prop-2-enal",C9 H8 O3,L3.3
FT_12.343_165.05466,C9 H8 O3,NA,C9 H8 O3,C9 H8 O3,1.7051502,Caffeic aldehyde,TRUE,TRUE,TRUE,keeping sirius,58.64,na,"3-(2,5-Dihydroxyphenyl)prop-2-enal",C9 H8 O3,L3.3
FT_12.422_283.11763,C14 H18 O6,NA,C14 H18 O6,C10 H14 N6 O4,3.1023664,2-Aminoadenosine,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.422_283.11763,C14 H18 O6,NA,C14 H18 O6,C15 H14 N4 O2,3.097478,12-Hydroxynevirapine,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.422_283.11763,C14 H18 O6,NA,C14 H18 O6,C15 H14 N4 O2,3.0130956,8-Hydroxynevirapine,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.434_199.09653,C10 H14 O4,NA,C10 H14 O4,C11 H10 N4,3.076687,"2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole",TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.434_199.09653,C10 H14 O4,NA,C10 H14 O4,C10 H14 O4,2.9177191,"1-(3,4-Dimethoxyphenyl)ethane-1,2-diol",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_12.434_199.09653,C10 H14 O4,NA,C10 H14 O4,C11 H10 N4,2.8198173,"3-methyl-3H-imidazo[4,5-f]quinolin-2-amine",TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.435_340.13914,C16 H21 N O7,NA,C17 H17 N5 O3,C16 H21 N O7,2.3054762,5-Hydroxytryptophol glucuronide,FALSE,TRUE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.435_340.13914,C16 H21 N O7,NA,C17 H17 N5 O3,C24 H20 P+,1.0136242,Tetraphenylphosphonium,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.451_378.17595,C16 H27 N O9,NA,C17 H31 N O4 S2,NA,NA,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.455_249.07577,C13 H12 O5,NA,C13 H12 O5,C13 H12 O5,0.83121806,"7,8-Dihydro-8-hydroxy-4-methoxy-7-methyl-5H-furo[2,3-g][2]benzopyran-5-one",TRUE,TRUE,TRUE,keeping sirius,71.37,na,(2S)-2-(4-methyl-2-oxochromen-7-yl)oxypropanoate,C13 H12 O5,L3.3
FT_12.469_289.06831,C19 H12 O S,NA,C15 H12 O6,C10 H12 N2 O8,2.929904,Orotidine,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.469_289.06831,C19 H12 O S,NA,C15 H12 O6,C15 H12 O6,2.2532685,Fustin,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_12.469_289.06831,C19 H12 O S,NA,C15 H12 O6,C15 H12 O6,1.6688622,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_12.510_209.08084,C11 H12 O4,NA,C11 H12 O4,C11 H12 O4,2.449342,"5-(3',5'-Dihydroxyphenyl)-gamma-valerolactone",TRUE,TRUE,TRUE,keeping sirius,59.34,na,"3,4-Dihydroxy cinnamic acid",C11 H12 O4,L3.3
FT_12.510_209.08084,C11 H12 O4,NA,C11 H12 O4,C11 H12 O4,2.3323348,"5-[(3,4-Dihydroxyphenyl)methyl]oxolan-2-one",TRUE,TRUE,TRUE,keeping sirius,59.34,na,"3,4-Dihydroxy cinnamic acid",C11 H12 O4,L3.3
FT_12.510_209.08084,C11 H12 O4,NA,C11 H12 O4,C11 H12 O4,2.2766614,NA,TRUE,TRUE,TRUE,keeping sirius,59.34,na,"3,4-Dihydroxy cinnamic acid",C11 H12 O4,L3.3
FT_12.514_209.11511,C8 H12 N6 O,NA,C10 H14 N3 O2,NA,NA,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.553_239.09112,C12 H14 O5,NA,C12 H14 O5,C12 H14 O5,1.6929393,Banksialactone C,TRUE,TRUE,TRUE,keeping sirius,49.42,na,"2,3,5-Trimethoxy-6-(1-propenyl)-2,5-cyclohexadiene-1,4-dione",C12 H14 O5,L3.3
FT_12.553_239.09112,C12 H14 O5,NA,C12 H14 O5,C12 H14 O5,1.5380155,"1-(2,4,5-Trimethoxyphenyl)-1,2-propanedione",TRUE,TRUE,TRUE,keeping sirius,49.42,na,"2,3,5-Trimethoxy-6-(1-propenyl)-2,5-cyclohexadiene-1,4-dione",C12 H14 O5,L3.3
FT_12.553_239.09112,C12 H14 O5,NA,C12 H14 O5,C12 H14 O5,1.4585767,(3r)-Methyl-8-hydroxy-6-(hydroxymethyl)-7-methoxydihydroisocoumarin,TRUE,TRUE,TRUE,keeping sirius,49.42,na,"2,3,5-Trimethoxy-6-(1-propenyl)-2,5-cyclohexadiene-1,4-dione",C12 H14 O5,L3.3
FT_12.554_149.09609,C10 H12 O,NA,C10 H12 O,C10 H12 O,1.6718668,trans-Lachnophyllol,TRUE,TRUE,TRUE,keeping sirius,64.86,na,"2-Methyl-5-prop-1-en-2-ylcyclohexa-2,4-dien-1-one",C10 H12 O,L3.3
FT_12.554_149.09609,C10 H12 O,NA,C10 H12 O,C10 H12 O,1.1234525,"5,6,7,8-Tetrahydro-2-naphthol",TRUE,TRUE,TRUE,keeping sirius,64.86,na,"2-Methyl-5-prop-1-en-2-ylcyclohexa-2,4-dien-1-one",C10 H12 O,L3.3
FT_12.554_149.09609,C10 H12 O,NA,C10 H12 O,C10 H12 O,0.8950484,Benzylacetone,TRUE,TRUE,TRUE,keeping sirius,64.86,na,"2-Methyl-5-prop-1-en-2-ylcyclohexa-2,4-dien-1-one",C10 H12 O,L3.3
FT_12.554_293.08636,C14 H17 N2 O P S,NA,C11 H16 O9,C11 H16 O9,2.4035282,NA,FALSE,FALSE,TRUE,na,62.7,na,"6-[(E)-3-carboxy-2-methylprop-2-enoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",C11 H16 O9,L3.3
FT_12.554_293.08636,C14 H17 N2 O P S,NA,C11 H16 O9,C11 H16 O9,2.2236438,NA,FALSE,FALSE,TRUE,na,62.7,na,"6-[(E)-3-carboxy-2-methylprop-2-enoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",C11 H16 O9,L3.3
FT_12.554_293.08636,C14 H17 N2 O P S,NA,C11 H16 O9,C11 H16 O9,1.6892067,NA,FALSE,FALSE,TRUE,na,62.7,na,"6-[(E)-3-carboxy-2-methylprop-2-enoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",C11 H16 O9,L3.3
FT_12.555_167.10667,C10 H14 O2,NA,C10 H14 O2,C10 H14 O2,2.4630973,Piquerol A,TRUE,TRUE,TRUE,keeping sirius,51.56,na,"2,5-Cyclohexadien-1-one, 4-hydroxy-2,3,5,6-tetramethyl-",C10 H14 O2,L3.3
FT_12.555_167.10667,C10 H14 O2,NA,C10 H14 O2,C10 H14 O2,1.6844758,"5-Hydroxy-p-mentha-6,8-dien-2-one",TRUE,TRUE,TRUE,keeping sirius,51.56,na,"2,5-Cyclohexadien-1-one, 4-hydroxy-2,3,5,6-tetramethyl-",C10 H14 O2,L3.3
FT_12.555_167.10667,C10 H14 O2,NA,C10 H14 O2,C10 H14 O2,1.3676227,6-Hydroxycarvone,TRUE,TRUE,TRUE,keeping sirius,51.56,na,"2,5-Cyclohexadien-1-one, 4-hydroxy-2,3,5,6-tetramethyl-",C10 H14 O2,L3.3
FT_12.561_255.08605,C12 H14 O6,NA,C12 H14 O6,C6 H15 N4 O5 P,3.245618,Phospho-L-arginine,TRUE,FALSE,FALSE,keeping sirius,73.42,na,"Methyl 4-acetyloxy-3,5-dimethoxybenzoate",C12 H14 O6,L3.3
FT_12.561_255.08605,C12 H14 O6,NA,C12 H14 O6,C6 H15 N4 O5 P,3.2456179,2-Amino-5-[[amino-(phosphonoamino)methylidene]amino]pentanoic acid,TRUE,FALSE,FALSE,keeping sirius,73.42,na,"Methyl 4-acetyloxy-3,5-dimethoxybenzoate",C12 H14 O6,L3.3
FT_12.561_255.08605,C12 H14 O6,NA,C12 H14 O6,C12 H14 O6,2.8879974,Csypyrone B3,TRUE,TRUE,TRUE,keeping sirius,73.42,na,"Methyl 4-acetyloxy-3,5-dimethoxybenzoate",C12 H14 O6,L3.3
FT_12.580_269.10198,C13 H16 O6,NA,C13 H16 O6,C14 H12 N4 O2,2.5251997,Disperse blue 1,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.580_269.10198,C13 H16 O6,NA,C13 H16 O6,C13 H16 O6,1.5061443,Methyl 4-methoxy-3-(3'-hydroxy-2'-methyl)propionyloxy-benzoate,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_12.591_237.11205,C13 H16 O4,NA,C13 H16 O4,C13 H16 O4,1.3386965,3-Dimethylallyl-4-hydroxymandelic acid,TRUE,TRUE,TRUE,keeping sirius,64.59,na,"1-(5-Acetyl-2,4-dihydroxyphenyl)-3-methylbutan-1-one",C13 H16 O4,L3.3
FT_12.591_237.11205,C13 H16 O4,NA,C13 H16 O4,C13 H16 O4,1.2032976,Asperfuranone B,TRUE,TRUE,TRUE,keeping sirius,64.59,na,"1-(5-Acetyl-2,4-dihydroxyphenyl)-3-methylbutan-1-one",C13 H16 O4,L3.3
FT_12.591_237.11205,C13 H16 O4,NA,C13 H16 O4,C13 H16 O4,1.0138072,Proglobeflowery acid,TRUE,TRUE,TRUE,keeping sirius,64.59,na,"1-(5-Acetyl-2,4-dihydroxyphenyl)-3-methylbutan-1-one",C13 H16 O4,L3.3
FT_12.618_235.06013,C12 H10 O5,NA,C12 H10 O5,C12 H10 O5,2.2222161,7-Hydroxy-2-methyl-4-oxo-4H-1-benzopyran-5-acetic acid,TRUE,TRUE,TRUE,keeping sirius,82.76,na,Hexaketide pyrone,C12 H10 O5,L3.3
FT_12.618_235.06013,C12 H10 O5,NA,C12 H10 O5,C12 H10 O5,2.0642955,"3-(2-Oxopropyl)-6,8-dihydroxyisocoumarin",TRUE,TRUE,TRUE,keeping sirius,82.76,na,Hexaketide pyrone,C12 H10 O5,L3.3
FT_12.618_235.06013,C12 H10 O5,NA,C12 H10 O5,C12 H10 O5,1.7843444,NA,TRUE,TRUE,TRUE,keeping sirius,82.76,na,Hexaketide pyrone,C12 H10 O5,L3.3
FT_12.662_249.07560,C13 H12 O5,NA,C13 H12 O5,C13 H12 O5,0.8554808,"7,8-Dihydro-8-hydroxy-4-methoxy-7-methyl-5H-furo[2,3-g][2]benzopyran-5-one",TRUE,TRUE,TRUE,keeping sirius,71.03,na,2-(7-Methoxy-4-methyl-2-oxochromen-3-yl)acetate,C13 H12 O5,L3.3
FT_12.690_185.04449,C8 H8 O5,NA,C8 H8 O5,C8 H8 O5,2.951698,"2,4,5-Trihydroxyphenylacetic acid",TRUE,TRUE,TRUE,keeping sirius,75.96,na,"2,6-Dihydroxy-4-methoxybenzoic acid",C8 H8 O5,L3.3
FT_12.690_185.04449,C8 H8 O5,NA,C8 H8 O5,C8 H8 O5,2.8514807,"(2,3,4-Trihydroxyphenyl)acetic acid",TRUE,TRUE,TRUE,keeping sirius,75.96,na,"2,6-Dihydroxy-4-methoxybenzoic acid",C8 H8 O5,L3.3
FT_12.690_185.04449,C8 H8 O5,NA,C8 H8 O5,C8 H8 O5,2.7719674,"2-(3,4,5-trihydroxyphenyl)acetic Acid",TRUE,TRUE,TRUE,keeping sirius,75.96,na,"2,6-Dihydroxy-4-methoxybenzoic acid",C8 H8 O5,L3.3
FT_12.691_227.09140,C11 H14 O5,NA,C11 H14 O5,C11 H14 O5,2.2861578,"5-(3,5-Dihydroxyphenyl)-4-hydroxyvaleric acid",TRUE,TRUE,TRUE,keeping sirius,61.35,na,"1-(2-Hydroxy-3,4,6-trimethoxyphenyl)ethanone",C11 H14 O5,L3.3
FT_12.691_227.09140,C11 H14 O5,NA,C11 H14 O5,C11 H14 O5,2.18064,"4-Hydroxy-(3',4'-dihydroxyphenyl)-valeric acid",TRUE,TRUE,TRUE,keeping sirius,61.35,na,"1-(2-Hydroxy-3,4,6-trimethoxyphenyl)ethanone",C11 H14 O5,L3.3
FT_12.691_227.09140,C11 H14 O5,NA,C11 H14 O5,C11 H14 O5,2.1685398,Dihydrosinapic acid,TRUE,TRUE,TRUE,keeping sirius,61.35,na,"1-(2-Hydroxy-3,4,6-trimethoxyphenyl)ethanone",C11 H14 O5,L3.3
FT_12.723_202.14371,C10 H16 O3,NA,C8 H14 N3 O2,C10 H16 O3,2.2549295,"5-(1,2-Dihydroxypropan-2-yl)-2-methylcyclohex-2-en-1-one",FALSE,TRUE,FALSE,na,na,na,"5-(1,2-Dihydroxypropan-2-yl)-2-methylcyclohex-2-en-1-one",C10 H16 O3,L3.3
FT_12.723_202.14371,C10 H16 O3,NA,C8 H14 N3 O2,C10 H16 O3,2.1169143,"5-exo-Hydroxy-1,2-campholide",FALSE,TRUE,FALSE,na,na,na,"5-(1,2-Dihydroxypropan-2-yl)-2-methylcyclohex-2-en-1-one",C10 H16 O3,L3.3
FT_12.723_202.14371,C10 H16 O3,NA,C8 H14 N3 O2,C10 H16 O3,1.8704405,Pestalotiolactone D,FALSE,TRUE,FALSE,na,na,na,"5-(1,2-Dihydroxypropan-2-yl)-2-methylcyclohex-2-en-1-one",C10 H16 O3,L3.3
FT_12.740_283.08123,C13 H14 O7,NA,C13 H14 O7,NA,NA,NA,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.756_239.09136,C12 H14 O5,NA,C12 H14 O5,C12 H14 O5,1.7155951,Banksialactone C,TRUE,TRUE,TRUE,keeping sirius,76.09,na,"8-Hydroxy-6,7-dimethoxy-3-methyl-3,4-dihydroisochromen-1-one",C12 H14 O5,L3.3
FT_12.756_239.09136,C12 H14 O5,NA,C12 H14 O5,C12 H14 O5,1.5603486,"1-(2,4,5-Trimethoxyphenyl)-1,2-propanedione",TRUE,TRUE,TRUE,keeping sirius,76.09,na,"8-Hydroxy-6,7-dimethoxy-3-methyl-3,4-dihydroisochromen-1-one",C12 H14 O5,L3.3
FT_12.756_239.09136,C12 H14 O5,NA,C12 H14 O5,C12 H14 O5,1.480809,(3r)-Methyl-8-hydroxy-6-(hydroxymethyl)-7-methoxydihydroisocoumarin,TRUE,TRUE,TRUE,keeping sirius,76.09,na,"8-Hydroxy-6,7-dimethoxy-3-methyl-3,4-dihydroisochromen-1-one",C12 H14 O5,L3.3
FT_12.768_223.09653,C12 H14 O4,NA,C12 H14 O4,C12 H14 O4,2.1166883,Dihydrodeoxy-8-epiaustdiol,TRUE,TRUE,TRUE,keeping sirius,68.87,na,"1,3-Diacetyl-4,6-dimethoxybenzene",C12 H14 O4,L3.3
FT_12.768_223.09653,C12 H14 O4,NA,C12 H14 O4,C12 H14 O4,1.8743154,Asperunguisone B,TRUE,TRUE,TRUE,keeping sirius,68.87,na,"1,3-Diacetyl-4,6-dimethoxybenzene",C12 H14 O4,L3.3
FT_12.768_223.09653,C12 H14 O4,NA,C12 H14 O4,C12 H14 O4,1.8743154,Asperunguisone A,TRUE,TRUE,TRUE,keeping sirius,68.87,na,"1,3-Diacetyl-4,6-dimethoxybenzene",C12 H14 O4,L3.3
FT_12.771_255.08618,C12 H14 O6,NA,C12 H14 O6,C6 H15 N4 O5 P,3.2741508,2-Amino-5-[[amino-(phosphonoamino)methylidene]amino]pentanoic acid,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.771_255.08618,C12 H14 O6,NA,C12 H14 O6,C6 H15 N4 O5 P,3.2741508,Phospho-L-arginine,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.771_255.08618,C12 H14 O6,NA,C12 H14 O6,C12 H14 O6,2.915585,Csypyrone B3,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_12.809_297.09690,C8 H17 N4 O6 P,NA,C15 H12 N4 O3,C15 H12 N4 O3,2.930399,4-Carboxy nevirapine,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_12.809_297.09690,C8 H17 N4 O6 P,NA,C15 H12 N4 O3,C14 H16 O7,2.3538811,"6-(4-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.809_297.09690,C8 H17 N4 O6 P,NA,C15 H12 N4 O3,C14 H16 O7,2.3227649,"6-(3-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.826_249.07576,C13 H12 O5,NA,C13 H12 O5,C13 H12 O5,0.8744238,"7,8-Dihydro-8-hydroxy-4-methoxy-7-methyl-5H-furo[2,3-g][2]benzopyran-5-one",TRUE,TRUE,TRUE,keeping sirius,72.06,na,(7-Methoxy-4-methyl-2-oxo-2h-chromen-3-yl)acetic acid,C13 H12 O5,L3.3
FT_12.893_191.10404,C8 H10 N6,NA,C12 H14 O2,C7 H14 N2 O4,3.4267316,"(2S,6S)-2,6-diaminoheptanedioic acid",FALSE,FALSE,FALSE,na,na,na,"(2S,6S)-2,6-diaminoheptanedioic acid",C7 H14 N2 O4,L3.3
FT_12.893_191.10404,C8 H10 N6,NA,C12 H14 O2,C7 H14 N2 O4,3.426731,"(2R,6S)-2,6-diaminoheptanedioic acid",FALSE,FALSE,FALSE,na,na,na,"(2S,6S)-2,6-diaminoheptanedioic acid",C7 H14 N2 O4,L3.3
FT_12.893_191.10404,C8 H10 N6,NA,C12 H14 O2,C7 H14 N2 O4,3.3501418,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,FALSE,FALSE,FALSE,na,na,na,"(2S,6S)-2,6-diaminoheptanedioic acid",C7 H14 N2 O4,L3.3
FT_12.894_183.13796,C11 H18 O2,NA,C11 H18 O2,C11 H18 O2,1.1056206,Tsibulin 2,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",41.03,na,Tsibulin 2,C11 H18 O2,L3.1
FT_12.894_183.13796,C11 H18 O2,NA,C11 H18 O2,C11 H18 O2,1.1049567,Allyl cyclohexaneacetate,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",41.03,na,Tsibulin 2,C11 H18 O2,L3.1
FT_12.894_183.13796,C11 H18 O2,NA,C11 H18 O2,C11 H18 O2,1.1025246,"Methyl (2E,4Z)-2,4-decadienoate",TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",41.03,na,Tsibulin 2,C11 H18 O2,L3.1
FT_12.900_283.11761,C14 H18 O6,NA,C14 H18 O6,C10 H14 N6 O4,3.1631215,2-Aminoadenosine,TRUE,FALSE,FALSE,na,na,yes,no name,C14 H18 O6,L4.1
FT_12.900_283.11761,C14 H18 O6,NA,C14 H18 O6,C15 H14 N4 O2,3.162289,12-Hydroxynevirapine,TRUE,FALSE,FALSE,na,na,yes,no name,C14 H18 O6,L4.1
FT_12.900_283.11761,C14 H18 O6,NA,C14 H18 O6,C15 H14 N4 O2,3.0771954,8-Hydroxynevirapine,TRUE,FALSE,FALSE,na,na,yes,no name,C14 H18 O6,L4.1
FT_12.928_299.11251,C14 H18 O7,NA,C13 H18 N2 O4 S,C14 H18 O7,2.6419282,Picein,FALSE,TRUE,FALSE,na,na,na,Aspergilate D,C14 H18 O7,L3.3
FT_12.928_299.11251,C14 H18 O7,NA,C13 H18 N2 O4 S,C14 H18 O7,2.301017,Aspergilate D,FALSE,TRUE,FALSE,na,na,na,Aspergilate D,C14 H18 O7,L3.3
FT_12.928_299.11251,C14 H18 O7,NA,C13 H18 N2 O4 S,C14 H18 O7,2.2876594,Aspergilate E,FALSE,TRUE,FALSE,na,na,na,Aspergilate D,C14 H18 O7,L3.3
FT_12.929_313.12823,C15 H20 O7,NA,C15 H20 O7,C15 H20 O7,2.9415443,CID 440908,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",51.61,na,Nivalenol,C15 H20 O7,L3.1
FT_12.929_313.12823,C15 H20 O7,NA,C15 H20 O7,C15 H20 O7,2.819139,p-Coumaryl alcohol 4-O-glucoside,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",51.61,na,Nivalenol,C15 H20 O7,L3.1
FT_12.929_313.12823,C15 H20 O7,NA,C15 H20 O7,C15 H20 O7,2.3442962,"(2S,3R,4R,5S,6R)-3-(dimethylamino)-6-(hydroxymethyl)tetrahydropyran-2,4,5-triol",TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",51.61,na,Nivalenol,C15 H20 O7,L3.1
FT_12.930_195.09917,C7 H10 N6 O,NA,C9 H12 N3 O2,NA,NA,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_12.932_219.10163,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,1.8395811,Asperfuran,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",59.05,na,Asperfuran,C13 H14 O3,L3.1
FT_12.932_219.10163,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,1.7793257,(R)-Bitalin A,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",59.05,na,Asperfuran,C13 H14 O3,L3.1
FT_12.932_219.10163,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,1.0201043,Toxol,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",59.05,na,Asperfuran,C13 H14 O3,L3.1
FT_12.939_253.10703,C13 H16 O5,NA,C13 H16 O5,C13 H16 O5,2.1227217,"2,4-Dihydroxy-6-(4-hydroxy-2-oxopentyl)-3-methylbenzaldehyde",TRUE,TRUE,TRUE,keeping sirius,80.54,na,Eugenone,C13 H16 O5,L3.3
FT_12.939_253.10703,C13 H16 O5,NA,C13 H16 O5,C13 H16 O5,2.0891511,"2-[2,4,6-Trihydroxy-3-(3-methylbut-2-enyl)phenyl]acetic acid",TRUE,TRUE,TRUE,keeping sirius,80.54,na,Eugenone,C13 H16 O5,L3.3
FT_12.939_253.10703,C13 H16 O5,NA,C13 H16 O5,C13 H16 O5,1.7321026,"2-[2,4-Dihydroxy-3-(3-methylbut-2-enyl)phenyl]-2-hydroxyacetic acid",TRUE,TRUE,TRUE,keeping sirius,80.54,na,Eugenone,C13 H16 O5,L3.3
FT_13.033_366.15475,C18 H23 N O7,NA,C18 H23 N O7,NA,NA,NA,TRUE,FALSE,FALSE,na,48.46,na,Erucifoline N-oxide,C18 H23 N O7,L3.3
FT_13.089_255.08629,C12 H14 O6,NA,C12 H14 O6,C6 H15 N4 O5 P,3.316496,Phospho-L-arginine,TRUE,FALSE,FALSE,na,na,yes,no name,C12 H14 O6,L4.1
FT_13.089_255.08629,C12 H14 O6,NA,C12 H14 O6,C6 H15 N4 O5 P,3.316496,2-Amino-5-[[amino-(phosphonoamino)methylidene]amino]pentanoic acid,TRUE,FALSE,FALSE,na,na,yes,no name,C12 H14 O6,L4.1
FT_13.089_255.08629,C12 H14 O6,NA,C12 H14 O6,C12 H14 O6,2.9565098,Csypyrone B3,TRUE,TRUE,TRUE,na,na,yes,no name,C12 H14 O6,L4.1
FT_13.094_295.11759,C15 H18 O6,NA,C15 H18 O6,C15 H18 O6,2.2831662,Tutin,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",39.32,na,Tutin,C15 H18 O6,L3.1
FT_13.094_295.11759,C15 H18 O6,NA,C15 H18 O6,C15 H18 O6,1.9941555,"14-Hydroxy-3,9-dimethyl-12-methylidene-5,8,10-trioxatetracyclo[9.3.1.01,9.02,7]pentadecane-6,13-dione",TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",39.32,na,Tutin,C15 H18 O6,L3.1
FT_13.094_295.11759,C15 H18 O6,NA,C15 H18 O6,C15 H18 O6,1.4729632,Aspersclerolide C,TRUE,TRUE,TRUE,"match name cmmrt, sirius (not first option)",39.32,na,Tutin,C15 H18 O6,L3.1
FT_13.111_297.09692,C14 H16 O7,NA,C15 H12 N4 O3,C15 H12 N4 O3,2.9692273,4-Carboxy nevirapine,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_13.111_297.09692,C14 H16 O7,NA,C15 H12 N4 O3,C14 H16 O7,2.3897367,"6-(4-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",FALSE,TRUE,FALSE,delete,delete,delete,delete,delete,delete
FT_13.111_297.09692,C14 H16 O7,NA,C15 H12 N4 O3,C14 H16 O7,2.3584635,"6-(3-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",FALSE,TRUE,FALSE,delete,delete,delete,delete,delete,delete
FT_13.146_211.09656,C4 H14 N6 O2 S,NA,C11 H14 O4,C5 H15 N4 O3 P,3.449908,N(4)-phosphoagmatine,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_13.146_211.09656,C4 H14 N6 O2 S,NA,C11 H14 O4,C11 H14 O4,2.8718061,1-Hydroxy-4-(4-hydroxy-3-methoxyphenyl)butan-2-one,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_13.146_211.09656,C4 H14 N6 O2 S,NA,C11 H14 O4,C11 H14 O4,2.5010242,"2-[(E)-4-hydroxy-3-methylbut-2-enyl]benzene-1,3,5-triol",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_13.148_195.09894,C7 H10 N6 O,NA,C11 H14 O3,NA,NA,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_13.183_291.08404,C11 H10 N6 O4,NA,C15 H14 O6,C15 H14 O6,2.4875693,Cartorimine,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_13.183_291.08404,C11 H10 N6 O4,NA,C15 H14 O6,C15 H14 O6,2.264663,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_13.183_291.08404,C11 H10 N6 O4,NA,C15 H14 O6,C15 H14 O6,2.2013412,Ptaeroglycol,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_13.197_283.11747,C14 H18 O6,NA,C14 H18 O6,C15 H14 N4 O2,3.2013612,12-Hydroxynevirapine,TRUE,FALSE,FALSE,na,70.27,na,"(3S,4S)-3,4,8-trihydroxy-6-methoxy-7-(1-methoxyethyl)-3,4-dihydro-2H-naphthalen-1-one",C14 H18 O6,L3.3
FT_13.197_283.11747,C14 H18 O6,NA,C14 H18 O6,C10 H14 N6 O4,3.199744,2-Aminoadenosine,TRUE,FALSE,FALSE,na,70.27,na,"(3S,4S)-3,4,8-trihydroxy-6-methoxy-7-(1-methoxyethyl)-3,4-dihydro-2H-naphthalen-1-one",C14 H18 O6,L3.3
FT_13.197_283.11747,C14 H18 O6,NA,C14 H18 O6,C15 H14 N4 O2,3.11584,8-Hydroxynevirapine,TRUE,FALSE,FALSE,na,70.27,na,"(3S,4S)-3,4,8-trihydroxy-6-methoxy-7-(1-methoxyethyl)-3,4-dihydro-2H-naphthalen-1-one",C14 H18 O6,L3.3
