FeatureID,Formula_CD,Potential_fragment,Formula_sirius,Formula_cmmrt,zscore_cmmrt,name_cmmrt,cd_vs_sirius,cd_vs_cmmrt,cmmrt_vs_sirius,Notes_name,Sirius_structure_percentage,use_Sirius_class,Final_name,Keep_formula,Final_annotation_comment
FT_19.100_223.20560,C15 H26 O,NA,C15 H26 O,C15 H26 O,1.6112001,Rosifoliol,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.100_223.20560,C15 H26 O,NA,C15 H26 O,C15 H26 O,1.6105438,"12,13,14,15,16-Pentanorlabda-9(11)-ene-8-ol",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.100_345.20596,C21 H28 O4,NA,C21 H28 O4,C21 H28 O4,1.6129702,Neotussilagolactone,TRUE,TRUE,TRUE,keeping sirius,66.55,na,"(E)-3-[3-[(2E)-3,7-dimethylocta-2,6-dienyl]-4,5-dimethoxyphenyl]prop-2-enoic acid",C21 H28 O4,L3.3
FT_19.100_345.20596,C21 H28 O4,NA,C21 H28 O4,C21 H28 O4,1.60498,3beta-Hydroxy-17-oxoandrost-5-en-19-al acetate,TRUE,TRUE,TRUE,keeping sirius,66.55,na,"(E)-3-[3-[(2E)-3,7-dimethylocta-2,6-dienyl]-4,5-dimethoxyphenyl]prop-2-enoic acid",C21 H28 O4,L3.3
FT_19.100_345.20596,C21 H28 O4,NA,C21 H28 O4,C21 H28 O4,1.5944229,11-Nor-9-carboxy-thc,TRUE,TRUE,TRUE,keeping sirius,66.55,na,"(E)-3-[3-[(2E)-3,7-dimethylocta-2,6-dienyl]-4,5-dimethoxyphenyl]prop-2-enoic acid",C21 H28 O4,L3.3
FT_19.102_347.18508,C13 H26 N6 O3 S,NA,C20 H26 O5,C20 H26 O5,1.7839336,19-Noraldosterone,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.102_347.18508,C13 H26 N6 O3 S,NA,C20 H26 O5,C20 H26 O5,1.7700644,Annuolide G,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.102_347.18508,C13 H26 N6 O3 S,NA,C20 H26 O5,C20 H26 O5,1.6361681,"4-Hydroxy-11-methyl-6-methylidene-12-oxo-13-oxapentacyclo[9.3.3.15,8.01,10.02,8]octadecane-9-carboxylic acid",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.105_509.21725,C29 H32 O8,NA,C29 H32 O8,NA,NA,NA,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.116_261.11214,C9 H17 N4 O3 P,NA,NA,C15 H16 O4,2.2478924,Dendrosinene B,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.116_261.11214,C9 H17 N4 O3 P,NA,NA,C15 H16 O4,2.2075903,"2,3-Bis(4-hydroxyphenyl)-1,2-propanediol",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.116_261.11214,C9 H17 N4 O3 P,NA,NA,C15 H16 O4,2.1058643,"7H-Furo(3,2-h)(2)benzopyran-3(2H)-one, 6,9-dihydro-7-hydroxy-7-methyl-2-(1-methylethylidene)-, (7R)-",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.117_235.20560,C16 H26 O,NA,C16 H26 O,C16 H26 O,1.4300089,"2,6-Di-tert-butyl-4-ethylphenol",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.135_405.22706,C23 H32 O6,NA,C23 H32 O6,C23 H32 O6,1.5400318,1alpha-O-Methylquassin,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.135_405.22706,C23 H32 O6,NA,C23 H32 O6,C23 H32 O6,1.5059325,16-Methyl-epi-nigakihemiacetal B,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.135_405.22706,C23 H32 O6,NA,C23 H32 O6,C23 H32 O6,1.4051772,Ustusolate C,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.145_433.22208,C24 H32 O7,NA,C24 H32 O7,C24 H32 O7,1.6163014,Grandisin,TRUE,TRUE,TRUE,"keeping sirius, not first match",67.58,na,"[(2R,2aS,7R,7aS,7bR)-2,2a,7-trihydroxy-6,6,7b-trimethyl-1,2,4a,5,7,7a-hexahydrocyclobuta[e]inden-3-yl]methyl 2-hydroxy-4-methoxy-6-methylbenzoate",C24 H32 O7,L3.3
FT_19.145_433.22208,C24 H32 O7,NA,C24 H32 O7,C24 H32 O7,1.5890472,"2,4-Dimethyl-3,5-bis(2,4,5-trimethoxyphenyl)oxolane",TRUE,TRUE,TRUE,"keeping sirius, not first match",67.58,na,"[(2R,2aS,7R,7aS,7bR)-2,2a,7-trihydroxy-6,6,7b-trimethyl-1,2,4a,5,7,7a-hexahydrocyclobuta[e]inden-3-yl]methyl 2-hydroxy-4-methoxy-6-methylbenzoate",C24 H32 O7,L3.3
FT_19.145_433.22208,C24 H32 O7,NA,C24 H32 O7,C24 H32 O7,1.5779287,Schisandrin,TRUE,TRUE,TRUE,"keeping sirius, not first match",67.58,na,"[(2R,2aS,7R,7aS,7bR)-2,2a,7-trihydroxy-6,6,7b-trimethyl-1,2,4a,5,7,7a-hexahydrocyclobuta[e]inden-3-yl]methyl 2-hydroxy-4-methoxy-6-methylbenzoate",C24 H32 O7,L3.3
FT_19.153_449.19597,C27 H28 O6,NA,C27 H28 O6,C27 H28 O6,1.6168442,Lonchocarpenin,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.153_449.19597,C27 H28 O6,NA,C27 H28 O6,C27 H28 O6,1.6165379,aspulvinone D,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.153_449.19597,C27 H28 O6,NA,C27 H28 O6,C27 H28 O6,1.6159801,Aspulvinone O,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.158_439.17540,C19 H35 O5 P S2,NA,C25 H26 O7,C25 H26 O7,1.6882074,Kanzonol T,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.158_439.17540,C19 H35 O5 P S2,NA,C25 H26 O7,C25 H26 O7,1.6074077,Morusinol,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.158_439.17540,C19 H35 O5 P S2,NA,C25 H26 O7,C25 H26 O7,1.605896,"2-(3,5-Dihydroxy-9,13,13-trimethyl-8-oxatetracyclo[7.4.1.02,7.012,14]tetradeca-2(7),3,5-trien-4-yl)-5,7-dihydroxy-2,3-dihydrochromen-4-one",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.161_485.29002,C29 H40 O6,NA,C29 H40 O6,C29 H40 O6,1.5040076,Stigmatellin Y,TRUE,TRUE,TRUE,"Name not  match, cmmrt name from bacteria",less 50,na,Stigmatellin Y,C29H40O6,L3.3
FT_19.175_415.24804,C25 H34 O5,NA,C25 H34 O5,NA,NA,NA,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.177_425.15962,C18 H33 O5 P S2,NA,C24 H24 O7,C19 H24 N2 O9,3.2851834,"6-[[3-(2-acetamidoethyl)-5-methoxy-1H-indol-6-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",FALSE,FALSE,FALSE,na,na,na,fumicycline A,C24 H24 O7,L3.3
FT_19.177_425.15962,C18 H33 O5 P S2,NA,C24 H24 O7,C24 H24 O7,1.9300041,fumicycline A,FALSE,FALSE,TRUE,na,na,na,fumicycline A,C24 H24 O7,L3.3
FT_19.177_425.15962,C18 H33 O5 P S2,NA,C24 H24 O7,C24 H24 O7,1.5890003,7-Carboxyfolipastatin,FALSE,FALSE,TRUE,na,na,na,fumicycline A,C24 H24 O7,L3.3
FT_19.188_429.15442,C23 H24 O8,NA,C23 H24 O8,C18 H24 N2 O10,3.3877578,Lacosamide-glucuronide,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.188_429.15442,C23 H24 O8,NA,C23 H24 O8,C23 H24 O8,1.8037941,beta-Peltatin A methyl ether,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.188_429.15442,C23 H24 O8,NA,C23 H24 O8,C22 H19 F3 N4 O2,1.4335797,"5-methyl-N-[6-(2-methylpyridin-3-yl)oxypyridin-3-yl]-6-(trifluoromethyl)-2,3-dihydroindole-1-carboxamide",TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.190_432.27456,C25 H37 N O5,NA,NA,C25 H37 N O5,2.391837,alpha-Hydroxysalmeterol,FALSE,TRUE,FALSE,na,na,na,alpha-Hydroxysalmeterol,C25 H37 N O5,L3.3
FT_19.206_297.09692,C15 H20 O2 S2,NA,C14 H16 O7,C15 H12 N4 O3,3.605486,4-Carboxy nevirapine,FALSE,FALSE,FALSE,na,na,na,"6-(4-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C14 H16 O7,L3.3
FT_19.206_297.09692,C15 H20 O2 S2,NA,C14 H16 O7,C14 H16 O7,2.97728,"6-(4-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",FALSE,FALSE,TRUE,na,na,na,"6-(4-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C14 H16 O7,L3.3
FT_19.206_297.09692,C15 H20 O2 S2,NA,C14 H16 O7,C14 H16 O7,2.9434357,"6-(3-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",FALSE,FALSE,TRUE,na,na,na,"6-(4-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C14 H16 O7,L3.3
FT_19.215_565.24340,C32 H36 O9,NA,C32 H36 O9,NA,NA,NA,TRUE,FALSE,FALSE,na,na,yes,no name,C32 H36 O9,L4.1
FT_19.218_369.24251,C18 H33 N4 O2 P,NA,C24 H32 O3,NA,NA,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.223_385.23715,C18 H33 N4 O3 P,NA,C24 H32 O4,C24 H32 O4,1.6075467,Bufogenin,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.223_385.23715,C18 H33 N4 O3 P,NA,C24 H32 O4,C24 H32 O4,1.5914648,"Estra-1,3,5(10)-triene-3,16alpha-diol, dipropionate",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.223_385.23715,C18 H33 N4 O3 P,NA,C24 H32 O4,C24 H32 O4,1.5825757,Megestrol acetate,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.230_453.15471,C20 H21 N8 O3 P,NA,C25 H24 O8,C21 H28 N2 O5 S2,2.2716482,Etrenol,FALSE,FALSE,FALSE,na,67.38,na,"(16,17-Dimethoxy-12-oxo-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3,8,10,14,16,18-hexaen-10-yl) acetate",C25 H24 O8,L3.3
FT_19.230_453.15471,C20 H21 N8 O3 P,NA,C25 H24 O8,C25 H24 O8,1.5369445,Landomycin H,FALSE,FALSE,TRUE,na,67.38,na,"(16,17-Dimethoxy-12-oxo-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3,8,10,14,16,18-hexaen-10-yl) acetate",C25 H24 O8,L3.3
FT_19.230_453.15471,C20 H21 N8 O3 P,NA,C25 H24 O8,C25 H24 O8,1.5106795,Urdamycinone B,FALSE,FALSE,TRUE,na,67.38,na,"(16,17-Dimethoxy-12-oxo-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3,8,10,14,16,18-hexaen-10-yl) acetate",C25 H24 O8,L3.3
FT_19.265_197.04448,C4 H5 N8 P,NA,NA,C9 H8 O5,3.4794056,"3-(2,4-Dihydroxyphenyl)-2-oxopropanoic acid",FALSE,FALSE,FALSE,na,na,na,"3-(2,4-Dihydroxyphenyl)-2-oxopropanoic acid",C9 H8 O5,L3.3
FT_19.265_197.04448,C4 H5 N8 P,NA,NA,C9 H8 O5,3.4746373,"3-(3,5-Dihydroxyphenyl)-2-oxopropanoic acid",FALSE,FALSE,FALSE,na,na,na,"3-(2,4-Dihydroxyphenyl)-2-oxopropanoic acid",C9 H8 O5,L3.3
FT_19.265_197.04448,C4 H5 N8 P,NA,NA,C9 H8 O5,3.4082017,"3,4-Dihydroxyphenylpyruvic acid",FALSE,FALSE,FALSE,na,na,na,"3-(2,4-Dihydroxyphenyl)-2-oxopropanoic acid",C9 H8 O5,L3.3
FT_19.350_369.16957,C16 H25 N4 O4 P,NA,C19 H28 O5 S,C22 H24 O5,1.6298331,"9-Hydroxy-4-(3,7-dimethyl-2,6-octadienyloxy)-psoralen",FALSE,FALSE,FALSE,na,na,na,"9-Hydroxy-4-(3,7-dimethyl-2,6-octadienyloxy)-psoralen",C22 H24 O5,L3.3
FT_19.350_369.16957,C16 H25 N4 O4 P,NA,C19 H28 O5 S,C19 H28 O5 S,1.626763,Dehydroepiandrosterone sulfate,FALSE,FALSE,TRUE,na,na,na,"9-Hydroxy-4-(3,7-dimethyl-2,6-octadienyloxy)-psoralen",C22 H24 O5,L3.3
FT_19.350_369.16957,C16 H25 N4 O4 P,NA,C19 H28 O5 S,C22 H24 O5,1.6264366,"4,4-Bis(p-hydroxyphenyl)-3-hexanone diacetate",FALSE,FALSE,FALSE,na,na,na,"9-Hydroxy-4-(3,7-dimethyl-2,6-octadienyloxy)-psoralen",C22 H24 O5,L3.3
FT_19.353_425.15962,C24 H24 O7,NA,C24 H24 O7,C19 H24 N2 O9,3.2998142,"6-[[3-(2-acetamidoethyl)-5-methoxy-1H-indol-6-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",TRUE,FALSE,FALSE,keeping sirius,67.7,na,Erythynone,C24 H24 O7,L3.3
FT_19.353_425.15962,C24 H24 O7,NA,C24 H24 O7,C24 H24 O7,1.9426459,fumicycline A,TRUE,TRUE,TRUE,keeping sirius,67.7,na,Erythynone,C24 H24 O7,L3.3
FT_19.353_425.15962,C24 H24 O7,NA,C24 H24 O7,C24 H24 O7,1.6010284,7-Carboxyfolipastatin,TRUE,TRUE,TRUE,keeping sirius,67.7,na,Erythynone,C24 H24 O7,L3.3
FT_19.377_483.27427,C17 H40 N8 O4 P2,NA,C29 H38 O6,NA,NA,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.388_481.22207,C21 H32 N6 O5 S,NA,C28 H32 O7,C29 H28 N4 O3,2.1897955,"1-[(4-amino-3-methylphenyl)methyl]-5-(2,2-diphenylacetyl)-6,7-dihydro-4H-imidazo[4,5-c]pyridine-6-carboxylic acid",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.388_481.22207,C21 H32 N6 O5 S,NA,C28 H32 O7,C28 H32 O7,1.6217879,Arugosin K,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.389_467.20663,C27 H30 O7,NA,C27 H30 O7,C28 H26 N4 O3,1.6262424,5-N-acetyl-15b-didehydroardeemin,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.389_467.20663,C27 H30 O7,NA,C27 H30 O7,C28 H26 N4 O3,1.5251504,Indolocarbazole nitrogen derivative,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.389_467.20663,C27 H30 O7,NA,C27 H30 O7,C27 H30 O7,1.4399679,Terreulactone B,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.416_315.19553,C14 H27 N4 O2 P,NA,C16 H22 N6 O,C20 H26 O3,1.6344739,"10-Hydroxyestra-1,4-dien-3-one acetate",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.416_315.19553,C14 H27 N4 O2 P,NA,C16 H22 N6 O,C20 H26 O3,1.6344284,Yucalexin B5,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.416_315.19553,C14 H27 N4 O2 P,NA,C16 H22 N6 O,C20 H26 O3,1.6343033,"Methyl cis-p-coumarate 3-(3,7-dimethyl-2,6-octadienyl)",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.416_534.30670,C17 H45 N9 O6 P2,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,no name,na,na,no name,C17 H45 N9 O6 P2,L4.3
FT_19.426_207.21079,C15 H26,NA,NA,C15 H26,1.5929118,"1,1,2-Trimethyl-3,5-bis(1-methylethenyl)cyclohexane",FALSE,TRUE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.428_285.24243,C17 H32 O3,NA,C17 H32 O3,C17 H32 O3,1.6236409,Muricatacin,TRUE,TRUE,TRUE,"name match, cmmrt and sirius (no top sirius option)",43.59,na,2-Methoxy-6Z-hexadecenoic acid,C17 H32 O3,L3.1
FT_19.428_285.24243,C17 H32 O3,NA,C17 H32 O3,C17 H32 O3,1.5110835,2-Methoxy-6Z-hexadecenoic acid,TRUE,TRUE,TRUE,"name match, cmmrt and sirius (no top sirius option)",43.59,na,2-Methoxy-6Z-hexadecenoic acid,C17 H32 O3,L3.1
FT_19.428_285.24243,C17 H32 O3,NA,C17 H32 O3,C17 H32 O3,1.4979115,2-Methoxy-5Z-hexadecenoic acid,TRUE,TRUE,TRUE,"name match, cmmrt and sirius (no top sirius option)",43.59,na,2-Methoxy-6Z-hexadecenoic acid,C17 H32 O3,L3.1
FT_19.442_486.24889,C19 H41 N3 O7 P2,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.446_315.25299,C18 H34 O4,NA,C18 H34 O4,C18 H34 O4,1.593343,Octadecanedioic acid,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",50,na,9-hydroperoxy-10E-octadecenoate,C18 H34 O4,L3.3
FT_19.446_315.25299,C18 H34 O4,NA,C18 H34 O4,C18 H34 O4,1.5664134,"(Z)-(7S,8S)-Dihydroxyoctadeca-9-enoate",TRUE,TRUE,TRUE,"Similar structures, keeping sirius",50,na,9-hydroperoxy-10E-octadecenoate,C18 H34 O4,L3.3
FT_19.446_315.25299,C18 H34 O4,NA,C18 H34 O4,C18 H34 O4,1.4942515,Dibutyl sebacate,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",50,na,9-hydroperoxy-10E-octadecenoate,C18 H34 O4,L3.3
FT_19.476_465.22755,C28 H32 O6,NA,C28 H32 O6,C23 H32 N2 O8,2.3427174,Na-Hexanoyl-Nb-inosityltryptophan,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.476_465.22755,C28 H32 O6,NA,C28 H32 O6,C28 H32 O6,1.5013617,Dulciol A,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.476_465.22755,C28 H32 O6,NA,C28 H32 O6,C28 H32 O6,1.444391,Garcinone E,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.494_465.15514,C19 H24 N6 O6 S,NA,C26 H24 O8,NA,NA,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.504_332.22200,C20 H29 N O3,NA,C20 H29 N O3,C20 H29 N O3,2.2055655,Megastachine,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.504_332.22200,C20 H29 N O3,NA,C20 H29 N O3,C20 H29 N O3,1.6398321,"2-[Octahydro-4,7-dimethyl-1-oxocyclopenta[c]pyran-3-yl]nepetalactam",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.524_399.14393,C14 H28 N2 O7 P2,NA,C22 H22 O7,C15 H22 N6 O5 S,3.8637457,S-adenosylmethionine,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.524_399.14393,C14 H28 N2 O7 P2,NA,C22 H22 O7,C22 H22 O7,1.7526209,5'-Methoxycurcumin,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.524_399.14393,C14 H28 N2 O7 P2,NA,C22 H22 O7,C22 H22 O7,1.7137864,Deoxypodophyllotoxin,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.528_413.15957,C23 H24 O7,NA,C23 H24 O7,C23 H24 O7,1.446776,Garcimangosone C,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.569_415.21170,C17 H30 N6 O4 S,NA,C24 H30 O6,C24 H30 O6,1.643328,Asperbiphenyl,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.569_415.21170,C17 H30 N6 O4 S,NA,C24 H30 O6,C24 H30 O6,1.6376121,"(3-Formyl-2a-methoxy-6,6,7b-trimethyl-1,2,4a,5,7,7a-hexahydrocyclobuta[e]inden-2-yl) 2,4-dihydroxy-6-methylbenzoate",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.569_415.21170,C17 H30 N6 O4 S,NA,C24 H30 O6,C24 H30 O6,1.6328907,Armillaripin,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.588_219.21072,C16 H26,NA,C16 H26,C16 H26,1.6403561,"(3E,7Z)-4,8,12-Trimethyltrideca-1,3,7,11-tetraene",TRUE,TRUE,TRUE,keeping sirius,61.11,na,"(1Z,5Z)-1,5,10-trimethyl-8-propan-2-ylidenecyclodeca-1,5-diene",C16 H26,L3.3
FT_19.588_219.21072,C16 H26,NA,C16 H26,C16 H26,1.6397516,"1,2-Dimethyl-4-(6-methyl-4-heptenyl)-1,3-cyclohexadiene",TRUE,TRUE,TRUE,keeping sirius,61.11,na,"(1Z,5Z)-1,5,10-trimethyl-8-propan-2-ylidenecyclodeca-1,5-diene",C16 H26,L3.3
FT_19.589_237.22128,C16 H28 O,NA,C16 H28 O,C16 H28 O,1.6302822,"3-(5,5,6-Trimethylbicyclo[2.2.1]hept-2-yl)cyclohexanol",TRUE,TRUE,TRUE,keeping sirius,64.81,na,Cyclohexadec-8-en-1-one,C16 H28 O,L3.3
FT_19.589_237.22128,C16 H28 O,NA,C16 H28 O,C16 H28 O,1.5428855,Ambrox,TRUE,TRUE,TRUE,keeping sirius,64.81,na,Cyclohexadec-8-en-1-one,C16 H28 O,L3.3
FT_19.589_273.24230,C16 H32 O3,NA,C16 H32 O3,C16 H32 O3,1.6454868,3-Hydroxyhexadecanoic acid,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",70.25,na,16-Hydroxyhexadecanoic acid,C16 H32 O3,L3.3
FT_19.589_273.24230,C16 H32 O3,NA,C16 H32 O3,C16 H32 O3,1.6454868,(R)-beta-hydroxypalmitic acid,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",70.25,na,16-Hydroxyhexadecanoic acid,C16 H32 O3,L3.3
FT_19.589_273.24230,C16 H32 O3,NA,C16 H32 O3,C16 H32 O3,1.60686,8-Hydroxyhexadecanoic acid,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",70.25,na,16-Hydroxyhexadecanoic acid,C16 H32 O3,L3.3
FT_19.591_369.24246,C24 H32 O3,NA,C24 H32 O3,NA,NA,NA,TRUE,FALSE,FALSE,na,na,yes,no name,C24 H32 O3,L4.1
FT_19.593_351.23192,C16 H34 N2 O4 S,NA,C24 H30 O2,C21 H31 F O3,1.599625,5alpha-Androstane-2beta-fluoro-17beta-ol-3-one acetate,FALSE,FALSE,FALSE,na,60.27,na,"3,5-Dihydroxy-4-geranylbibenzyl",C24H30O2,L3.3
FT_19.593_351.23192,C16 H34 N2 O4 S,NA,C24 H30 O2,C21 H31 F O3,1.599625,"(2alpha,5alpha,17beta)-17-(Acetyloxy)-2-fluoro-androstan-3-one",FALSE,FALSE,FALSE,na,60.27,na,"3,5-Dihydroxy-4-geranylbibenzyl",C24H30O2,L3.3
FT_19.593_351.23192,C16 H34 N2 O4 S,NA,C24 H30 O2,C21 H31 F O3,1.4704043,"6beta-Fluoro-5alpha-hydroxypregnane-3,20-dione",FALSE,FALSE,FALSE,na,60.27,na,"3,5-Dihydroxy-4-geranylbibenzyl",C24H30O2,L3.3
FT_19.595_413.19593,C16 H34 N2 O6 P2,NA,C24 H28 O6,C25 H24 N4 O2,1.9713384,Bisindolylmaleimide i,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.595_413.19593,C16 H34 N2 O6 P2,NA,C24 H28 O6,C24 H28 O6,1.6151229,"(9E,11S,12S)-6,11-dihydroxy-7-(hydroxymethyl)-16-methyl-12-pentyl-2,13-dioxatricyclo[13.3.1.03,8]nonadeca-1(19),3(8),4,6,9,15,17-heptaen-14-one",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.595_413.19593,C16 H34 N2 O6 P2,NA,C24 H28 O6,C21 H32 O6 S,1.5491465,17-Hydroxypregnenolone sulfate,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.613_461.23019,C19 H29 N10 O2 P,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.618_481.18598,C28 H24 N4 O4,NA,C27 H28 O8,NA,NA,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.620_513.21161,C32 H34 O2 P2,NA,NA,C28 H32 O9,1.6660599,Territrem D,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.620_513.21161,C32 H34 O2 P2,NA,NA,C28 H32 O9,1.5133489,"5,18-Dihydroxy-1,14,21,25-tetramethyl-4,20,23-trioxaheptacyclo[20.3.1.12,5.03,18.03,21.06,15.09,14]heptacosa-8,10-diene-13,19,24,27-tetrone",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.620_513.21161,C32 H34 O2 P2,NA,NA,C28 H32 O9,1.4492091,Citrifuran D,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.637_339.14403,C17 H22 O7,NA,C17 H22 O7,C17 H22 O7,2.7701652,15-Acetyl-4-deoxynivalenol,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.637_339.14403,C17 H22 O7,NA,C17 H22 O7,C17 H22 O7,2.737312,Acetyldeoxynivalenol,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.637_339.14403,C17 H22 O7,NA,C17 H22 O7,C20 H20 N O4+,2.6196537,Jatrorrhizine,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_19.637_449.19610,C27 H28 O6,NA,C27 H28 O6,C27 H28 O6,1.6491129,Lonchocarpenin,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.637_449.19610,C27 H28 O6,NA,C27 H28 O6,C27 H28 O6,1.6488391,aspulvinone D,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.637_449.19610,C27 H28 O6,NA,C27 H28 O6,C27 H28 O6,1.6481695,Aspulvinone O,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_19.651_499.19624,C21 H39 O7 P S2,NA,C27 H30 O9,C27 H30 O9,1.6498747,Dehydroaustin,FALSE,FALSE,TRUE,na,na,na,Dehydroaustin,C27 H30 O9,L3.3
FT_19.651_499.19624,C21 H39 O7 P S2,NA,C27 H30 O9,C27 H30 O9,1.6498747,"[(2S)-2,2',2',9,13-pentamethyl-6,16-dimethylidene-6',11,15-trioxospiro[10,14,17-trioxapentacyclo[7.6.1.17,12.01,12.02,7]heptadecane-5,3'-pyran]-8-yl] acetate",FALSE,FALSE,TRUE,na,na,na,Dehydroaustin,C27 H30 O9,L3.3
