FeatureID,Formula_CD,Potential_fragment,Formula_sirius,cd_vs_sirius,Notes_name,Sirius_structure_percentage,Final_name,Keep_formula,use_Sirius_class,Final_annotation_comment
FT_1.233_525.21344,C22 H34 N6 O7 S,NA,NA,FALSE,,,no name,C22 H34 N6 O7 S,,L4.3
FT_1.240_495.16651,C19 H34 N2 O9 P2,NA,C27 H28 O9,FALSE,na,na,na,C27 H28 O9,yes,L4.3
FT_1.250_339.19997,C19 H32 O3 S,NA,C15 H32 O8,FALSE,na,na,na,C15 H32 O8,yes,L4.3
FT_1.237_249.11303,C14 H18 O4,NA,C14 H18 O4,TRUE,na,na,na,C14 H18 O4,yes,L4.1
FT_1.238_429.11936,C22 H22 O9,NA,C22 H22 O9,TRUE,na,na,na,C22 H22 O9,yes,L4.1
FT_1.254_409.12952,C18 H19 N8 O2 P,NA,C23 H22 O7,FALSE,na,na,na,C23 H22 O7,yes,L4.3
FT_1.241_195.02996,C9 H8 O5,NA,C9 H8 O5,TRUE,na,na,na,na,na,delete
FT_1.242_451.17735,C26 H28 O7,NA,C26 H28 O7,TRUE,na,na,na,na,na,delete
FT_1.242_497.18200,C27 H30 O9,NA,C27 H30 O9,TRUE,na,na,na,C27 H30 O9,yes,L4.1
FT_1.244_275.05607,C15 H16 O S2,NA,NA,FALSE,,,no name,C15 H16 O S2,,L4.3
FT_1.244_421.12991,C9 H28 N8 O5 P2 S,NA,C24 H22 O7,FALSE,na,na,na,na,na,delete
FT_1.245_261.11298,C15 H18 O4,NA,C15 H18 O4,TRUE,na,na,na,C15 H18 O4,yes,L4.1
FT_1.246_319.15525,C18 H24 O5,NA,C18 H24 O5,TRUE,na,na,na,C18 H24 O5,yes,L4.1
FT_1.246_357.26494,C20 H38 O5,NA,C20 H38 O5,TRUE,na,na,na,C20 H38 O5,yes,L4.1
FT_1.246_405.19212,C17 H31 Cl N4 O5,NA,C22 H30 O7,FALSE,na,na,na,na,na,delete
FT_1.248_291.08763,C15 H16 O6,NA,C15 H16 O6,TRUE,na,na,na,na,na,delete
FT_1.250_233.04553,C12 H10 O5,NA,C12 H10 O5,TRUE,"formula match, name sirius",82.13,Hexaketide pyrone,C12 H10 O5,na,L3.3
FT_1.267_399.21817,C18 H33 N4 O4 P,NA,C24 H32 O5,FALSE,na,na,na,C24 H32 O5,yes,L4.3
FT_1.250_479.20820,C22 H28 N10 O S,NA,C28 H32 O7,FALSE,na,na,na,na,na,delete
FT_1.251_479.13546,C20 H20 N10 O3 S,NA,C26 H24 O9,FALSE,na,na,na,na,na,delete
FT_1.251_511.16109,C20 H33 O13 P,NA,NA,FALSE,,,,,,delete
FT_1.253_251.09247,C13 H16 O5,NA,C13 H16 O5,TRUE,na,na,na,C13 H16 O5,yes,L4.1
FT_1.268_397.20232,C18 H31 N4 O4 P,NA,C21 H34 O5 S,FALSE,na,na,na,C21 H34 O5 S,yes,L4.3
FT_1.254_419.20809,NA,NA,NA,TRUE,,,,,,delete
FT_1.254_437.16094,C25 H26 O7,NA,C25 H26 O7,TRUE,na,na,na,na,na,delete
FT_1.254_489.13999,NA,NA,NA,TRUE,,,,,,delete
FT_1.255_513.17666,C22 H27 N8 O5 P,NA,C27 H30 O10,FALSE,na,na,na,na,na,delete
FT_1.257_491.19164,C22 H39 O6 P3,NA,NA,FALSE,"formula in red, don't trust",,no name,no formula,,L5
FT_1.261_467.17135,C26 H28 O8,NA,C26 H28 O8,TRUE,na,na,na,C26 H28 O8,yes,L4.1
FT_1.262_351.21797,C13 H32 N6 O3 S,NA,C20 H32 O5,FALSE,na,na,na,na,na,delete
FT_1.264_413.16172,C16 H26 N6 O5 S,NA,C23 H26 O7,FALSE,na,na,na,na,na,delete
FT_1.264_481.15056,C26 H26 O9,NA,C26 H26 O9,TRUE,na,na,na,na,na,delete
FT_1.264_481.15057,C25 H24 O7,NA,C25 H24 O7,TRUE,na,na,na,C25 H24 O7,YES,L4.1
FT_1.264_493.18725,C28 H30 O8,NA,NA,FALSE,,,no name,C28 H30 O8,,L4.3
FT_1.276_497.14575,C20 H37 O6 P3 S,NA,C26 H26 O10,FALSE,na,na,na,C26 H26 O10,yes,L4.3
FT_1.267_427.14013,C23 H24 O8,NA,C23 H24 O8,TRUE,na,na,na,C23 H24 O8,YES,L4.1
FT_1.268_321.09818,C16 H18 O7,NA,C16 H18 O7,TRUE,na,na,na,na,na,delete
FT_1.285_379.11892,C23 H16 N4 O2,NA,C22 H20 O6,FALSE,na,na,na,C22 H20 O6,yes,L4.3
FT_1.271_525.17657,C28 H30 O10,NA,C28 H30 O10,TRUE,na,na,na,C28 H30 O10,YES,L4.1
FT_1.271_525.24919,C30 H38 O8,NA,C30 H38 O8,TRUE,na,na,na,C30 H38 O8,YES,L4.1
FT_1.271_531.18693,C19 H38 N2 O11 P2,NA,NA,FALSE,,,no name,C19 H38 N2 O11 P2,,L4.3
FT_1.273_347.11378,C18 H20 O7,NA,C18 H20 O7,TRUE,na,na,na,C18 H20 O7,YES,L4.1
FT_1.273_409.09357,C13 H23 N4 O7 P S,NA,C22 H18 O8,FALSE,na,na,na,na,na,delete
FT_1.273_483.13102,C17 H25 N8 O5 P S,NA,C25 H24 O10,FALSE,na,na,na,na,na,delete
FT_1.276_497.14572,C26 H28 O3 S2,NA,C25 H24 O8,FALSE,na,na,na,na,na,delete
FT_1.294_495.20267,C29 H28 N4 O4,NA,C24 H28 N6 O6,FALSE,na,na,na,C24 H28 N6 O6,yes,L4.3
FT_1.277_411.10877,C23 H16 N4 O4,NA,C22 H20 O8,FALSE,"sirius structure, low intensity",80.17,"6-acetyl-13-hydroxy-16,17-dimethoxy-2,7,20-trioxapentacyclo[11.8.0.0^{3,11}.0^{4,8}.0^{14,19}]henicosa-3,8,10,14(19),15,17-hexaen-12-one",C22 H20 O8,na,L3.3
FT_1.284_309.09815,C12 H10 N10 O,NA,NA,FALSE,,,no name,C12 H10 N10 O,,L4.3
FT_1.284_399.14524,C14 H30 N2 O7 P2,NA,C22 H24 O7,FALSE,na,na,na,na,na,delete
FT_1.284_499.19780,C27 H32 O9,NA,C27 H32 O9,TRUE,na,na,na,na,na,delete
FT_1.285_377.12507,NA,NA,NA,TRUE,,,no name,no formula,,L5
FT_1.295_465.11930,C26 H26 O4 S2,NA,C25 H22 O9,FALSE,na,na,na,C25 H22 O9,yes,L4.3
FT_1.285_387.21811,C23 H32 O5,NA,C23 H32 O5,TRUE,na,na,na,C23 H32 O5,YES,L4.1
FT_1.285_467.20745,C27 H32 O7,NA,C27 H32 O7,TRUE,na,na,na,C27 H32 O7,YES,L4.1
FT_1.297_311.11391,C16 H16 N4 O3,NA,C15 H20 O7,FALSE,na,na,na,C15 H20 O7,yes,L4.3
FT_1.286_373.09304,C19 H18 O8,NA,C19 H18 O8,TRUE,"formula match, name sirius",80.62,Clinopodic Acid B,C19 H18 O8,na,L3.3
FT_1.287_359.07738,C18 H16 O8,NA,C18 H16 O8,TRUE,"formula match, name sirius",86.42,(R)-rosmarinate,C18 H16 O8,na,L3.3
FT_1.288_285.11331,C17 H18 O4,NA,C17 H18 O4,TRUE,na,na,na,C17 H18 O4,YES,L4.1
FT_1.288_545.16573,C26 H43 P S5,NA,NA,FALSE,,,no name,C26 H43 P S5,,L4.3
FT_1.289_359.11411,C20 H16 N4 O3,NA,C19 H20 O7,FALSE,na,na,na,na,na,delete
FT_1.289_685.22874,C25 H39 N10 O9 P S,NA,NA,FALSE,,,no name,C25 H39 N10 O9 P S,,L4.3
FT_1.290_311.16868,C17 H28 O3 S,NA,C17 H28 O3 S,TRUE,na,na,na,C17 H28 O3 S,YES,L4.1
FT_1.290_385.20224,C23 H30 O5,NA,C23 H30 O5,TRUE,na,na,na,C23 H30 O5,YES,L4.1
FT_1.291_237.07697,C12 H14 O5,NA,C12 H14 O5,TRUE,na,na,na,C12 H14 O5,YES,L4.1
FT_1.291_305.06679,C15 H14 O7,NA,C15 H14 O7,TRUE,na,na,na,C15 H14 O7,YES,L4.1
FT_1.291_423.10895,C23 H20 O8,NA,C23 H20 O8,TRUE,na,na,na,C23 H20 O8,YES,L4.1
FT_1.292_295.08236,C13 H14 O5,NA,C13 H14 O5,TRUE,na,na,na,C13 H14 O5,YES,L4.1
FT_1.293_267.08754,C13 H16 O6,NA,C13 H16 O6,TRUE,na,na,na,C13 H16 O6,YES,L4.1
FT_1.293_281.10314,C13 H16 O4,NA,C13 H16 O4,TRUE,na,na,na,C13 H16 O4,YES,L4.1
FT_1.293_511.19753,C22 H28 N10 O3 S,NA,NA,FALSE,,,,,,delete
FT_1.294_281.10314,C14 H18 O6,NA,C14 H18 O6,TRUE,na,na,na,C14 H18 O6,YES,L4.1
FT_1.294_287.22287,C16 H32 O4,NA,C16 H32 O4,TRUE,na,na,na,na,na,delete
FT_1.300_393.13452,C24 H18 N4 O2,NA,C23 H22 O6,FALSE,na,na,na,C23 H22 O6,yes,L4.3
FT_1.306_415.21323,C18 H33 N4 O5 P,NA,C24 H32 O6,FALSE,na,na,na,C24 H32 O6,yes,L4.3
FT_1.296_319.08281,C16 H16 O7,NA,C16 H16 O7,TRUE,na,na,na,na,na,delete
FT_1.296_357.17100,C21 H26 O5,NA,C21 H26 O5,TRUE,na,na,na,C21 H26 O5,YES,L4.1
FT_1.297_239.05629,C12 H16 O S2,NA,NA,FALSE,,,no name,C12 H16 O S2,,L4.3
FT_1.306_495.13006,C23 H24 N6 O3 S2,NA,C26 H24 O10,FALSE,na,na,na,C26 H24 O10,yes,L4.3
FT_1.297_333.09825,C17 H18 O7,NA,C17 H18 O7,TRUE,na,na,na,C17 H18 O7,YES,L4.1
FT_1.298_355.15506,C21 H24 O5,NA,C21 H24 O5,TRUE,na,na,na,C21 H24 O5,YES,L4.1
FT_1.298_395.15023,C23 H24 O6,NA,C23 H24 O6,TRUE,na,na,na,C23 H24 O6,YES,L4.1
FT_1.299_369.13444,C21 H22 O6,NA,C21 H22 O6,TRUE,na,na,na,na,na,delete
FT_1.300_219.02975,C11 H8 O5,NA,C11 H8 O5,TRUE,na,na,na,C11 H8 O5,YES,L4.1
FT_1.300_263.05622,C12 H10 O4,NA,C12 H10 O4,TRUE,"formula match, name sirius",81.4,8-Acetyl-7-deuteriooxy-4-methylchromen-2-one,C12 H10 O4,na,L3.3
FT_1.312_479.17134,C21 H39 O4 P3 S,NA,C27 H28 O8,FALSE,na,na,na,C27 H28 O8,yes,L4.3
FT_1.301_263.05623,C13 H12 O6,NA,C13 H12 O6,TRUE,na,na,na,C13 H12 O6,YES,L4.1
FT_1.301_383.18654,C23 H28 O5,NA,C23 H28 O5,TRUE,na,na,na,C23 H28 O5,YES,L4.1
FT_1.301_711.24351,C40 H40 O12,NA,NA,FALSE,,,,,,delete
FT_1.303_151.04002,C8 H8 O3,NA,C8 H8 O3,TRUE,na,na,na,na,na,delete
FT_1.303_563.22840,C38 H33 N2 O P,NA,NA,FALSE,,,no name,C38 H33 N2 O P,,L4.3
FT_1.313_415.24926,C19 H37 N4 O4 P,NA,C25 H36 O5,FALSE,na,na,na,C25 H36 O5,yes,L4.3
FT_1.315_429.22855,C19 H35 N4 O5 P,NA,C25 H34 O6,FALSE,na,na,na,C25 H34 O6,yes,L4.3
FT_1.306_505.18822,C18 H36 N8 O P2 S2,NA,NA,FALSE,,,no name,C18 H36 N8 O P2 S2,,L4.3
FT_1.307_247.06142,C13 H12 O5,NA,C13 H12 O5,TRUE,na,na,na,C13 H12 O5,YES,L4.1
FT_1.308_327.16034,C20 H24 O4,NA,C20 H24 O4,TRUE,na,na,na,C20 H24 O4,YES,L4.1
FT_1.308_341.13945,C20 H22 O5,NA,C20 H22 O5,TRUE,na,na,na,na,na,delete
FT_1.308_343.15527,C20 H24 O5,NA,C20 H24 O5,TRUE,na,na,na,C20 H24 O5,YES,L4.1
FT_1.310_427.21304,C25 H32 O6,NA,C25 H32 O6,TRUE,na,na,na,C25 H32 O6,YES,L4.1
FT_1.311_441.19213,C25 H30 O7,NA,C25 H30 O7,TRUE,na,na,na,na,na,delete
FT_1.312_273.13465,C14 H26 O S2,NA,NA,FALSE,,,no name,C14 H26 O S2,,L4.3
FT_1.322_431.13506,C23 H28 O4 S2,NA,C22 H24 O9,FALSE,na,na,na,C22 H24 O9,yes,L4.3
FT_1.322_445.11422,C19 H22 N6 O3 S2,NA,C22 H22 O10,FALSE,na,na,na,C22 H22 O10,yes,L4.3
FT_1.314_537.21302,C35 H30 N4 S,NA,NA,FALSE,,,no name,C35 H30 N4 S,,L4.3
FT_1.315_319.15528,C18 H24 O5,NA,C18 H24 O5,TRUE,na,na,na,C18 H24 O5,YES,L4.1
FT_1.328_437.12457,C19 H19 N8 O3 P,NA,C24 H22 O8,FALSE,na,na,na,C24 H22 O8,yes,L4.3
FT_1.316_427.10384,C14 H26 N2 O9 P2,NA,C22 H20 O9,FALSE,na,na,na,na,na,delete
FT_1.320_271.15503,C14 H24 O5,NA,NA,FALSE,,,no name,C14 H24 O5,,L4.3
FT_1.321_457.11446,C15 H28 N2 O10 P2,NA,NA,FALSE,,,no name,C15 H28 N2 O10 P2,,L4.3
FT_1.321_467.17130,C26 H28 O8,NA,C26 H28 O8,TRUE,na,na,na,C26 H28 O8,YES,L4.1
FT_1.322_175.03986,C10 H8 O3,NA,NA,FALSE,,,,,,delete
FT_1.332_517.20787,C22 H31 N8 O5 P,NA,C27 H34 O10,FALSE,na,na,na,C27 H34 O10,yes,L4.3
FT_1.334_485.18203,C27 H26 N4 O5,NA,C26 H30 O9,FALSE,na,na,na,C26 H30 O9,yes,L4.3
FT_1.324_321.06223,C14 H12 O6,NA,C11 H16 O6 S,FALSE,na,na,na,na,na,delete
FT_1.327_325.14472,C20 H22 O4,NA,C20 H22 O4,TRUE,na,na,na,C20 H22 O4,YES,L4.1
FT_1.336_383.15002,C16 H20 N10 S,NA,C22 H24 O6,FALSE,na,na,na,C22 H24 O6,yes,L4.3
FT_1.328_469.18817,C27 H26 N4 O4,NA,C26 H30 O8,FALSE,na,na,na,na,na,delete
FT_1.330_425.08821,C22 H18 O9,NA,C22 H18 O9,TRUE,na,na,na,C22 H18 O9,YES,L4.1
FT_1.332_169.08703,C9 H14 O3,NA,C9 H14 O3,TRUE,na,na,na,C9 H14 O3,YES,L4.1
FT_1.338_513.21351,C20 H40 N2 O9 P2,NA,C28 H34 O9,FALSE,na,na,na,C28 H34 O9,yes,L4.3
FT_1.339_481.11549,C20 H27 N4 O4 P S2,NA,C25 H22 O10,FALSE,na,na,na,C25 H22 O10,yes,L4.3
FT_1.335_199.09780,C10 H16 O4,NA,C10 H16 O4,TRUE,na,na,na,C10 H16 O4,YES,L4.1
FT_1.335_499.23428,C20 H40 N2 O10 S,NA,C28 H36 O8,FALSE,na,na,na,na,na,delete
FT_1.342_499.12488,C26 H28 O6 S2,NA,C25 H24 O11,FALSE,na,na,na,C25 H24 O11,yes,L4.3
FT_1.337_381.13431,C22 H22 O6,NA,C22 H22 O6,TRUE,na,na,na,C22 H22 O6,YES,L4.1
FT_1.337_533.18236,C20 H41 O10 P3,NA,NA,FALSE,,,no name,C20 H41 O10 P3,,L4.3
FT_1.343_411.18174,C18 H29 N4 O5 P,NA,C24 H28 O6,FALSE,na,na,na,C24 H28 O6,yes,L4.3
FT_1.348_343.11892,C12 H20 N6 O4 S,NA,C19 H20 O6,FALSE,na,na,na,C19 H20 O6,yes,L4.3
FT_1.340_713.26015,C47 H35 N6 P,NA,NA,FALSE,,,no name,C47 H35 N6 P,,L4.3
FT_1.341_319.11885,C17 H20 O6,NA,C17 H20 O6,TRUE,"formula match, name sirius",96.68,mycophenolate,C17 H20 O6,YES,L3.3
FT_1.341_427.17662,C24 H28 O7,NA,C24 H28 O7,TRUE,na,na,na,C24 H28 O7,yes,L4.1
FT_1.342_181.08697,C10 H14 O3,NA,C10 H14 O3,TRUE,"formula match, name sirius",80.57,dihydroconiferyl alcohol,C10 H14 O3,yes,L3.3
FT_1.349_525.21326,C30 H30 N4 O5,NA,C29 H34 O9,FALSE,na,na,na,C29 H34 O9,yes,L4.3
FT_1.343_409.12946,C23 H22 O7,fragment,C23 H22 O7,TRUE,"formula match, name sirius",81.07,Rotenalone,C23 H22 O7,,L3.3
FT_1.352_411.10878,C16 H21 N4 O7 P,NA,C22 H20 O8,FALSE,na,na,na,C22 H20 O8,yes,L4.3
FT_1.343_429.11941,C22 H22 O9,NA,C22 H22 O9,TRUE,na,na,na,C22 H22 O9,YES,L4.1
FT_1.344_469.25995,C28 H38 O6,NA,C28 H38 O6,TRUE,na,na,na,C28 H38 O6,YES,L4.1
FT_1.344_495.16626,C27 H28 O9,NA,C27 H28 O9,TRUE,na,na,na,C27 H28 O9,YES,L4.1
FT_1.345_541.17167,C29 H36 O4 P2 S,NA,C28 H30 O11,FALSE,na,na,na,na,na,delete
FT_1.356_421.09320,C24 H14 N4 O4,NA,C23 H18 O8,FALSE,na,na,na,C23 H18 O8,yes,L4.3
FT_1.349_255.16010,C14 H24 O4,NA,NA,FALSE,,,no name,C14 H24 O4,,L4.3
FT_1.349_483.20246,C27 H32 O8,NA,C27 H32 O8,TRUE,na,na,na,C27 H32 O8,YES,L4.1
FT_1.356_447.23908,C19 H37 N4 O6 P,NA,C22 H40 O7 S,FALSE,na,na,na,C22 H40 O7 S,yes,L4.3
FT_1.350_497.18276,C27 H30 O9,NA,C27 H30 O9,TRUE,na,na,na,na,na,delete
FT_1.357_465.19223,C18 H35 N4 O6 P S,NA,C27 H30 O7,FALSE,na,na,na,C27 H30 O7,yes,L4.3
FT_1.353_345.17093,C20 H26 O5,NA,C20 H26 O5,TRUE,na,na,na,na,na,delete
FT_1.354_313.14494,C19 H22 O4,NA,C19 H22 O4,TRUE,na,na,na,na,na,delete
FT_1.355_455.17253,C27 H20 N8,NA,NA,FALSE,,,,,,delete
FT_1.356_395.11391,C22 H20 O7,NA,C22 H20 O7,TRUE,na,na,na,C22 H20 O7,YES,L4.1
FT_1.362_495.20089,C22 H43 O4 P3 S,NA,C28 H32 O8,FALSE,na,na,na,C28 H32 O8,yes,L4.3
FT_1.363_443.09955,C17 H25 N4 O4 P S2,NA,C22 H20 O10,FALSE,na,na,na,C22 H20 O10,yes,L4.3
FT_1.357_453.12033,C20 H28 N2 O4 P2 S,NA,C24 H22 O9,FALSE,na,na,na,na,na,delete
FT_1.365_483.16688,C21 H25 N8 O4 P,NA,C26 H28 O9,FALSE,na,na,na,C26 H28 O9,yes,L4.3
FT_1.361_399.25398,C25 H36 O4,NA,NA,FALSE,,,no name,C25 H36 O4,,L4.3
FT_1.366_453.15591,C26 H22 N4 O4,NA,C25 H26 O8,FALSE,na,na,na,C25 H26 O8,yes,L4.3
FT_1.362_513.14076,C20 H37 O7 P3 S,NA,C26 H26 O11,FALSE,na,na,na,na,na,delete
FT_1.369_497.25494,C23 H39 N4 O6 P,NA,C29 H38 O7,FALSE,na,na,na,C29 H38 O7,yes,L4.3
FT_1.363_441.15646,C24 H26 O8,NA,C24 H26 O8,TRUE,na,na,na,na,na,delete
FT_1.373_477.15607,C19 H32 N2 O8 P2,NA,C27 H26 O8,FALSE,na,na,na,C27 H26 O8,yes,L4.3
FT_1.364_485.29102,C29 H42 O6,NA,C29 H42 O6,TRUE,na,na,na,C29 H42 O6,YES,L4.1
FT_1.378_487.27051,C22 H41 N4 O6 P,NA,C28 H40 O7,FALSE,na,na,na,C28 H40 O7,yes,L4.3
FT_1.366_331.11917,C18 H20 O6,NA,C18 H20 O6,TRUE,na,na,na,C18 H20 O6,YES,L4.1
FT_1.379_411.21792,C18 H32 N6 O3 S,NA,C25 H32 O5,FALSE,na,na,na,C25 H32 O5,yes,L4.3
FT_1.367_295.08240,C14 H16 O7,NA,C14 H16 O7,TRUE,na,na,na,C14 H16 O7,YES,L4.1
FT_1.368_179.07147,C10 H12 O3,NA,C10 H12 O3,TRUE,na,na,na,C10 H12 O3,YES,L4.1
FT_1.368_425.12456,C23 H22 O8,NA,C23 H22 O8,TRUE,"formula match, name sirius",90.57,villosinol,C23 H22 O8,na,L3.3
FT_1.368_451.13998,C25 H24 O8,NA,C25 H24 O8,TRUE,na,na,na,C25 H24 O8,YES,L4.1
FT_1.369_265.07184,C14 H10 N4 O2,NA,NA,FALSE,,,no name,C14 H10 N4 O2,,L4.3
FT_1.369_403.21305,C23 H32 O6,NA,C23 H32 O6,TRUE,na,na,na,C23 H32 O6,YES,L4.1
FT_1.380_439.14010,C18 H25 N4 O7 P,NA,C24 H24 O8,FALSE,na,na,na,C24 H24 O8,yes,L4.3
FT_1.370_399.18175,C23 H28 O6,NA,C23 H28 O6,TRUE,na,na,na,C23 H28 O6,YES,L4.1
FT_1.381_485.25517,C29 H34 N4 O3,NA,C28 H38 O7,FALSE,na,na,na,C28 H38 O7,yes,L4.3
FT_1.374_305.13983,NA,NA,NA,TRUE,,,,,,delete
FT_1.374_425.16098,C24 H26 O7,NA,C24 H26 O7,TRUE,na,na,na,na,na,delete
FT_1.376_291.08756,C8 H16 N6 O4 S,NA,C15 H16 O6,FALSE,keep sirius name,87.88,Lachnone C,C15 H16 O6,yes,L3.3
FT_1.376_291.08757,C14 H14 O4,NA,C14 H14 O4,TRUE,na,na,na,C14 H14 O4,YES,L4.1
FT_1.376_401.12467,C21 H22 O8,NA,C21 H22 O8,TRUE,na,na,na,C21 H22 O8,YES,L4.1
FT_1.377_701.25927,C39 H42 O12,NA,NA,FALSE,,,no name,C39 H42 O12,,L4.3
FT_1.393_371.15016,C13 H30 N2 O6 P2,NA,C21 H24 O6,FALSE,na,na,na,C21 H24 O6,yes,L4.3
FT_1.394_423.14534,C25 H20 N4 O3,NA,C24 H24 O7,FALSE,na,na,na,C24 H24 O7,yes,L4.3
FT_1.379_509.18182,C19 H35 N4 O8 P S,NA,NA,FALSE,,,,,,delete
FT_1.395_399.21801,C16 H38 N2 O5 P2,NA,C24 H32 O5,FALSE,na,na,na,C24 H32 O5,yes,L4.3
FT_1.402_237.07710,C7 H11 N8 P,NA,C12 H14 O5,FALSE,na,na,na,C12 H14 O5,yes,L4.3
FT_1.382_321.09818,C15 H16 O5,fragment,C15 H16 O5,TRUE,na,na,na,C15 H16 O5,na,L4.1
FT_1.382_371.18649,C22 H28 O5,NA,C22 H28 O5,TRUE,na,na,na,C22 H28 O5,YES,L4.1
FT_1.382_453.19203,C26 H30 O7,NA,C26 H30 O7,TRUE,na,na,na,C26 H30 O7,YES,L4.1
FT_1.383_279.08746,C14 H16 O6,NA,C14 H16 O6,TRUE,na,na,na,na,na,delete
FT_1.383_445.22357,C17 H40 N2 O7 P2,NA,C25 H34 O7,FALSE,na,na,na,na,na,delete
FT_1.384_321.09819,C16 H18 O7,NA,C16 H18 O7,TRUE,na,na,na,C16 H18 O7,YES,L4.1
FT_1.384_483.23888,C28 H36 O7,NA,C28 H36 O7,TRUE,na,na,na,C28 H36 O7,YES,L4.1
FT_1.385_209.08175,C11 H14 O4,NA,C11 H14 O4,TRUE,na,na,na,C11 H14 O4,YES,L4.1
FT_1.385_401.19722,C23 H30 O6,NA,C23 H30 O6,TRUE,na,na,na,C23 H30 O6,YES,L4.1
FT_1.386_285.11333,C17 H18 O4,NA,C17 H18 O4,TRUE,na,na,na,C17 H18 O4,YES,L4.1
FT_1.387_283.15505,C15 H24 O5,NA,C15 H24 O5,TRUE,na,na,na,na,na,delete
FT_1.389_281.10324,C14 H18 O6,NA,C10 H14 N6 O4,FALSE,na,na,na,na,na,delete
FT_1.389_473.29108,C28 H42 O6,NA,C28 H42 O6,TRUE,na,na,na,C28 H42 O6,YES,L4.1
FT_1.390_513.14094,C17 H30 N2 O9 P2,NA,C25 H24 O9,FALSE,na,na,na,na,na,delete
FT_1.391_379.14004,NA,NA,NA,TRUE,,,,,,delete
FT_1.393_249.11310,C14 H18 O4,NA,C14 H18 O4,TRUE,na,na,na,C14 H18 O4,YES,L4.1
FT_1.403_469.15056,C22 H18 N10 O3,NA,C25 H26 O9,FALSE,na,na,na,C25 H26 O9,yes,L4.3
FT_1.407_395.15012,C17 H25 N4 O5 P,NA,C23 H24 O6,FALSE,na,na,na,C23 H24 O6,yes,L4.3
FT_1.395_347.11378,C11 H20 N6 O5 S,NA,C18 H20 O7,FALSE,na,na,na,na,na,delete
FT_1.408_481.15076,C21 H23 N8 O4 P,NA,C26 H26 O9,FALSE,na,na,na,C26 H26 O9,yes,L4.3
FT_1.397_233.08536,C10 H18 O4 S,NA,C10 H18 O4 S,TRUE,na,na,na,C10 H18 O4 S,YES,L4.1
FT_1.397_331.15563,C19 H24 O5,NA,C19 H24 O5,TRUE,na,na,na,na,na,delete
FT_1.397_333.20740,C20 H30 O4,NA,C20 H30 O4,TRUE,na,na,na,na,na,delete
FT_1.398_223.06096,C10 H10 O3,NA,NA,FALSE,,,,,,delete
FT_1.400_181.08699,C10 H14 O3,NA,C10 H14 O3,TRUE,na,na,na,C10 H14 O3,YES,L4.1
FT_1.400_377.16093,C21 H30 O2 S2,NA,C20 H26 O7,FALSE,na,na,na,na,na,delete
FT_1.400_399.07233,C17 H16 N6 O2 S2,NA,NA,FALSE,,,no name,C17 H16 N6 O2 S2,,L4.3
FT_1.413_417.22861,C18 H35 N4 O5 P,NA,C24 H34 O6,FALSE,na,na,na,C24 H34 O6,yes,L4.3
FT_1.402_525.17652,C28 H30 O10,NA,C28 H30 O10,TRUE,na,na,na,na,na,delete
FT_1.419_265.10821,C8 H19 N4 O4 P,NA,C14 H18 O5,FALSE,na,na,na,C14 H18 O5,yes,L4.3
FT_1.406_481.18639,C27 H30 O8,NA,C27 H30 O8,TRUE,na,na,na,C27 H30 O8,YES,L4.1
FT_1.407_281.06671,C13 H14 O7,NA,C13 H14 O7,TRUE,na,na,na,C13 H14 O7,YES,L4.1
FT_1.407_297.07691,C17 H14 O5,NA,C17 H14 O5,TRUE,na,na,na,C17 H14 O5,YES,L4.1
FT_1.407_369.13420,NA,NA,NA,TRUE,,,,,,delete
FT_1.422_415.24924,C19 H37 N4 O4 P,NA,C25 H36 O5,FALSE,na,na,na,C25 H36 O5,yes,L4.3
FT_1.407_413.19720,C24 H30 O6,NA,C24 H30 O6,TRUE,na,na,na,C24 H30 O6,YES,L4.1
FT_1.407_467.17123,C27 H32 O3 S2,NA,C26 H28 O8,FALSE,na,na,na,na,na,delete
FT_1.407_481.11420,C25 H22 O10,NA,C25 H22 O10,TRUE,na,na,na,C25 H22 O10,YES,L4.1
FT_1.408_389.19729,C15 H30 N6 O4 S,NA,NA,FALSE,,,,,,delete
FT_1.408_427.14016,C23 H24 O8,NA,C23 H24 O8,TRUE,na,na,na,C23 H24 O8,YES,L4.1
FT_1.433_431.13514,C17 H21 N8 O4 P,NA,C22 H24 O9,FALSE,na,na,na,C22 H24 O9,yes,L4.3
FT_1.409_385.16590,C22 H26 O6,NA,C22 H26 O6,TRUE,na,na,na,C22 H26 O6,YES,L4.1
FT_1.413_335.07758,C20 H18 O P2,NA,NA,FALSE,,,,,,delete
FT_1.434_279.12386,C9 H21 N4 O4 P,NA,C15 H20 O5,FALSE,na,na,na,C15 H20 O5,yes,L4.3
FT_1.413_429.22854,C25 H34 O6,NA,C25 H34 O6,TRUE,na,na,na,C25 H34 O6,YES,L4.1
FT_1.414_271.15491,C15 H28 S2,NA,NA,FALSE,,,no name,C15 H28 S2,,L4.3
FT_1.414_343.15521,C20 H24 O5,NA,C20 H24 O5,TRUE,na,na,na,C20 H24 O5,YES,L4.1
FT_1.415_263.05636,C13 H12 O6,NA,NA,FALSE,,,,,,delete
FT_1.415_529.17154,C27 H30 O11,NA,NA,FALSE,,,no name,C27 H30 O11,,L4.3
FT_1.417_183.10271,C10 H16 O3,NA,C10 H16 O3,TRUE,na,na,na,C10 H16 O3,YES,L4.1
