FeatureID,Name,Formula,Annotation MW,Calc. MW,# mzCloud Results,# mzVault Results,mzCloud Best Match,KEGG ID,Potential_fragment,Notes,Action_decision,Sirus_notes,Sirius_percentage,Sirius_name,Sirius_formula,CMMRT_name,CMMRT_formula,Correlation_duplicated annotations,Final_name,Final_formula,Final_decision
FT_11.968_401.15712,"5-(furan-3-yl)-1',9'-dihydroxy-12'-(hydroxymethyl)-6'-methyl-3'-oxaspiro[oxolane-3,7'-tricyclo[6.3.1.0â´,ÂaÂ?]dodecane]-2-one",C20 H26 O7,378.16785,400.14985,6,0,99,NA,NA,Adduct 21.98 DA,"low confidence, keep cmmrt",low confidence,na,na,na,"6-(1,3-Diphenylbut-3-en-2-yloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C22H24O7,0,"6-(1,3-Diphenylbut-3-en-2-yloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C22H24O7,L2
FT_12.026_251.09138,Citrinin,C13 H14 O5,250.08412,250.08411,3,0,74.7,C16765,NA,L2,L2,"same annotation, 68%",na,na,na,na,na,0,Citrinin,C13 H14 O5,L2
FT_12.109_207.09909,Senkyunolide H,C12 H16 O4,224.10486,206.09181,2,0,94.1,NA,NA,"Adduct -18 DA, duplicate",,"no results, keep cd",na,na,na,na,na,higher 0.9,Senkyunolide H,C12 H16 O4,L2
FT_12.148_227.08895,Biotin,C10 H16 N2 O3 S,244.08816,226.08168,3,0,68.6,NA,NA,Adduct -18 DA,check with sirius,"low confidence, keep CD",na,na,na,na,na,na,Biotin,C10 H16 N2 O3 S,L2
FT_12.160_193.04957,"7,8-Dihydroxy-4-methylcoumarin",C10 H8 O4,192.04226,192.04229,6,0,75.1,NA,NA,L2,L2,low quality peak,na,na,na,na,na,na,"7,8-Dihydroxy-4-methylcoumarin",C10 H8 O4,L2
FT_12.201_165.09102,4-Phenylbutyric acid,C10 H12 O2,164.08373,164.08375,2,0,86,NA,NA,L2,L2,similar sirius anotation,na,na,na,na,na,low,4-Phenylbutyric acid,C10 H12 O2,L2
FT_12.217_251.09140,Citrinin,C13 H14 O5,250.08412,250.08412,3,0,76.9,C16765,NA,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.218_179.03372,Esculetin,C9 H6 O4,178.02661,178.02644,1,0,90.1,C09263,NA,L2,L2,na,na,na,na,na,na,na,Esculetin,C9 H6 O4,L2
FT_12.244_248.16449,NP-017152,C13 H23 N O2,225.17288,247.15721,3,0,93.9,NA,NA,"Adduct 21.98 DA, bad quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.245_283.08124,2-{[2-(3-cyano-2-pyridinyl)hydrazino]carbonyl}benzoic acid,C14 H10 N4 O3,282.07529,282.07396,1,0,77.5,NA,NA,L2,L2,na,na,na,na,na,na,na,2-{[2-(3-cyano-2-pyridinyl)hydrazino]carbonyl}benzoic acid,C14 H10 N4 O3,L2
FT_12.246_177.09120,NP-014891,C11 H14 O3,194.09429,176.08392,1,0,62.7,NA,NA,"Adduct -18 DA, bad spectra",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.292_267.12266,4-oxododecanedioic acid,C12 H20 O5,244.13107,266.1154,4,0,71.6,NA,NA,"Adduct 21.98 DA, duplicated",na,na,na,na,na,na,na,na,4-oxododecanedioic acid,C12 H20 O5,L2
FT_12.302_297.13320,Deoxynivalenol,C15 H20 O6,296.12599,296.12592,1,0,67.1,C09747,NA,L2,L2,na,na,na,na,na,na,na,Deoxynivalenol,C15 H20 O6,L2
FT_12.311_223.06010,"4-(4-chlorophenoxy)-3,5-dimethyl-1H-pyrazole",C11 H11 Cl N2 O,222.05599,222.05283,3,0,72.3,NA,NA,halogenated,keep siriu,0,81.14,Saccharonol B,C11H10O5,na,na,na,Saccharonol B,C11H10O5,L2
FT_12.329_167.07030,Apocynin,C9 H10 O3,166.06299,166.06301,2,0,75.4,C11380,NA,L2,L2,"Different annotation, low confidence",na,na,na,na,na,low,Apocynin,C9 H10 O3,L2
FT_12.335_265.10701,NP-020363,C14 H18 O6,282.11034,264.09974,2,0,67.6,NA,NA,"Adduct -18.010 DA, low intensity",check with sirius,0,delete,delete,delete,delete,delete,higher 0.9,delete,delete,delete
FT_12.336_177.05463,4-Methylumbelliferone hydrate,C10 H8 O3,176.04734,176.04735,4,0,88,NA,NA,"L2, duplicated, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.344_207.13792,NP-007909,C13 H20 O3,224.14124,206.13064,1,0,79.5,NA,NA,"Adduct -18.010 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.347_169.12233,10-HDA,C10 H18 O3,186.12559,168.11503,2,0,72.8,NA,NA,"Adduct -18.010 DA,duplicate",na,na,na,na,na,na,na,low,10-HDA,C10 H18 O3,L2
FT_12.438_267.15908,NP-018534,C15 H22 O4,266.15181,266.15182,6,0,74.6,NA,NA,L2,L2,na,na,na,na,na,na,0.96,NP-018534,C15 H22 O4,L2
FT_12.452_383.13140,"2-[3-(tert-butyl)-1-(4-fluorobenzyl)-1H-pyrazol-5-yl]-5-(2-thienyl)-1,3,4-oxadiazole",C20 H19 F N4 O S,382.12636,382.12412,3,0,97.4,NA,NA,"halogenated, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.468_207.06517,Scoparone,C11 H10 O4,206.05791,206.05789,2,0,88.5,C09311,NA,L2,L2,na,na,na,na,na,na,na,Scoparone,C11 H10 O4,L2
FT_12.473_195.09912,NP-007994,C11 H16 O4,212.10486,194.09184,1,0,70.8,NA,NA,"Adduct -18.010 DA, bad spectra",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.481_293.09986,N-(Tetrahydrofuran-2-ylmethyl)quinoline-8-sulfonamide,C14 H16 N2 O3 S,292.08816,292.09258,1,0,62.4,NA,NA,"Adduct 15.13 ppm, bad quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.488_191.07028,3-(4-Methylbenzoyl)acrylic acid,C11 H10 O3,190.06299,190.063,2,0,71.5,NA,NA,L2,L2,na,na,na,na,na,na,na,3-(4-Methylbenzoyl)acrylic acid,C11 H10 O3,L2
FT_12.496_281.10195,N1-(1H-indol-4-yl)cyclohexane-1-carboxamide,C15 H18 N2 O,242.14191,280.09467,2,0,71.2,NA,NA,"Adduct 37.95 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.554_207.09914,Senkyunolide H,C12 H16 O4,224.10486,184.10994,2,0,74.6,NA,NA,"Adduct -40DA, duplicate","low confidence, keep CD ",na,na,na,na,na,na,higher 0.9,Senkyunolide H,C12 H16 O4,L2
FT_12.555_139.11173,Isophorone,C9 H14 O,138.10447,138.10445,1,0,75.9,C14743,NA,L2,L2,different annotation low confidence,na,na,na,na,na,0,Isophorone,C9 H14 O,L2
FT_12.560_169.04957,methyl 4-methyl-2-oxo-2H-pyran-6-carboxylate,C8 H8 O4,168.04226,168.04229,2,0,88.3,NA,NA,L2,L2,na,na,na,na,na,na,0,methyl 4-methyl-2-oxo-2H-pyran-6-carboxylate,C8 H8 O4,L2
FT_12.566_235.09649,NP-020205,C11 H16 O4,212.10486,234.08921,8,0,81.4,NA,NA,"Adduct 21.98 DA, bad quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.597_253.10696,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,230.11542,252.09968,3,0,83.5,NA,NA,"Adduct 21.98 DA, bad quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.610_177.05462,4-Methylumbelliferone hydrate,C10 H8 O3,176.04734,176.04735,4,0,98.1,NA,NA,"L2, duplicated",L2,"different annotation, 86%",na,na,na,na,na,0,4-Methylumbelliferone hydrate,C10 H8 O3,L2
FT_12.613_267.15909,NP-018534,C15 H22 O4,266.15181,266.15181,7,0,84.3,NA,NA,L2,L2,na,na,na,na,na,na,0.96,NP-018534,C15 H22 O4,L2
FT_12.639_207.06519,Scoparone,C11 H10 O4,206.05791,206.05791,2,0,86.9,C09311,NA,L2,L2,na,na,na,na,na,na,0,Scoparone,C11 H10 O4,L2
FT_12.665_251.09136,6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,C11 H16 O5,228.09977,250.08408,3,0,86.6,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.670_361.16231,Triptolide,C20 H24 O6,360.15729,360.15503,5,0,97.7,NA,NA,Adduct -6.26 ppm,check with sirius,na,na,na,na,same name,same formula,na,Triptolide,C20 H24 O6,L2
FT_12.692_223.05997,"(3R,4S)-4,6,8-Trihydroxy-7-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O6,240.06339,222.0527,1,0,62.8,NA,NA,"Adduct -18 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.713_219.06518,NP-019992,C10 H12 O4,196.07356,218.0579,3,0,89.3,NA,NA,Adduct 21.98 DA,L2,na,na,na,na,na,na,na,NP-019992,C10 H12 O4,L2
FT_12.726_237.07572,Radicinin,C12 H12 O5,236.06847,236.06845,4,0,69,NA,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.740_281.10173,N1-(1H-indol-4-yl)cyclohexane-1-carboxamide,C15 H18 N2 O,242.14191,280.09454,1,0,62.2,NA,NA,Adduct 37.95 DA,L2,na,na,na,na,na,na,higher 0.9,N1-(1H-indol-4-yl)cyclohexane-1-carboxamide,C15 H18 N2 O,L2
FT_12.753_167.03385,2-(Chloromethyl) benzimidazole,C8 H7 Cl N2,166.02978,166.02658,1,0,72.1,NA,NA,halogenated,"low confidence, keep cmmrt, similar structures",na,na,na,na,Benzoquinoneacetic acid,C8H6O4,0,Benzoquinoneacetic acid,C8H6O4,L3.3
FT_12.812_251.12775,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12 H20 O4,228.13616,250.12047,3,0,64.2,NA,NA,Adduct 21.98 DA,L2,na,na,na,na,na,na,higher 0.8,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12 H20 O4,L2
FT_12.812_291.12045,NP-016564,C16 H20 O6,308.12599,290.11317,1,0,62.2,NA,NA,Adduct -18.01 DA,keep cd,na,na,na,na,na,na,0,NP-016564,C16 H20 O6,L2
FT_12.818_265.10704,NP-020400,C12 H18 O5,242.11542,264.09977,5,0,93.3,NA,NA,Adduct 21.98 DA,"high confidence, keep sirius","high confidence, similar cmmrt",81.7,"3a[(2S)a2aHydroxypropyl]a6,8adimethoxya1Ha isochromena1aone",C14H16O5,na,na,higher 0.9,"3a[(2S)a2aHydroxypropyl]a6,8adimethoxya1Ha isochromena1aone",C14H16O5,L2
FT_12.822_267.08631,"(3R,4S)-6,8-Dihydroxy-3,4,5-trimethyl-1-oxo-3,4-dihydro-1H-isochromene-7-carboxylic acid",C13 H14 O6,266.07904,266.07904,1,0,71.8,NA,NA,L2,L2,keep sirius,70.03,Pestalotiopyrone H,C13H14O6,na,na,0.95,Pestalotiopyrone H,C13H14O6,L3.3
FT_12.908_223.06007,"4-(4-chlorophenoxy)-3,5-dimethyl-1H-pyrazole",C11 H11 Cl N2 O,222.05599,222.05279,3,0,81.8,NA,NA,"halogenated, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.931_209.08086,"6-Hydroxy-8-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O4,208.07356,208.07359,2,0,71.7,NA,NA,"L2, duplicated",L2,na,na,na,na,na,na,0.89,"6-Hydroxy-8-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O4,L2
FT_12.933_195.06530,NP-001130,C8 H12 O4,172.07356,194.05803,5,0,93,NA,NA,Adduct 21.98 DA,L2,na,na,na,na,na,na,na,NP-001130,C8 H12 O4,L2
FT_12.965_211.06011,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,210.05282,210.05284,1,0,73.3,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_12.979_321.13100,"methyl 2-(1,3,5-trihydroxy-4a-methyl-8-oxo-decahydronaphthalen-2-yl)prop-2-enoate",C15 H22 O6,298.14164,298.14172,8,0,96.9,NA,NA,L2,L2,na,na,na,na,na,na,na,"methyl 2-(1,3,5-trihydroxy-4a-methyl-8-oxo-decahydronaphthalen-2-yl)prop-2-enoate",C15 H22 O6,L2
FT_12.981_321.13098,NP-006370,C15 H22 O6,298.14164,320.1237,8,0,96.8,NA,NA,Adduct 21.98 DA,L2,keep sirius,69.97,(Z)-Mycophenolic Acid,C17H20O6,na,na,na,(Z)-Mycophenolic Acid,C17H20O6,L3.3
FT_13.023_189.08828,NP-013210,C12 H14 O3,206.09429,188.08101,3,0,74.2,NA,NA,Adduct -18 DA,L2,na,na,na,na,na,na,low,NP-013210,C12 H14 O3,L2
FT_13.030_235.09647,NP-020205,C11 H16 O4,212.10486,234.0892,9,0,92.9,NA,NA,Adduct 21.98 DA,check with sirius,same annotation other CD hit,na,na,na,na,na,higher 0.8,Gtri-02,C13H14O4,L2
FT_13.053_245.11716,"(3aR,4aS,5R,8S,9aR)-5-hydroxy-4a,8-dimethyl-3-methylidene-2H,3H,3aH,4H,4aH,5H,6H,8H,9H,9aH-azuleno[6,5-b]furan-2,6-dione",C15 H18 O4,262.12051,244.10988,1,0,69.5,NA,NA,Adduct -18.01 DA,L2,"low confidence, similar structure",na,na,na,na,na,0.84,"(3aR,4aS,5R,8S,9aR)-5-hydroxy-4a,8-dimethyl-3-methylidene-2H,3H,3aH,4H,4aH,5H,6H,8H,9H,9aH-azuleno[6,5-b]furan-2,6-dione",C15 H18 O4,L2
FT_13.126_237.11210,"1-[3-Hydroxy-2-(2-hydroxy-2-propanyl)-2,3-dihydro-1-benzofuran-5-yl]ethanone",C13 H16 O4,236.10486,236.10484,2,0,92.6,NA,NA,L2,L2,na,na,na,na,na,na,0.93,"1-[3-Hydroxy-2-(2-hydroxy-2-propanyl)-2,3-dihydro-1-benzofuran-5-yl]ethanone",C13 H16 O4,L2
FT_13.135_253.10701,"(2R)-7-hydroxy-8-(2-hydroxyethyl)-5-methoxy-2-methyl-3,4-dihydro-2H-1-benzopyran-4-one",C13 H16 O5,252.09977,252.09976,3,0,73.9,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.141_265.10705,NP-020400,C12 H18 O5,242.11542,264.09978,4,0,76.2,NA,NA,"Adduct 21.98 DA, bad spectra",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.150_179.07030,NP-012042,C10 H12 O4,196.07356,178.06302,2,0,74.5,NA,NA,Adduct -18.01 DA,L2,na,na,na,na,na,na,highier 0.8,NP-012042,C10 H12 O4,L2
FT_13.150_249.11210,NP-021018,C12 H18 O4,226.12051,248.10482,2,0,74.8,NA,NA,"Adduct 21.98 DA, bad spectra",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.217_165.09109,4-Phenylbutyric acid,C10 H12 O2,164.08373,164.08381,2,0,80.1,NA,NA,"L2, bad spectra",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.218_153.12740,α-Pinene-2-oxide,C10 H16 O,152.12012,152.12013,6,0,87.8,NA,NA,"L2, bad spectra",check with sirius,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.244_219.06524,NP-019992,C10 H12 O4,196.07356,218.05796,2,0,65.8,NA,NA,"Adduct 21.98 DA, low intensity",check with sirius,0,delete,delete,delete,delete,delete,0,DELETE,DELETE,delete
FT_13.279_195.02880,4-chloro-2-(1H-pyrazol-3-yl)phenol,C9 H7 Cl N2 O,194.02469,194.02153,1,0,83.7,NA,NA,halogenated,sirius and cmmrt same annotation,sirius and cmmrt same annotation,55.88,"4,6,7-Trihydroxycoumarin",C9H6O5,"4,6,7-Trihydroxycoumarin",C9H6O5,0,"4,6,7-Trihydroxycoumarin",C9H6O5,L3.1
FT_13.285_193.04949,"6,7-Dihydroxy-4-methylcoumarin",C10 H8 O4,192.04226,192.04222,6,0,87.3,NA,NA,L2,L2,na,na,na,na,na,na,0,"6,7-Dihydroxy-4-methylcoumarin",C10 H8 O4,L2
FT_13.285_211.06008,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,210.05282,210.0528,3,0,93.3,NA,NA,L2,L2,na,na,na,na,na,na,higher 0.8,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,L2
FT_13.290_167.03389,2-(Chloromethyl) benzimidazole,C8 H7 Cl N2,166.02978,166.02662,1,0,85.7,NA,NA,halogenated,na,na,70,5-Formylsalicylic acid,C8H6O4,different name,same formula,0,5-Formylsalicylic acid,C8H6O4,L3.3
FT_13.328_265.10706,NP-020400,C12 H18 O5,242.11542,264.09978,4,0,86.7,NA,NA,"Adduct -18 Da, low quality spectra",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.332_235.16925,NP-008095,C15 H24 O3,252.17254,234.16197,3,0,67.4,NA,NA,"Adduct -21.98Da, delete",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.344_207.09908,NP-013210,C12 H14 O3,206.09429,206.0918,2,0,79.4,NA,NA,"Adduct -12.09 ppm, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.355_137.13245,Eucalyptol,C10 H18 O,154.13577,136.12518,1,0,93.4,NA,NA,Adduct -18Da,L2,na,na,na,na,na,na,na,Eucalyptol,C10 H18 O,L2
FT_13.390_209.08082,"6-Hydroxy-8-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O4,208.07356,208.07355,2,0,73.8,NA,NA,duplicated,L2,na,na,na,na,na,na,0.89,"6-Hydroxy-8-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O4,L2
FT_13.401_219.17435,NP-004713,C15 H24 O2,236.17763,218.16707,3,0,78,NA,NA,Adduct -18DA,L2,na,na,na,na,na,na,0,NP-004713,C15 H24 O2,L2
FT_13.404_181.04954,"4-oxo-4,5,6,7-tetrahydrobenzo[b]furan-3-carboxylic acid",C9 H8 O4,180.04226,180.04227,2,0,89.3,NA,NA,duplicated,L2,na,na,na,na,na,na,0,"4-oxo-4,5,6,7-tetrahydrobenzo[b]furan-3-carboxylic acid",C9 H8 O4,L2
FT_13.404_253.10703,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,230.11542,252.09976,2,0,71.5,NA,NA,"Adduct 21.98 DA, duplicated","keep other CD hit, similar sirius",similar CD,72.46,"(2S)-7-hydroxy-8-(2-hydroxyethyl)-5-methoxy-2-methyl-2,3-dihydrochromen-4-one",C13H16O5,na,na,higher 0.8,"(2S)-7-hydroxy-8-(2-hydroxyethyl)-5-methoxy-2-methyl-2,3-dihydrochromen-4-one",C13H16O5,L2
FT_13.420_237.07574,"6,7,8-trimethoxy-2H-chromen-2-one",C12 H12 O5,236.06847,236.06846,5,0,97.4,NA,NA,duplicated,L2,na,na,na,na,na,na,higher 0.8,"6,7,8-trimethoxy-2H-chromen-2-one",C12 H12 O5,L2
FT_13.422_211.06008,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,210.05282,210.05281,3,0,92.9,NA,NA,0,L2,na,na,na,na,na,na,higher 0.8,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,L2
FT_13.428_281.10197,N1-(1H-indol-4-yl)cyclohexane-1-carboxamide,C15 H18 N2 O,242.14191,280.0948,2,0,87.1,NA,NA,"Adduct 37.95 DA, spectra low quality",check with sirius,0,delete,delete,delete,delete,delete,higher 0.9,DELETE,DELETE,delete
FT_13.440_315.14387,"1-Allyl-3-[(2S,11aS)-5,11-dioxo-2,3,5,10,11,11a-hexahydro-1H-pyrrolo[2,1-c][1,4]benzodiazepin-2-yl]urea",C16 H18 N4 O3,314.13789,314.1368,4,0,91.7,NA,NA,0,L2,na,na,na,na,na,na,0,"1-Allyl-3-[(2S,11aS)-5,11-dioxo-2,3,5,10,11,11a-hexahydro-1H-pyrrolo[2,1-c][1,4]benzodiazepin-2-yl]urea",C16 H18 N4 O3,L2
FT_13.477_195.06519,NP-019445,C10 H10 O4,194.05791,194.05791,6,0,88.4,NA,NA,0,L2,na,na,na,na,na,na,higher 0.9,NP-019445,C10 H10 O4,L2
FT_13.479_211.09656,Citrinin,C13 H14 O5,250.08412,210.08929,2,0,82.7,NA,NA,"Adduct -39.99 DA, spectra low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.508_295.15194,AH 8533,C16 H23 Cl N2 O,294.14989,294.14467,2,0,64.8,NA,NA,"halogenated, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.521_153.12740,D-(+)-Camphor,C10 H16 O,152.12012,152.12012,6,0,93.3,C00808,NA,0,L2,na,na,na,na,na,na,na,D-(+)-Camphor,C10 H16 O,L2
FT_13.530_235.09647,NP-020205,C11 H16 O4,212.10486,234.0892,9,0,80.5,NA,NA,Adduct 21.98,L2,0,delete,delete,delete,delete,delete,0,delete,delete,delete
FT_13.625_237.07572,"6,7,8-trimethoxy-2H-chromen-2-one",C12 H12 O5,236.06847,236.06845,5,0,90.6,NA,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,higher 0.8,delete,delete,delete
FT_13.639_283.11762,NP-020363,C14 H18 O6,282.11034,282.11045,1,0,73.9,NA,NA,Low quality,check with sirius,na,na,na,na,na,na,higher 0.9,NP-020363,C14 H18 O6,L2
FT_13.642_287.08908,Sakuranetin,C16 H14 O5,286.08412,286.0818,4,0,78.9,NA,NA,"Adduct -8.11 ppm, low intensity",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.672_237.11211,"1-[3-Hydroxy-2-(2-hydroxy-2-propanyl)-2,3-dihydro-1-benzofuran-5-yl]ethanone",C13 H16 O4,236.10486,236.10484,3,0,97.6,NA,NA,0,L2,na,na,na,na,na,na,0.93,"1-[3-Hydroxy-2-(2-hydroxy-2-propanyl)-2,3-dihydro-1-benzofuran-5-yl]ethanone",C13 H16 O4,L2
FT_13.693_267.15907,NP-018534,C15 H22 O4,266.15181,266.15184,7,0,79.8,NA,NA,0,L2,na,na,na,na,na,na,0,NP-018534,C15 H22 O4,L2
FT_13.711_265.10705,NP-020400,C12 H18 O5,242.11542,264.09979,5,0,86,NA,NA,"Adduct 21.98 DA, low intensity",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.726_153.12740,α-Pinene-2-oxide,C10 H16 O,152.12012,152.12013,6,0,88.2,NA,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_13.741_167.10667,6-Pentyl-2H-pyran-2-one,C10 H14 O2,166.09938,166.09939,1,0,66.1,NA,NA,0,L2,na,na,na,na,na,na,na,6-Pentyl-2H-pyran-2-one,C10 H14 O2,L2
FT_13.747_233.08082,Citrinin,C13 H14 O5,250.08412,232.07355,1,0,95.4,NA,NA,"Adduct -18 DA, duplicate",check with sirius,na,na,na,na,na,na,higher 0.8,Citrinin,C13 H14 O5,L2
FT_13.762_231.13793,"7-Methyl-3-methylene-6-(3-oxobutyl)-3,3a,4,7,8,8a-hexahydro-2H-cyclohepta[b]furan-2-one",C15 H20 O3,248.14124,230.13066,6,0,84.4,NA,NA,Adduct -18 Da,L2,na,na,na,na,na,na,low,"7-Methyl-3-methylene-6-(3-oxobutyl)-3,3a,4,7,8,8a-hexahydro-2H-cyclohepta[b]furan-2-one",C15 H20 O3,L2
FT_13.773_197.08089,1-(3-Chlorophenyl)piperazine (m-CPP),C10 H13 Cl N2,196.07673,196.07362,8,0,87.7,NA,NA,halogenated,keep sirius,0,75.98,Sparassol,C10H12O4,different name,same formula,0,Sparassol,C10H12O4,L3.3
FT_13.773_223.09647,N1-(4-chlorobenzylidene)piperidin-1-amine,C12 H15 Cl N2,222.09238,222.08919,1,0,63.3,NA,NA,halogenated,0,0,75.12,"1-(5-Acetyl-2,4-dimethoxyphenyl)ethanone",C12H14O4,different name,same formula,0,"1-(5-Acetyl-2,4-dimethoxyphenyl)ethanone",C12H14O4,L3.3
FT_13.798_308.17041,Desmethylclozapine,C17 H17 Cl N4,312.11417,290.13671,2,0,87.2,NA,NA,"halogenated, keep second hit",na,na,na,na,na,na,na,na,"8H,16H-Dinaphtho[2,1-d:1',2'-g][1,3]dioxocine",C22H16O2,L2
FT_13.808_181.04953,"4-oxo-4,5,6,7-tetrahydrobenzo[b]furan-3-carboxylic acid",C9 H8 O4,180.04226,180.04226,2,0,91.8,NA,NA,0,L2,na,na,na,na,na,na,na,"4-oxo-4,5,6,7-tetrahydrobenzo[b]furan-3-carboxylic acid",C9 H8 O4,L2
FT_13.813_235.09647,NP-020206,C11 H16 O4,212.10486,234.08919,8,0,96.7,NA,NA,Adduct 21.98 DA,L2,na,na,na,na,na,na,higher 0.9,NP-020206,C11 H16 O4,L2
FT_13.822_251.09140,Citrinin,C13 H14 O5,250.08412,250.08413,3,0,86.3,C16765,NA,duplicated,check with sirius,"Different annotation, low confidence",na,na,na,na,na,higher 0.8,Citrinin,C13 H14 O5,L2
FT_13.835_253.10703,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,230.11542,252.09976,2,0,65.7,NA,NA,Adduct 21.98 DA,L2,"no name, 86.03%",na,na,na,na,na,higher 0.8,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,L2
FT_13.958_151.07537,4'-Methoxyacetophenone,C9 H10 O2,150.06808,150.06809,3,0,92.2,NA,NA,0,L2,na,na,na,na,na,na,na,4'-Methoxyacetophenone,C9 H10 O2,L2
FT_13.958_231.09913,"3-phenyl-5,6,7,8-tetrahydro[1,3]diazepino[2,1-b][1,3]thiazole hydrobromide",C13 H14 N2 S,230.08777,230.09185,1,0,60.1,NA,NA,"Adduct 17.73 ppm, low quality",check with sirius,0,63.75,Demethylsuberosin,C14H14O3,na,na,na,Demethylsuberosin,C14H14O3,L3.3
FT_13.986_251.09140,Citrinin,C13 H14 O5,250.08412,250.08413,3,0,78.8,C16765,NA,duplicated,check with sirius,"Different annotation, low confidence",na,na,na,na,na,higher 0.8,Citrinin,C13 H14 O5,L2
FT_14.023_195.06518,NP-019445,C10 H10 O4,194.05791,194.0579,6,0,89.1,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,higher 0.9,delete,delete,delete
FT_14.025_267.12269,4-oxododecanedioic acid,C12 H20 O5,244.13107,266.11542,3,0,81.9,NA,NA,"Adduct 21.98 DA, duplicated",second CD hit match cmmrt,na,na,na,na,na,na,higher 0.8,4-oxododecanedioic acid,C12 H20 O5,L2
FT_14.130_229.08603,"8,8-dimethyl-2H,8H-pyrano[3,2-g]chromen-2-one",C14 H12 O3,228.07864,228.07875,4,0,71.5,NA,NA,0,L2,na,na,na,na,na,na,0,"8,8-dimethyl-2H,8H-pyrano[3,2-g]chromen-2-one",C14 H12 O3,L2
