FeatureID,Name,Formula,Annotation MW,Calc. MW,# mzCloud Results,# mzVault Results,mzCloud Best Match,KEGG ID,Potential_fragment,Notes,Action_decision,Sirus_notes,Sirius_percentage,Sirius_name,Sirius_formula,CMMRT_name,CMMRT_formula,Correlation_duplicated annotations,Final_name,Final_formula,Final_decision
FT_17.542_507.19933,"2-Methoxy-N-(5-{5-[(2S)-1-(3,4,5-trimethoxybenzyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-4-pyrimidinyl)acetamide",C23 H28 N6 O6,484.20703,506.19206,1,0,82.6,NA,NA,Adduct 21.98 Da,L2,higher 0.9,na,Piperaduncin B,C29H30O8,Piperaduncin B,C29H30O8,0,Piperaduncin B,C29H30O8,L3.1
FT_17.586_435.14271,3-(3-methyl-1H-indol-1-yl)-N-{4-[3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl}propanamide,C22 H19 F3 N4 O,412.1511,434.13543,3,0,84.4,NA,NA,"halogenated, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.627_455.35205,"(1S,4S,5R,10S,13S,17S,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0Âa,Âaâ¸.0â´,Âaâ·.0âµ,Âaâ´.0â¸,ÂaÂl]tetracos-15-en-23-one",C30 H46 O3,454.3447,454.34477,4,0,76.6,NA,NA,0,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.639_443.24135,Rhodamine 6G,C28 H30 N2 O3,442.22564,442.23407,1,0,68.9,NA,NA,"Adduct 19.05, low quality ",check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_17.645_233.11720,Sorbicillin,C14 H16 O3,232.10994,232.10992,1,0,86,NA,NA,duplicated,na,na,na,na,na,na,na,higher 0.8,Sorbicillin,C14 H16 O3,L2
FT_17.646_191.10660,Dicyclanil,C8 H10 N6,190.09669,190.09932,2,0,74.1,NA,NA,"Adduct 13.8 ppm, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.686_329.17476,Levomepromazine,C19 H24 N2 O S,328.16093,328.16751,2,0,72.5,NA,NA,Adduct 20.03 ppm,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.691_309.20388,NP-001596,C16 H30 O4,286.21441,308.19661,3,0,93.6,NA,NA,"Adduct 21.98 Da, low intensity",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.714_335.22161,NP-017061,C20 H30 O4,334.21441,334.21438,20,0,80.8,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.722_507.19928,"2-Methoxy-N-(5-{5-[(2S)-1-(3,4,5-trimethoxybenzyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-4-pyrimidinyl)acetamide",C23 H28 N6 O6,484.20703,506.19201,1,0,81.9,NA,NA,Adduct 21.98  Da,L2,higher 0.9,na,na,same formula,Piperaduncin B,C29H30O8,0,Piperaduncin B,C29H30O8,L3.3
FT_17.727_319.22678,NP-014287,C18 H32 O3,296.23514,318.21953,8,0,97.8,NA,NA,"Adduct 21.98 Da, low intensity",L2,na,na,na,na,na,na,highier 0.8,NP-014287,C18 H32 O3,L2
FT_17.757_333.20611,Prostaglandin K2,C20 H30 O5,350.20932,332.19886,11,0,82.5,NA,NA,"Adduct -18 Da, duplicated",delete,delete,delete,delete,delete,delete,delete,higher 0.9,delete,delete,delete
FT_17.790_217.12229,"7-(1-pyrrolidinyl)pyrimido[4,5-d]pyrimidin-4-amine",C10 H12 N6,216.11234,216.11502,1,0,90.7,NA,NA,Adduct 12.37 ppm,na,na,na,na,na,Ochracene D,C14H16O2,0,Ochracene D,C14H16O2,L3.3
FT_17.824_299.20056,NP-016928,C20 H28 O3,316.20384,298.19328,3,0,79.2,NA,NA,Adduct -18 Da,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.825_345.20600,Nor-9-carboxy-δ9-THC,C21 H28 O4,344.19876,344.19882,1,0,73.3,NA,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,higher 0.9,delete,delete,delete
FT_17.837_381.20398,"4-hydroxy-3-[(2E,6E)-4-hydroxy-3,7,11-trimethyldodeca-2,6,10-trien-1-yl]benzoic acid",C22 H30 O4,358.21441,380.1967,2,0,93.6,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.837_415.21159,Bis(4-ethylbenzylidene)sorbitol,C24 H30 O6,414.20424,414.20436,1,0,99.7,NA,NA,0,L2,na,na,na,na,na,na,na,Bis(4-ethylbenzylidene)sorbitol,C24 H30 O6,L2
FT_17.841_233.11721,Sorbicillin,C14 H16 O3,232.10994,232.10993,1,0,84.4,NA,NA,"duplicated, low quality",delete,delete,delete,delete,delete,delete,delete,higher 0.8,delete,delete,delete
FT_17.868_331.19045,NP-020713,C20 H26 O4,330.18311,330.18319,3,0,75.6,NA,NA,0,L2,na,na,na,na,na,na,low,NP-020713,C20 H26 O4,L2
FT_17.873_295.22667,13(S)-HOTrE,C18 H30 O3,294.21949,294.21939,6,0,88.2,NA,NA,0,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.908_367.15396,2-{2-[5-(Ethoxycarbonyl)-2-morpholinoanilino]-2-oxoethoxy}acetic acid,C17 H22 N2 O7,366.1427,366.14668,1,0,78.7,NA,NA,Adduct 10.87 ppm,check with sirius,na,na,na,na,na,na,na,2-{2-[5-(Ethoxycarbonyl)-2-morpholinoanilino]-2-oxoethoxy}acetic acid,C17 H22 N2 O7,L2
FT_17.910_247.13285,"5,10,15-trimethyl-4,9,13-trioxatetracyclo[10.3.0.0Âl,âµ.0â¸,Âaâ°]pentadec-1(15)-en-14-one",C15 H20 O4,264.13616,246.12557,5,0,71.9,NA,NA,"Adduct -18 Da, low quality ",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.915_355.15349,"1-[2-hydroxy-4-(3-hydroxy-5-methylphenoxy)-6-methylphenyl]-3-methylbutane-2,3-diol",C19 H24 O5,332.16237,354.14621,2,0,64.9,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.954_521.21519,"(3R,4R)-4-Hydroxy-3-({4-[2-(4-morpholinyl)ethoxy]benzoyl}amino)-N-phenyl-1-azepanecarboxamide",C26 H34 N4 O5,482.25292,520.20791,1,0,66.2,NA,NA,Adduct 37.95 Da,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_17.960_483.20153,(2R)-4-(3-Fluorobenzoyl)-1-(4-methoxybenzoyl)-N-[(3S)-2-oxo-3-piperidinyl]-2-piperazinecarboxamide,C25 H27 F N4 O5,482.19655,482.19431,2,0,85.6,NA,NA,halogenated,na,na,na,na,na,Territrem E,C27H30O8,0,Territrem E,C27H30O8,L3.3
FT_17.970_309.20391,NP-001596,C16 H30 O4,286.21441,308.19663,3,0,97.7,NA,NA,"Adduct 21.98 Da, low quality",L2,0,delete,delete,delete,delete,delete,low,,,delete
FT_17.978_319.22682,"(2E)-5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-3,4,4a,5,6,7,8,8a-octahydronaphthalen-1-yl]-3-methylpent-2-enoic acid",C20 H30 O3,318.21949,318.21955,16,0,83.1,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,0.91,delete,delete,delete
FT_18.023_245.11722,"(3aR,4aS,5R,8S,9aR)-5-hydroxy-4a,8-dimethyl-3-methylidene-2H,3H,3aH,4H,4aH,5H,6H,8H,9H,9aH-azuleno[6,5-b]furan-2,6-dione",C15 H18 O4,262.12051,244.10994,6,0,82.6,NA,NA,Adduct -18 Da,L2,"low confidence, different structure",delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.031_311.12773,"5,6-diphenyl-3-(2-pyridyl)-1,2,4-triazine",C20 H14 N4,310.12185,310.12046,3,0,63.7,NA,NA,low quality,L2,0,73.17,2-(1-Benzofuran-2-yl)-1-(5-ethyl-2-hydroxy-4-methoxyphenyl)ethanone,C19H18O4,different name,same formula,0,2-(1-Benzofuran-2-yl)-1-(5-ethyl-2-hydroxy-4-methoxyphenyl)ethanone,C19H18O4,L3.3
FT_18.059_195.06518,NP-019445,C10 H10 O4,194.05791,194.05791,5,0,86.7,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.075_333.16973,NP-019547,C17 H26 O5,310.17802,332.16249,4,0,77.9,NA,NA,"Adduct 21,98 DA",L2,0,na,na,na,na,na,0.94,NP-019547,C17 H26 O5,L2
FT_18.090_349.20099,"2,3-dinor-8-iso Prostaglandin F2?",C18 H30 O5,326.20932,348.19373,2,0,69.9,NA,NA,"Adduct 21,98 DA",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.095_363.14407,"(2S,3R,4S,5S,6R)-2-[4-hydroxy-2-(3-methylbut-2-en-1-yl)phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",C17 H24 O7,340.1522,362.13679,3,0,66.6,NA,NA,"Adduct 21,98 DA",check with sirius,low confidence,na,na,na,na,na,na,"(2S,3R,4S,5S,6R)-2-[4-hydroxy-2-(3-methylbut-2-en-1-yl)phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",C17 H24 O7,L2
FT_18.102_315.19549,"4-hydroxy-6-[2-(2-methyl-1,2,4a,5,6,7,8,8a-octahydronaphthalen-1-yl)ethyl]oxan-2-one",C18 H28 O3,292.20384,314.18822,6,0,92.5,NA,NA,"Adduct 21,98 DA",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.102_347.22175,Tetrahydrocortisone,C21 H32 O5,364.22497,346.21447,2,0,75.5,NA,NA,Adduct -18 Da,L2,0,na,na,na,na,na,na,Tetrahydrocortisone,C21 H32 O5,L2
FT_18.103_361.23733,Cannabigerolic acid,C22 H32 O4,360.23006,360.23005,1,0,75.7,C20406,NA,0,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.104_311.20059,Cannabinol,C21 H26 O2,310.19328,310.19332,3,0,81.8,C07580,NA,0,0,0,delete,delete,delete,delete,delete,0,,,delete
FT_18.105_329.21117,HU-331,C21 H28 O3,328.20384,328.20389,1,0,71.9,NA,NA,0,0,0,delete,delete,delete,delete,delete,0,,,delete
FT_18.105_387.21446,NP-005297,C21 H32 O5,364.22497,386.20718,3,0,97.4,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.112_319.22680,NP-014287,C18 H32 O3,296.23514,318.21952,11,0,91.9,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.159_261.14850,NP-020535,C16 H22 O4,278.15181,260.14123,1,0,64.6,NA,NA,Adduct -18 Da,L2,0,na,na,na,na,na,na,NP-020535,C16 H22 O4,L2
FT_18.189_179.07029,NP-012042,C10 H12 O4,196.07356,178.06301,2,0,71.7,NA,NA,"Adduct -18 Da, low quality",delete,delete,delete,delete,delete,delete,delete,highier 0.8,delete,delete,delete
FT_18.216_259.13288,NP-020240,C14 H20 O3,236.14124,258.1256,2,0,87.1,NA,NA,Adduct 21.98 Da,L2,na,na,na,na,na,na,na,NP-020240,C14 H20 O3,L2
FT_18.220_309.20407,NP-001596,C16 H30 O4,286.21441,308.19679,3,0,88.1,NA,NA,"Adduct 21.98 Da, low quality",na,na,na,na,na,na,na,na,NP-001596,C16 H30 O4,L2
FT_18.224_259.16699,NP-004713,C15 H24 O2,236.17763,258.15972,2,0,84.3,NA,NA,"Adduct 21.98 Da, low quality",check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_18.226_311.21946,NP-020214,C16 H32 O4,288.23006,310.21218,1,0,89.9,NA,NA,"Adduct 21.98 Da, low quality",na,na,na,na,na,na,na,na,NP-020214,C16 H32 O4,L2
FT_18.258_333.20609,Prostaglandin K2,C20 H30 O5,350.20932,332.19884,12,0,81.2,NA,NA,"Adduct -18 Da, low quality, duplicated",delete,delete,delete,delete,delete,delete,delete,higher 0.9,delete,delete,delete
FT_18.296_263.12779,"1-(5,8-Dimethoxy-2,2-dimethyl-2H-chromen-6-yl)ethanone",C15 H18 O4,262.12051,262.12051,3,0,77.5,NA,NA,low intensity,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.301_231.13798,"7-Methyl-3-methylene-6-(3-oxobutyl)-3,3a,4,7,8,8a-hexahydro-2H-cyclohepta[b]furan-2-one",C15 H20 O3,248.14124,230.13071,6,0,83.6,NA,NA,"Adduct -18 Da, low intensity",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.326_219.17435,NP-004713,C15 H24 O2,236.17763,218.16707,3,0,72.5,NA,NA,"Adduct -18 Da, low intensity",check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_18.362_273.14847,"(1aR,1bR,2R,3R,7R,7aS)-1b,2-dimethyl-7a-(prop-1-en-2-yl)-1aH,1bH,2H,3H,4H,5H,7H,7aH-naphtho[1,2-b]oxirene-3,7-diol",C15 H22 O3,250.15689,272.14119,9,0,81.6,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.398_321.16914,"3,14-dihydro-15-keto-tetranor Prostaglandin E2",C16 H26 O5,298.17802,320.16186,2,0,67.5,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.432_383.18520,"(6aR,9R,9aR)-9-Acetyl-3-[(1E,3E,5S)-3,5-dimethyl-1,3-heptadien-1-yl]-6a-methyl-9,9a-dihydro-6H-furo[2,3-H]isochromene-6,8(6aH)-dione",C23 H26 O5,382.17802,382.17794,1,0,63.1,NA,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.433_297.14613,Cryptotanshinone,C19 H20 O3,296.14124,274.15688,2,0,95.7,NA,NA,Adduct -21.98 Da,check with sirius,na,na,differente name,same formula,2-Butyl-5-[2-(4-hydroxy-3-methoxyphenyl)ethyl]furan,C17H22O3,low,2-Butyl-5-[2-(4-hydroxy-3-methoxyphenyl)ethyl]furan,C17H22O3,L3.3
FT_18.435_217.12230,"7-(1-pyrrolidinyl)pyrimido[4,5-d]pyrimidin-4-amine",C10 H12 N6,216.11234,216.11502,1,0,92.2,NA,NA,Adduct 12.39 ppm,check with sirius,na,na,differente name,same formula,Ochracene D,C14H16O2,0,Ochracene D,C14H16O2,L3.3
FT_18.481_333.16974,NP-019547,C17 H26 O5,310.17802,332.16246,3,0,72,NA,NA,Adduct 21.98 Da,delete,delete,delete,delete,delete,delete,delete,0.94,delete,delete,delete
FT_18.495_383.18439,N-(1-benzyl-4-piperidinyl)-4-(1H-pyrazol-1-yl)benzamide,C22 H24 N4 O,360.19501,382.17711,4,0,68.8,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.534_303.19552,NP-020078,C17 H28 O3,280.20384,302.18825,5,0,96.7,NA,NA,"Adduct 21,98 Da, low quality",check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_18.576_433.12833,"1-Allyl-3-[(6aS,8S)-6,12-dioxo-2-(3-thienyl)-5,6,6a,7,8,9,10,12-octahydropyrido[2,1-c][1,4]benzodiazepin-8-yl]urea",C21 H22 N4 O3 S,410.14126,432.12105,4,0,76.4,NA,NA,Adduct 21.97 Da,L2,0,na,na,na,na,na,na,"1-Allyl-3-[(6aS,8S)-6,12-dioxo-2-(3-thienyl)-5,6,6a,7,8,9,10,12-octahydropyrido[2,1-c][1,4]benzodiazepin-8-yl]urea",C21 H22 N4 O3 S,L2
FT_18.589_329.17482,2-(1-Hydroxyethyl)promazine,C19 H24 N2 O S,328.16093,328.16756,2,0,63.7,NA,NA,Adduct 20.18 ppm,check with sirius,na,na,same name,same formula,Crocetin,C20H24O4,0,Crocetin,C20H24O4,L3.1
FT_18.607_277.14112,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one",C14 H22 O4,254.15181,254.15186,1,0,67,NA,NA,0,L2,na,na,na,na,na,na,low,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one",C14 H22 O4,L2
FT_18.607_453.18909,"1-(acetyloxy)-3-hydroxy-6,8a-dimethyl-7-oxo-3-(propan-2-yl)-1,2,3,3a,4,7,8,8a-octahydroazulen-4-yl 4-hydroxybenzoate",C24 H30 O7,430.19915,452.18181,4,0,74.9,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.608_297.14615,Cryptotanshinone,C19 H20 O3,296.14124,296.13888,2,0,82.5,NA,NA,"Adduct -7.99 ppm, low quality, duplicated",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.614_275.16392,Cryptotanshinone,C19 H20 O3,296.14124,274.15678,2,0,82.9,NA,NA,"Adduct -21.98 Da, low quality, duplicated",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.615_193.08596,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07864,192.07868,2,0,77.7,NA,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.637_371.18475,NP-016192,C22 H28 O6,388.18859,370.17747,1,0,63.5,NA,NA,"Adduct -18 Da, low quality",L2,0,delete,delete,delete,delete,delete,0,,,delete
FT_18.637_489.18860,"(4aS,9aR)-7-(1,3-Benzodioxol-5-ylmethyl)-2-[(4-methoxyphenyl)acetyl]decahydro-6H-pyrido[3,4-d]azepin-6-one",C26 H30 N2 O5,450.21547,488.18132,2,0,71.5,NA,NA,"Adduct 37.96 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.654_271.13050,"(3aR,5aR,9bR)-3a-hydroxy-5a,9-dimethyl-3-methylidene-2H,3H,3aH,4H,5H,5aH,6H,7H,8H,9bH-naphtho[1,2-b]furan-2-one",C15 H20 O3,248.14124,270.12323,4,0,93.6,NA,NA,Adduct 21.98 Da,na,na,na,na,na,na,na,na,"(3aR,5aR,9bR)-3a-hydroxy-5a,9-dimethyl-3-methylidene-2H,3H,3aH,4H,5H,5aH,6H,7H,8H,9bH-naphtho[1,2-b]furan-2-one",C15 H20 O3,L2
FT_18.664_217.12230,"7-(1-pyrrolidinyl)pyrimido[4,5-d]pyrimidin-4-amine",C10 H12 N6,216.11234,216.11502,1,0,91.7,NA,NA,Adduct 12.398 ppm,check with sirius,na,na,differente name,same formula,Ochracene D,C14H16O2,0.8,Ochracene D,C14H16O2,L3.3
FT_18.697_301.21622,"(2E)-5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-3,4,4a,5,6,7,8,8a-octahydronaphthalen-1-yl]-3-methylpent-2-enoic acid",C20 H30 O3,318.21949,300.20894,8,0,86.5,NA,NA,"Adduct -18 Da, low quality",delete,delete,delete,delete,delete,delete,delete,0.91,delete,delete,delete
FT_18.755_231.13799,"2-[(5R,8S,8aS)-3,8-dimethyl-2-oxo-1,2,4,5,6,7,8,8a-octahydroazulen-5-yl]prop-2-enoic acid",C15 H20 O3,248.14124,230.13071,6,0,77.1,NA,NA,"Adduct -18 Da, low quality ",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.816_279.23187,Pinolenic acid,C18 H30 O2,278.22458,278.22459,5,0,93.6,NA,NA,0,L2,na,na,na,na,na,na,na,Pinolenic acid,C18 H30 O2,L2
FT_18.821_297.24243,NP-008993,C18 H34 O4,314.24571,296.23517,2,0,77.4,NA,NA,Adduct -18 Da,L2,na,na,na,na,na,na,na,NP-008993,C18 H34 O4,L2
FT_18.825_287.16407,NP-004038,C16 H24 O3,264.17254,286.15679,3,0,72.3,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.852_377.19599,NP-013854,C21 H28 O6,376.18859,376.18942,2,0,70.9,NA,NA,Low quality,L2,0,delete,delete,delete,delete,delete,0,,,delete
FT_18.865_191.10673,"N~5~-(pyridin-2-ylmethyl)-1H-1,2,4-triazole-3,5-diamine",C8 H10 N6,190.09669,190.09945,2,0,69.8,NA,NA,"Adduct 14.51 ppm, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.866_219.17434,NP-004713,C15 H24 O2,236.17763,218.16706,3,0,77.1,NA,NA,"Adduct -18 Da, low quality",check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_18.871_285.14858,"N1,N2-dicyclohexylethanedithioamide",C14 H24 N2 S2,284.13809,284.1413,1,0,60.9,NA,NA,Adduct 11.31 ppm,check with sirius,low confidence,na,differente name,same formula,"Estrone-2,3-quinone",C18H20O3,0,"Estrone-2,3-quinone",C18H20O3,L3.3
FT_18.894_275.16401,"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one",C15 H24 O3,252.17254,274.15673,6,0,84,NA,NA,"Adduct 21.98, low quakity, duplicated",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.915_195.06519,NP-019445,C10 H10 O4,194.05791,194.05791,5,0,86.3,NA,NA,Low quality,L2,0,delete,delete,delete,delete,delete,0,,,delete
FT_18.931_523.26695,"(2R,3S,4S,5S,6R)-2-({7-hydroxy-4-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-4a,8,8-trimethyl-3-methylidene-decahydronaphthalen-2-yl}oxy)-6-(hydroxymethyl)oxane-3,4,5-triol",C26 H44 O8,484.30362,522.25967,1,0,83.8,NA,NA,"Adduct 37.97 DA, low quality, duplicated",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_18.938_501.28504,"(2R,3S,4S,5S,6R)-2-({7-hydroxy-4-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-4a,8,8-trimethyl-3-methylidene-decahydronaphthalen-2-yl}oxy)-6-(hydroxymethyl)oxane-3,4,5-triol",C26 H44 O8,484.30362,500.27785,1,0,83.3,NA,NA,"Adduct 15.97 DA, low quality, duplicated",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_19.010_303.19548,NP-020078,C17 H28 O3,280.20384,302.18822,5,0,87.7,NA,NA,Adduct 21.98 Da,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_19.071_343.15411,"6,7,8-Triphenyl-2,3-dihydro[1,2,4]triazolo[4,3-b]pyridazin-3-one",C23 H16 N4 O,364.13241,342.14683,2,0,76.4,NA,NA,"Adduct -21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_19.101_293.20890,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,C18 H28 O3,292.20384,292.20162,4,0,88,NA,NA,"Adduct -7.6 ppm, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_19.109_483.20169,(2R)-4-(3-Fluorobenzoyl)-1-(4-methoxybenzoyl)-N-[(3S)-2-oxo-3-piperidinyl]-2-piperazinecarboxamide,C25 H27 F N4 O5,482.19655,482.19443,2,0,86.6,NA,NA,"halogenated, low quality",0,0,delete,delete,delete,delete,delete,0,,,delete
FT_19.148_415.21162,"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione",C24 H32 O7,432.2148,414.20448,1,0,60.7,NA,NA,Adduct -18 Da,L2,na,na,na,na,na,na,na,"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione",C24 H32 O7,L2
FT_19.159_211.06011,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,210.05282,210.05283,4,0,88.7,NA,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_19.172_397.20101,NP-016234,C22 H30 O5,374.20932,396.19374,1,0,64.8,NA,NA,"Adduct 21.98 Da, low quality",check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_19.180_455.20465,"6-{3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl}-4-methoxy-2H-1,3-benzodioxole",C24 H32 O7,432.2148,454.19737,5,0,74.6,NA,NA,"Adduct 21.98 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_19.210_389.23238,NP-010966,C23 H32 O5,388.22497,388.22581,2,0,72.9,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_19.226_347.22170,Corticosterone,C21 H30 O4,346.21441,346.21449,3,0,81.8,C02140,NA,0,L2,na,na,na,na,na,na,na,Corticosterone,C21 H30 O4,L2
FT_19.230_235.09647,NP-020205,C11 H16 O4,212.10486,234.08919,8,0,85.5,NA,NA,"Adduct 21.98 Da, low quality",check with sirius,na,na,similar structure,same formula,"(S)-2,3-Dihydro-6-hydroxy-5-(hydroxyacetyl)-2-isopropenylbenzofuran",C13H14O4,0,"(S)-2,3-Dihydro-6-hydroxy-5-(hydroxyacetyl)-2-isopropenylbenzofuran",C13H14O4,L3.3
FT_19.261_285.07573,"(2Z)-6-hydroxy-2-[(4-hydroxy-3-methoxyphenyl)methylidene]-2,3-dihydro-1-benzofuran-3-one",C16 H12 O5,284.06847,284.06846,7,0,75.6,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_19.264_507.23600,Kanamycin,C18 H36 N4 O11,484.23806,506.22873,1,0,91.1,NA,NA,"Adduct 21.99 Da, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_19.278_251.20055,OPEO,C16 H26 O2,250.19328,250.19327,1,0,66,D05229,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,0.96,delete,delete,delete
FT_19.290_451.21155,WMH,C22 H28 N6 O4 S,472.18927,450.20432,2,0,83.3,NA,NA,"Adduct -21.98 Da, low quality",na,na,low confidence,differente name,different formula,Prenylterphenyllin J,C27H30O6,higher 0.8,Prenylterphenyllin J,C27H30O6,L3.3
FT_19.291_217.12230,"7-(1-pyrrolidinyl)pyrimido[4,5-d]pyrimidin-4-amine",C10 H12 N6,216.11234,216.11502,1,0,91.4,NA,NA,Adduct 12.39 ppm,check with sirius,na,na,differente name,same formula,3-(4-Hydroxy-3-(3-methyl-2-butenyl)phenyl)-2-propenal,C14H16O2,0,3-(4-Hydroxy-3-(3-methyl-2-butenyl)phenyl)-2-propenal,C14H16O2,L3.3
FT_19.307_333.20609,Andrographolide,C20 H30 O5,350.20932,332.19883,8,0,89.9,NA,NA,"Adduct -18 Da, low qualoty",delete,delete,delete,delete,delete,delete,delete,0.93,delete,delete,delete
