ko_id,name,pathway,reaction,brite,db_links
K15024,putative phosphotransacetylase [EC:2.3.1.8],Taurine and hypotaurine metabolism;Pyruvate metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism,acetyl-CoA:phosphate acetyltransferase;propanoyl-CoA:phosphate propanoyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00620 Pyruvate metabolism;    K15024  K15024; putative phosphotransacetylase;   00640 Propanoate metabolism;    K15024  K15024; putative phosphotransacetylase;  09102 Energy metabolism;   00720 Carbon fixation pathways in prokaryotes;    K15024  K15024; putative phosphotransacetylase;  09106 Metabolism of other amino acids;   00430 Taurine and hypotaurine metabolism;    K15024  K15024; putative phosphotransacetylase;Enzymes [BR:ko01000]; 2. Transferases;  2.3  Acyltransferases;   2.3.1  Transferring groups other than aminoacyl groups;    2.3.1.8  phosphate acetyltransferase;     K15024  K15024; putative phosphotransacetylase,COG: COG4869
K08384,stage V sporulation protein D (sporulation-specific penicillin-binding protein),Peptidoglycan biosynthesis;Metabolic pathways,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00550 Peptidoglycan biosynthesis;    K08384  spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein); 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01011 Peptidoglycan biosynthesis and degradation proteins;    K08384  spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein);Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]; Peptidoglycan biosynthesis and degradation;  DD-Transpeptidase (Class B PBP);   K08384  spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein),COG: COG0768;GO: 0008658
K03206,azobenzene reductase [EC:1.7.1.6],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K03206  azr; azobenzene reductase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.7  Acting on other nitrogenous compounds as donors;   1.7.1  With NAD+ or NADP+ as acceptor;    1.7.1.6  azobenzene reductase;     K03206  azr; azobenzene reductase,COG: COG0431;GO: 0050446
K10823,oligopeptide transport system ATP-binding protein,beta-Lactam resistance;ABC transporters;Quorum sensing,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09131 Membrane transport;   02010 ABC transporters;    K10823  oppF; oligopeptide transport system ATP-binding protein; 09140 Cellular Processes;  09145 Cellular community - prokaryotes;   02024 Quorum sensing;    K10823  oppF; oligopeptide transport system ATP-binding protein; 09160 Human Diseases;  09175 Drug resistance: antimicrobial;   01501 beta-Lactam resistance;    K10823  oppF; oligopeptide transport system ATP-binding protein; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K10823  oppF; oligopeptide transport system ATP-binding protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  Peptide and nickel transporters;   Oligopeptide transporter;    K10823  oppF; oligopeptide transport system ATP-binding protein",COG: COG4608;GO: 0015197;TC: 3.A.1.5
K15533,"1,3-beta-galactosyl-N-acetylhexosamine phosphorylase [EC:2.4.1.211]",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K15533  K15533; 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.211  1,3-beta-galactosyl-N-acetylhexosamine phosphorylase;     K15533  K15533; 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase",GO: 0050500
K23253,"PucR family transcriptional regulator, proline-responsive transcriptional activator",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K23253  putR; PucR family transcriptional regulator, proline-responsive transcriptional activator;Transcription factors [BR:ko03000]; Prokaryotic type;  Other transcription factors;   Others;    K23253  putR; PucR family transcriptional regulator, proline-responsive transcriptional activator",COG: COG2508
K25114,heme transport system permease protein,NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K25114  htsB, isdF; heme transport system permease protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  Metallic cation, iron-siderophore and vitamin B12 transporters;   Heme transporter;    K25114  htsB, isdF; heme transport system permease protein",COG: COG0609;TC: 3.A.1.14
K07078,uncharacterized protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99997 Function unknown;    K07078  K07078; uncharacterized protein,COG: COG3560
K13531,methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03400 DNA repair and recombination proteins;    K13531  adaB; methylated-DNA-[protein]-cysteine S-methyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.1  Transferring one-carbon groups;   2.1.1  Methyltransferases;    2.1.1.63  methylated-DNA---[protein]-cysteine S-methyltransferase;     K13531  adaB; methylated-DNA-[protein]-cysteine S-methyltransferase;DNA repair and recombination proteins [BR:ko03400]; Prokaryotic type;  SSBR (single strand breaks repair);   Direct repair;    K13531  adaB; methylated-DNA-[protein]-cysteine S-methyltransferase,COG: COG0350;GO: 0003908
K13530,"AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K13530  adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase;   03400 DNA repair and recombination proteins;    K13530  adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase;Transcription factors [BR:ko03000]; Prokaryotic type;  Helix-turn-helix;   AraC family;    K13530  adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase;DNA repair and recombination proteins [BR:ko03400]; Prokaryotic type;  SSBR (single strand breaks repair);   Direct repair;    K13530  adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase",COG: COG2169
K20109,Pro-Pro endopeptidase [EC:3.4.24.89],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01002 Peptidases and inhibitors;    K20109  zmp1; Pro-Pro endopeptidase;Enzymes [BR:ko01000]; 3. Hydrolases;  3.4  Acting on peptide bonds (peptidases);   3.4.24  Metalloendopeptidases;    3.4.24.89  Pro-Pro endopeptidase;     K20109  zmp1; Pro-Pro endopeptidase;Peptidases and inhibitors [BR:ko01002]; Metallo peptidases;  Family M34: anthrax lethal factor family;   K20109  zmp1; Pro-Pro endopeptidase,NA
K19954,alcohol dehydrogenase [EC:1.1.1.-],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K19954  adh1; alcohol dehydrogenase,COG: COG1454
K00260,glutamate dehydrogenase [EC:1.4.1.2],"Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Taurine and hypotaurine metabolism;Nitrogen metabolism;Metabolic pathways;Microbial metabolism in diverse environments",L-glutamate:NAD+ oxidoreductase (deaminating),"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09102 Energy metabolism;   00910 Nitrogen metabolism;    K00260  gudB, rocG; glutamate dehydrogenase;  09105 Amino acid metabolism;   00250 Alanine, aspartate and glutamate metabolism;    K00260  gudB, rocG; glutamate dehydrogenase;   00220 Arginine biosynthesis;    K00260  gudB, rocG; glutamate dehydrogenase;  09106 Metabolism of other amino acids;   00430 Taurine and hypotaurine metabolism;    K00260  gudB, rocG; glutamate dehydrogenase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.4  Acting on the CH-NH2 group of donors;   1.4.1  With NAD+ or NADP+ as acceptor;    1.4.1.2  glutamate dehydrogenase;     K00260  gudB, rocG; glutamate dehydrogenase",COG: COG0334;GO: 0004352
K19242,"LysR family transcriptional regulator, repressor for citA",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K19242  citR; LysR family transcriptional regulator, repressor for citA;Transcription factors [BR:ko03000]; Prokaryotic type;  Helix-turn-helix;   LysR family;    K19242  citR; LysR family transcriptional regulator, repressor for citA",COG: COG0583
K06318,forespore regulator of the sigma-K checkpoint,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06318  bofC; forespore regulator of the sigma-K checkpoint,NA
K06409,stage V sporulation protein B,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K06409  spoVB; stage V sporulation protein B;Transporters [BR:ko02000]; Other transporters;  Electrochemical potential-driven transporters;   K06409  spoVB; stage V sporulation protein B,COG: COG2244;TC: 2.A.66.2.14
K06331,spore coat protein I,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06331  cotI; spore coat protein I,NA
K01227,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96],Other glycan degradation,NA,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00511 Other glycan degradation;    K01227  ENGASE; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase;Enzymes [BR:ko01000]; 3. Hydrolases;  3.2  Glycosylases;   3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;    3.2.1.96  mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase;     K01227  ENGASE; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase",GO: 0033925;CAZy: GH85
K22103,"DeoR family transcriptional regulator, carbon catabolite repression regulator",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K22103  glcR; DeoR family transcriptional regulator, carbon catabolite repression regulator;Transcription factors [BR:ko03000]; Prokaryotic type;  Helix-turn-helix;   DeoR family;    K22103  glcR; DeoR family transcriptional regulator, carbon catabolite repression regulator",COG: COG1349
K22106,"TetR/AcrR family transcriptional regulator, repressor of fatR-cypB operon",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K22106  fatR, bscR; TetR/AcrR family transcriptional regulator, repressor of fatR-cypB operon;Transcription factors [BR:ko03000]; Prokaryotic type;  Helix-turn-helix;   TetR/AcrR family;    K22106  fatR, bscR; TetR/AcrR family transcriptional regulator, repressor of fatR-cypB operon",COG: COG1309
K06382,stage II sporulation protein E [EC:3.1.3.16],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K06382  spoIIE; stage II sporulation protein E;Enzymes [BR:ko01000]; 3. Hydrolases;  3.1  Acting on ester bonds;   3.1.3  Phosphoric-monoester hydrolases;    3.1.3.16  protein-serine/threonine phosphatase;     K06382  spoIIE; stage II sporulation protein E,COG: COG2208
K04769,"AbrB family transcriptional regulator, stage V sporulation protein T",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K04769  spoVT; AbrB family transcriptional regulator, stage V sporulation protein T;Transcription factors [BR:ko03000]; Prokaryotic type;  Other transcription factors;   Others;    K04769  spoVT; AbrB family transcriptional regulator, stage V sporulation protein T",COG: COG2002
K09685,"HTH-type transcriptional regulator, purine operon repressor",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K09685  purR; HTH-type transcriptional regulator, purine operon repressor;Transcription factors [BR:ko03000]; Prokaryotic type;  Helix-turn-helix;   Other families;    K09685  purR; HTH-type transcriptional regulator, purine operon repressor",COG: COG0503
K06423,small acid-soluble spore protein F (minor alpha/beta-type SASP),NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06423  sspF; small acid-soluble spore protein F (minor alpha/beta-type SASP),NA
K06436,spore coat assemly protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06436  yabG; spore coat assemly protein,NA
K09770,uncharacterized protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99997 Function unknown;    K09770  K09770; uncharacterized protein,COG: COG1728
K18907,"GntR family transcriptional regulator, regulator for abcA and norABC",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K18907  norG; GntR family transcriptional regulator, regulator for abcA and norABC;  09183 Protein families: signaling and cellular processes;   01504 Antimicrobial resistance genes;    K18907  norG; GntR family transcriptional regulator, regulator for abcA and norABC;Transcription factors [BR:ko03000]; Prokaryotic type;  Helix-turn-helix;   GntR family;    K18907  norG; GntR family transcriptional regulator, regulator for abcA and norABC;Antimicrobial resistance genes [BR:ko01504]; Gene sets;  Multipdrug resistance modules;   Multidrug resistance, efflux pump AbcA;    K18907  norG; GntR family transcriptional regulator, regulator for abcA and norABC;   Multidrug resistance, efflux pump NorB;    K18907  norG; GntR family transcriptional regulator, regulator for abcA and norABC",COG: COG1167
K08974,putative membrane protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99996 General function prediction only;    K08974  K08974; putative membrane protein,COG: COG2035
K06305,spore germination protein Q,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06305  gerQ; spore germination protein Q,NA
K03480,transcriptional antiterminator,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K03480  glcT; transcriptional antiterminator;Transcription factors [BR:ko03000]; Prokaryotic type;  Other transcription factors;   BglG family;    K03480  glcT; transcriptional antiterminator,COG: COG3711
K08302,"tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]",Galactose metabolism;Metabolic pathways,"D-tagatose 1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00052 Galactose metabolism;    K08302  gatY-kbaY; tagatose 1,6-diphosphate aldolase GatY/KbaY;Enzymes [BR:ko01000]; 4. Lyases;  4.1  Carbon-carbon lyases;   4.1.2  Aldehyde-lyases;    4.1.2.40  tagatose-bisphosphate aldolase;     K08302  gatY-kbaY; tagatose 1,6-diphosphate aldolase GatY/KbaY",COG: COG0191;GO: 0009025
K24072,positive control factor,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03021 Transcription machinery;    K24072  xpf; positive control factor;Transcription machinery [BR:ko03021]; Prokaryotic type;  Bacterial type;   RNA polymerase;    Sigma factors;     K24072  xpf; positive control factor,COG: COG1595
K03700,recombination protein U,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03400 DNA repair and recombination proteins;    K03700  recU; recombination protein U;DNA repair and recombination proteins [BR:ko03400]; Prokaryotic type;  DSBR (double strand breaks repair);   HR (homologous recombination);    RecFOR pathway proteins;     K03700  recU; recombination protein U,COG: COG3331
K07741,anti-repressor protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09192 Unclassified: genetic information processing;   99973 Transcription;    K07741  antB; anti-repressor protein,COG: COG3561
K03713,"MerR family transcriptional regulator, glutamine synthetase repressor",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K03713  glnR; MerR family transcriptional regulator, glutamine synthetase repressor;Transcription factors [BR:ko03000]; Prokaryotic type;  Helix-turn-helix;   MerR family;    K03713  glnR; MerR family transcriptional regulator, glutamine synthetase repressor",COG: COG0789
K12555,penicillin-binding protein 2A [EC:2.4.99.28 3.4.16.4],Peptidoglycan biosynthesis;Metabolic pathways;beta-Lactam resistance,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00550 Peptidoglycan biosynthesis;    K12555  pbp2A; penicillin-binding protein 2A; 09160 Human Diseases;  09175 Drug resistance: antimicrobial;   01501 beta-Lactam resistance;    K12555  pbp2A; penicillin-binding protein 2A; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K12555  pbp2A; penicillin-binding protein 2A;   01011 Peptidoglycan biosynthesis and degradation proteins;    K12555  pbp2A; penicillin-binding protein 2A;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.99  Transferring other glycosyl groups;    2.4.99.28  peptidoglycan glycosyltransferase;     K12555  pbp2A; penicillin-binding protein 2A; 3. Hydrolases;  3.4  Acting on peptide bonds (peptidases);   3.4.16  Serine-type carboxypeptidases;    3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase;     K12555  pbp2A; penicillin-binding protein 2A;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K12555  pbp2A; penicillin-binding protein 2A;Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]; Peptidoglycan biosynthesis and degradation;  Glycosyltransferase/DD-Transpeptidase (Class A PBP);   K12555  pbp2A; penicillin-binding protein 2A,COG: COG0744;GO: 0008658 0008955 0009002;CAZy: GT51
K15984,16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03009 Ribosome biogenesis;    K15984  rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.1  Transferring one-carbon groups;   2.1.1  Methyltransferases;    2.1.1.242  16S rRNA (guanine1516-N2)-methyltransferase;     K15984  rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase;Ribosome biogenesis [BR:ko03009]; Prokaryotic type;  rRNA modification factors;   16S rRNA modification factors;    K15984  rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase,COG: COG0500;GO: 0036308
K06328,spore coat protein E,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06328  cotE; spore coat protein E,NA
K08969,L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117],Cysteine and methionine metabolism;Metabolic pathways,L-glutamine:4-(methylsulfanyl)-2-oxobutanoate aminotransferase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09105 Amino acid metabolism;   00270 Cysteine and methionine metabolism;    K08969  mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01007 Amino acid related enzymes;    K08969  mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.6  Transferring nitrogenous groups;   2.6.1  Transaminases;    2.6.1.117  L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase;     K08969  mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase;Amino acid related enzymes [BR:ko01007]; Aminotransferase (transaminase);  Class I;   K08969  mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase",COG: COG0436
K08965,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5]",Cysteine and methionine metabolism;Metabolic pathways,"2,3-diketo-5-methylthiopentyl-1-phosphate keto---enol-isomerase","KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09105 Amino acid metabolism;   00270 Cysteine and methionine metabolism;    K08965  mtnW; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase;Enzymes [BR:ko01000]; 5. Isomerases;  5.3  Intramolecular oxidoreductases;   5.3.2  Interconverting keto- and enol-groups;    5.3.2.5  2,3-diketo-5-methylthiopentyl-1-phosphate enolase;     K08965  mtnW; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase",COG: COG1850;GO: 0043715
K18925,paired small multidrug resistance pump,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K18925  ykkD; paired small multidrug resistance pump;Transporters [BR:ko02000]; Other transporters;  Electrochemical potential-driven transporters;   K18925  ykkD; paired small multidrug resistance pump,COG: COG2076;TC: 2.A.7.1.5
K18924,paired small multidrug resistance pump,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K18924  ykkC; paired small multidrug resistance pump;Transporters [BR:ko02000]; Other transporters;  Electrochemical potential-driven transporters;   K18924  ykkC; paired small multidrug resistance pump,COG: COG2076;TC: 2.A.7.1.5
K16169,xanthine permease,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K16169  pbuX; xanthine permease;Transporters [BR:ko02000]; Other transporters;  Electrochemical potential-driven transporters;   K16169  pbuX; xanthine permease,COG: COG2233;TC: 2.A.40.3.1
K03816,xanthine phosphoribosyltransferase [EC:2.4.2.22],Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism,GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase;XMP:pyrophosphate phosphoribosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09104 Nucleotide metabolism;   00230 Purine metabolism;    K03816  xpt; xanthine phosphoribosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.2  Pentosyltransferases;    2.4.2.22  xanthine phosphoribosyltransferase;     K03816  xpt; xanthine phosphoribosyltransferase,COG: COG0503;GO: 0000310
K15976,putative NAD(P)H nitroreductase [EC:1.-.-.-],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K15976  K15976; putative NAD(P)H nitroreductase,COG: COG0778
K27245,peptidoglycan lytic transglycosylase [EC:4.2.2.29],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01011 Peptidoglycan biosynthesis and degradation proteins;    K27245  sleB; peptidoglycan lytic transglycosylase;Enzymes [BR:ko01000]; 4. Lyases;  4.2  Carbon-oxygen lyases;   4.2.2  Acting on polysaccharides;    4.2.2.29  peptidoglycan lytic transglycosylase;     K27245  sleB; peptidoglycan lytic transglycosylase;Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]; Peptidoglycan biosynthesis and degradation;  Lytic transglycosylase;   K27245  sleB; peptidoglycan lytic transglycosylase,COG: COG3773 COG3409
K07697,"two-component system, sporulation sensor kinase B [EC:2.7.13.3]",Two-component system,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K07697  kinB; two-component system, sporulation sensor kinase B; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01001 Protein kinases;    K07697  kinB; two-component system, sporulation sensor kinase B;  09183 Protein families: signaling and cellular processes;   02022 Two-component system;    K07697  kinB; two-component system, sporulation sensor kinase B;Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.13  Protein-histidine kinases;    2.7.13.3  histidine kinase;     K07697  kinB; two-component system, sporulation sensor kinase B;Protein kinases [BR:ko01001]; Histidine kinases;  Spo family [OT];   K07697  kinB; two-component system, sporulation sensor kinase B;Two-component system [BR:ko02022]; Spo family;  KinABCDE-Spo0FA (sporulation control);   K07697  kinB; two-component system, sporulation sensor kinase B",COG: COG0642;GO: 0000155
K24873,heptaprenyl diphosphate synthase component 2 [EC:2.5.1.30],Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 4 isopentenyl units)","KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09109 Metabolism of terpenoids and polyketides;   00900 Terpenoid backbone biosynthesis;    K24873  hepT; heptaprenyl diphosphate synthase component 2; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01006 Prenyltransferases;    K24873  hepT; heptaprenyl diphosphate synthase component 2;Enzymes [BR:ko01000]; 2. Transferases;  2.5  Transferring alkyl or aryl groups, other than methyl groups;   2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date);    2.5.1.30  heptaprenyl diphosphate synthase;     K24873  hepT; heptaprenyl diphosphate synthase component 2;Prenyltransferases [BR:ko01006]; Terpene biosynthesis;  Prenyl diphosphate synthase;   K24873  hepT; heptaprenyl diphosphate synthase component 2",COG: COG0142;GO: 0036422
K00805,heptaprenyl diphosphate synthase component 1 [EC:2.5.1.30],Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 4 isopentenyl units)","KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09109 Metabolism of terpenoids and polyketides;   00900 Terpenoid backbone biosynthesis;    K00805  hepS; heptaprenyl diphosphate synthase component 1; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01006 Prenyltransferases;    K00805  hepS; heptaprenyl diphosphate synthase component 1;Enzymes [BR:ko01000]; 2. Transferases;  2.5  Transferring alkyl or aryl groups, other than methyl groups;   2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date);    2.5.1.30  heptaprenyl diphosphate synthase;     K00805  hepS; heptaprenyl diphosphate synthase component 1;Prenyltransferases [BR:ko01006]; Terpene biosynthesis;  Prenyl diphosphate synthase;   K00805  hepS; heptaprenyl diphosphate synthase component 1",GO: 0036422
K06285,transcription attenuation protein (tryptophan RNA-binding attenuator protein),NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K06285  mtrB; transcription attenuation protein (tryptophan RNA-binding attenuator protein);Transcription factors [BR:ko03000]; Prokaryotic type;  Other transcription factors;   Others;    K06285  mtrB; transcription attenuation protein (tryptophan RNA-binding attenuator protein),NA
